Date,close,high,low,open,volume
2020-01-02,118.8970718383789,118.90699941748268,113.87479211028717,114.09314584290168,876100
2020-01-03,119.58191680908203,119.88960357227835,118.20227123235678,118.31145187204383,479600
2020-01-06,120.53477478027344,120.71343334259693,119.41319308303878,120.53477478027344,615800
2020-01-07,121.4478988647461,122.341191556376,119.78042169787797,120.30646973502583,518600
2020-01-08,119.79918670654297,121.98421273170412,119.37211254246877,121.04068048844742,599800
2020-01-09,121.26911926269531,121.94449222860497,120.53415701603626,120.79238986174569,328100
2020-01-10,119.2728042602539,121.29892331519855,119.21321497488071,121.26912867251194,437200
2020-01-13,121.29891204833984,121.57701303503154,119.75946422519407,119.94816613717423,486200
2020-01-14,120.12694549560547,121.29891602823234,119.81905743636975,121.12014060537477,426200
2020-01-15,120.74272155761719,121.16979573091538,119.85877857200784,120.23618996196656,454300
2020-01-16,120.64341735839844,122.53048967884503,119.71974555603381,121.35851908635527,462100
2020-01-17,120.55401611328125,121.22938907095273,120.00776336562808,120.73279153082596,324600
2020-01-21,122.94761657714844,123.04693456699908,120.54408636636896,120.54408636636896,805100
2020-01-22,121.11021423339844,123.90109006989962,120.95129937848439,123.21578301866815,575700
2020-01-23,120.67320251464844,122.26231313103315,120.60367916197777,121.26911804860806,419700
2020-01-24,121.55714416503906,123.32503017948154,120.95129456537367,121.28898482988937,500000
2020-01-27,120.96123504638672,121.60681339240284,119.20327543373547,120.09715256072107,561600
2020-01-28,122.32190704345703,122.61986101452429,120.67319960913912,121.37836719138501,290700
2020-01-29,122.15306091308594,122.99727521659663,121.10027655182392,122.78870515884532,282900
2020-01-30,122.27227020263672,123.06682944902211,120.77254322438662,121.35853237352852,349800
2020-01-31,121.59688568115234,122.33184798957991,120.2262790663856,122.21266941806498,561100
2020-02-03,122.55033874511719,123.51373917277225,121.22938748704422,121.83523708428139,721000
2020-02-04,124.69564819335938,125.57959122869451,123.68258494506874,123.68258494506874,564800
2020-02-05,124.06993103027344,126.08611588642655,123.22571670425803,125.44054512842952,436000
2020-02-06,125.23197937011719,125.29157623491612,123.21579432266093,124.16926080718555,239900
2020-02-07,127.70500946044922,127.91357191476153,124.48705234220246,125.13263058010558,612200
2020-02-10,128.46978759765625,128.7478810031957,127.36734047035567,127.61563923636973,326100
2020-02-11,127.29780578613281,129.10542802376716,126.85087105148314,128.91671854237086,337500
2020-02-12,126.4039306640625,128.0427040118589,125.23196020210572,127.13889287927974,512800
2020-02-13,127.35741424560547,127.52625560835,125.8874896161575,126.1357884122446,289400
2020-02-14,128.8769989013672,128.98625097550072,127.59578380921526,127.60571030506178,254000
2020-02-18,127.89370727539062,129.26430588657414,127.72486596658362,128.60880879207375,343700
2020-02-19,128.71810913085938,129.78082015679192,128.0328019906533,128.0328019906533,478400
2020-02-20,126.36421966552734,129.56230161756665,125.40081917747666,128.8869362038575,394900
2020-02-21,125.90733337402344,126.57277981756657,125.41073584815726,125.89740687928948,520800
2020-02-24,118.19023132324219,123.2257307916459,118.08097924271152,123.2257307916459,723900
2020-02-25,112.5687255859375,119.66014535634397,112.05226748367636,118.72653956583986,1118000
2020-02-26,102.6268539428711,116.03498811182236,102.43814444458937,113.73077572810908,1882900
2020-02-27,104.60330963134766,105.06017847679634,98.74345691367562,101.30590213932368,2159800
2020-02-28,107.11610412597656,108.08943878624821,102.38849270568824,103.29230400290321,2366200
2020-03-02,111.9330825805664,112.38002491343423,106.59962984599859,107.12602202645164,1319800
2020-03-03,112.30057525634766,115.65757213392956,111.60534168265477,112.27078061425762,1137400
2020-03-04,118.16041564941406,118.27959420516169,112.68790883285656,113.6910379494344,808600
2020-03-05,110.63200378417969,116.91893071087277,108.158950057664,116.20382901224717,1656300
2020-03-06,104.36495971679688,107.5034527974285,101.38537393744204,107.5034527974285,1683000
2020-03-09,96.01216888427734,99.97502280498765,93.98604996283711,99.54794860717215,1012100
2020-03-10,98.65408325195312,99.81611984347644,95.55531143041276,98.35612165426491,1022300
2020-03-11,89.4471435546875,97.65093676888054,88.6227974241299,95.78373280743817,1079600
2020-03-12,80.44879913330078,86.8946328927816,77.94595093879903,83.69654361607382,1607300
2020-03-13,83.74620819091797,85.68293555085852,81.0745110217123,84.94797331907044,1380700
2020-03-16,70.03019714355469,77.32024642737578,69.15618049962406,73.02964337641961,1080700
2020-03-17,67.21945190429688,70.02026208458099,64.46830451534767,69.47400168980934,1623700
2020-03-18,61.24041748046875,63.5545641755248,51.65608203456479,62.69048160105697,2634800
2020-03-19,65.93824005126953,67.23932356202793,57.4166257412353,58.61839123042454,1372000
2020-03-20,69.7222900390625,77.79697071000862,66.56392945159348,67.924609408915,1917500
2020-03-23,66.10707092285156,68.81849718721642,63.38571816214541,67.45781701812429,1319400
2020-03-24,74.06255340576172,74.85711246420433,69.44419498070216,69.95072656989625,1267100
2020-03-25,77.1414566040039,82.9218514086623,72.85085435289125,75.20472931538517,1229800
2020-03-26,86.48743438720703,86.735733171568,78.81996671374392,79.49533971030486,1286500
2020-03-27,81.15396881103516,84.37191873797548,80.15083966183532,83.1304248920519,1248900
2020-03-30,76.36676788330078,79.54498905788154,73.95330357409581,79.4158764274219,1100000
2020-03-31,74.10227966308594,78.58159124124047,73.67520550937085,75.00608317410183,1264000
2020-04-01,68.36162567138672,72.50324772996976,67.27903899102061,71.35113769049595,1302900
2020-04-02,70.20896911621094,72.12583610079876,68.03386926527283,68.41128070264801,1382800
2020-04-03,67.61672973632812,70.83468000084842,66.66326327193241,69.85141889342125,862700
2020-04-06,76.10855102539062,76.86338155439894,69.52366909473841,71.3412182625243,712100
2020-04-07,78.82988739013672,82.57422908788116,76.83356338144434,81.09437070627673,1709000
2020-04-08,84.11370086669922,86.20934326900586,79.0384729722953,80.39914549743396,1065000
2020-04-09,81.4419937133789,88.7221152139132,81.21355551887352,87.11313651265965,1051900
2020-04-13,77.30038452148438,80.27003605881198,76.70446891476833,79.45561629488849,674900
2020-04-14,77.53873443603516,80.74675766518575,77.42948237830245,79.2867597822819,801500
2020-04-15,78.63125610351562,79.88268408073361,74.34065347338854,75.74106223461682,963900
2020-04-16,75.68147277832031,80.94541047846319,74.84719243021034,79.17752419820123,1040700
2020-04-17,82.0478515625,83.17015934883904,78.68092062600527,78.68092062600527,876200
2020-04-20,80.1806411743164,82.08757388629587,78.94907383420394,80.2700250932481,462800
