mode,steps,step_size,top_k,symbols,initial_cash,kronos_only,real_analytics,sharpe_cutoff,kronos_sharpe_cutoff,flatten_end,return,sharpe,pnl,cash,balance,max_drawdown,max_drawdown_pct,fees_paid,entry_limits,entry_entries_msft,entry_limit_msft,entry_util_msft
simulation,20,1,4,"[""AAPL"", ""MSFT"", ""NVDA"", ""AMZN"", ""GOOG"", ""XLK"", ""SOXX""]",100000.0,True,True,,-1.0,True,-0.00036023139733442803,-7.06787822428338,-36.023139733442804,99963.97686026656,99963.97686026656,36.023139733442804,0.00036023139733442803,1.2690235809449493,"{""per_key"": {""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0, ""resolved_limit_key"": ""msft""}}, ""per_symbol"": {""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0}}}",6.0,10.0,0.6
