mode,steps,step_size,top_k,symbols,initial_cash,kronos_only,real_analytics,sharpe_cutoff,kronos_sharpe_cutoff,flatten_end,return,sharpe,pnl,cash,balance,max_drawdown,max_drawdown_pct,fees_paid,entry_limits,entry_entries_msft,entry_limit_msft,entry_util_msft,entry_entries_nvda,entry_limit_nvda,entry_util_nvda,entry_entries_xlk,entry_limit_xlk,entry_util_xlk
simulation,20,1,4,"[""AAPL"", ""MSFT"", ""NVDA"", ""AMZN"", ""GOOG"", ""XLK""]",100000.0,True,True,,-1.0,True,-0.0021173289957146335,-8.848273053777989,-211.73289957146335,99788.26710042854,99788.26710042854,212.18302019048133,0.002121830201904813,9.000936558616814,"{""per_key"": {""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0, ""resolved_limit_key"": ""msft""}, ""NVDA"": {""approx_trade_limit"": 2.0, ""entries"": 1, ""entry_limit"": 1.0, ""resolved_limit_key"": ""nvda""}, ""XLK"": {""approx_trade_limit"": 12.0, ""entries"": 4, ""entry_limit"": 6.0, ""resolved_limit_key"": ""xlk""}}, ""per_symbol"": {""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0}, ""NVDA"": {""approx_trade_limit"": 2.0, ""entries"": 1, ""entry_limit"": 1.0}, ""XLK"": {""approx_trade_limit"": 12.0, ""entries"": 4, ""entry_limit"": 6.0}}}",6.0,10.0,0.6,1.0,1.0,1.0,4.0,6.0,0.6666666666666666
