timestamp,symbol,pnl,fees,trades,sma,std,latest,observations
2025-10-24T12:40:54Z,AAPL,7086.864370753406,588.968029626767,144.0,633.2696141682785,371.8686879157137,883.9855575425108,17
2025-10-24T12:40:54Z,MSFT,-1035.8866128855661,442.3935072086395,90.0,294.5044986627763,1170.6523845363586,263.83272228623537,7
2025-10-24T12:40:54Z,NVDA,-8134.669875763907,307.52381984913376,155.0,-1021.4923741315888,482.01798634755374,-1161.4115071054466,7
2025-10-24T12:43:55Z,AAPL,7891.602748438823,638.5623210202748,159.0,718.443092910399,372.16867839327165,883.9855575425108,18
2025-10-24T12:43:55Z,MSFT,315.5813787832267,474.5370304516509,100.0,559.5456852379764,1206.5223491773313,263.83272228623537,8
2025-10-24T12:43:55Z,NVDA,-9251.642250529898,342.64604101954694,175.0,-1158.5927377778978,446.54701158237555,-1161.4115071054466,8
2025-10-24T12:45:30Z,AAPL,8775.588305981335,676.329174537182,174.0,819.4660076239381,375.8501261547057,883.9855575425108,19
2025-10-24T12:45:30Z,MSFT,579.414101069462,566.384820408329,116.0,672.541494566769,1131.0740255157616,263.83272228623537,9
2025-10-24T12:45:30Z,NVDA,-10413.053757635345,383.3688410059977,198.0,-1141.2284706592702,417.7097481645375,-1161.4115071054466,9
2025-10-24T12:49:25Z,AAPL,9580.32668366675,725.9234659306898,189.0,819.4660076239381,373.7729750745955,883.9855575425108,20
2025-10-24T12:49:25Z,MSFT,1930.8820927382549,598.5283436513405,126.0,672.541494566769,1141.4204151226354,263.83272228623537,10
2025-10-24T12:49:25Z,NVDA,-11530.026132401334,418.4910621764109,218.0,-1141.2284706592702,394.02395440256953,-1161.4115071054466,10
2025-10-24T12:50:32Z,AAPL,10464.312241209263,763.690319447597,204.0,819.4660076239381,374.87391518099025,883.9855575425108,21
2025-10-24T12:50:32Z,MSFT,2194.7148150244902,690.3761336080186,142.0,672.541494566769,1083.0565489434723,263.83272228623537,11
2025-10-24T12:50:32Z,NVDA,-12691.437639506777,459.2138621628616,241.0,-1141.2284706592702,373.8125427466791,-1161.4115071054466,11
2025-10-24T12:51:38Z,AAPL,11269.050618894678,813.2846108411047,219.0,819.4660076239381,371.62736062977353,883.9855575425108,22
2025-10-24T12:51:38Z,MSFT,3546.182806693283,722.51965685103,152.0,672.541494566769,1084.876115191707,263.83272228623537,12
2025-10-24T12:51:38Z,NVDA,-13808.41001427277,494.33608333327476,261.0,-1141.2284706592702,356.57451078341114,-1161.4115071054466,12
2025-10-24T12:54:35Z,AAPL,12147.681595512524,852.0128295991647,235.0,819.4660076239381,371.0340483444427,883.9855575425108,23
2025-10-24T12:54:35Z,MSFT,3940.2937132254447,813.885268878277,167.0,672.541494566769,1039.0497007552876,263.83272228623537,13
2025-10-24T12:54:35Z,NVDA,-14439.297454459429,517.9161478188715,272.0,-1141.2284706592702,370.5873817165605,-1161.4115071054466,13
2025-10-24T12:56:26Z,AAPL,12624.62034184103,906.2245070151885,255.0,819.4660076239381,363.0290524336003,883.9855575425108,24
2025-10-24T12:56:26Z,MSFT,5192.533279149535,843.656073490009,176.0,672.541494566769,1030.011597033697,263.83272228623537,14
2025-10-24T12:56:26Z,NVDA,-14428.812904453647,531.4817357861217,276.0,-1141.2284706592702,465.3631239842386,-1161.4115071054466,14
2025-10-24T13:01:56Z,AAPL,8704.298204492508,1037.7943209368518,321.0,819.4660076239381,634.6743541563033,883.9855575425108,28
2025-10-24T13:01:56Z,MSFT,7848.35480627693,1033.082271229716,214.0,672.541494566769,952.360779178982,263.83272228623537,18
2025-10-24T13:01:56Z,NVDA,-14540.4776927438,570.0909941596369,310.0,-1141.2284706592702,591.2875349086462,-1161.4115071054466,18
2025-10-24T13:06:03Z,AAPL,7854.138099737715,1073.3816643289858,335.0,819.4660076239381,659.4753049202625,883.9855575425108,29
2025-10-24T13:06:03Z,MSFT,7929.291771070562,1098.3961028355093,224.0,672.541494566769,929.1063712270128,263.83272228623537,19
2025-10-24T13:06:03Z,NVDA,-14575.85214821843,588.8377034596349,319.0,-1141.2284706592702,601.3319244843257,-1161.4115071054466,19
2025-10-24T13:09:29Z,AAPL,6744.13713581825,1103.5792278976833,354.0,819.4660076239381,695.3183078216291,883.9855575425108,30
2025-10-24T13:09:29Z,MSFT,9176.265569840627,1127.7953700995695,233.0,672.541494566769,923.1578318597792,263.83272228623537,20
2025-10-24T13:09:29Z,NVDA,-14596.310086888876,589.3956233463946,327.0,-1141.2284706592702,608.6427196903018,-1161.4115071054466,20
2025-10-24T13:35:39Z,AAPL,-2545.026247278476,1708.9200621137613,578.0,819.4660076239381,850.395442146125,883.9855575425108,47
2025-10-24T13:35:39Z,MSFT,8788.257175458719,1596.7003801949293,348.0,672.541494566769,732.8537392283556,263.83272228623537,37
2025-10-24T13:35:39Z,NVDA,-11257.428286762406,758.2465961769569,427.0,-1141.2284706592702,711.4061741652541,-1161.4115071054466,37
2025-10-24T14:43:07Z,AAPL,-6516.197629244634,1900.7753077536292,965.0,819.4660076239381,727.9057458126781,883.9855575425108,67
2025-10-24T14:43:07Z,MSFT,6732.689515895707,1884.115853788554,573.0,672.541494566769,623.4491784266891,263.83272228623537,57
2025-10-24T14:43:07Z,NVDA,-13069.821846756691,816.737591793532,603.0,-1141.2284706592702,588.6161315522357,-1161.4115071054466,57
2025-10-24T14:47:38Z,AAPL,-6516.197629244634,1900.7753077536292,965.0,819.4660076239381,727.9057458126781,883.9855575425108,67,10.0,12.0,0.8333333333333334
2025-10-24T14:47:38Z,MSFT,6732.689515895707,1884.115853788554,573.0,672.541494566769,623.4491784266891,263.83272228623537,57,6.0,8.0,0.75
2025-10-24T14:47:38Z,NVDA,-13069.821846756691,816.737591793532,603.0,-1141.2284706592702,588.6161315522357,-1161.4115071054466,57,2.0,2.0,1.0
2025-10-24T14:48:46Z,AAPL,-6628.0560316572955,1904.5799714345187,1005.0,819.4660076239381,717.1553696305881,883.9855575425108,69,10.0,12.0,0.8333333333333334
2025-10-24T14:48:46Z,MSFT,6660.643236428799,1886.653900950444,597.0,672.541494566769,613.2514385638184,263.83272228623537,59,6.0,8.0,0.75
2025-10-24T14:48:46Z,NVDA,-13082.326975216722,817.1618338129725,609.0,-1141.2284706592702,579.8096037461573,-1161.4115071054466,59,1.75,1.0,1.75
2025-10-24T15:06:19Z,AAPL,-6967.074397065418,1915.8052434158028,1123.0,819.4660076239381,687.551971704676,883.9855575425108,75,9.9,10.0,0.99
2025-10-24T15:06:19Z,MSFT,6408.481258294627,1895.5370660170593,681.0,672.541494566769,581.1295589976937,263.83272228623537,66,6.0,8.0,0.75
2025-10-24T15:06:19Z,NVDA,-13139.923705136469,818.1552023856127,623.0,-1141.2284706592702,551.691710575017,-1161.4115071054466,66,1.2727272727272727,1.0,1.2727272727272727
