timestamp,symbol,status,streak,pnl
2025-10-24T16:33:43.689683Z,GOOG,paused,9,-33.47
2025-10-24T16:33:43.689683Z,XLK,paused,9,-167.48
2025-10-24T16:36:32.031439+00:00,GOOG,paused,10,-33.47
2025-10-24T16:36:32.031439+00:00,XLK,paused,10,-167.48
2025-10-24T16:39:20.585516+00:00,GOOG,paused,11,-33.47
2025-10-24T16:39:20.585516+00:00,XLK,paused,11,-167.48
