mode,steps,step_size,top_k,symbols,initial_cash,kronos_only,real_analytics,sharpe_cutoff,kronos_sharpe_cutoff,flatten_end,return,sharpe,pnl,cash,balance,max_drawdown,max_drawdown_pct,fees_paid,entry_limits,entry_entries_goog,entry_limit_goog,entry_util_goog,entry_entries_msft,entry_limit_msft,entry_util_msft,entry_entries_nvda,entry_limit_nvda,entry_util_nvda
simulation,20,1,4,"[""AAPL"", ""MSFT"", ""NVDA"", ""AMZN"", ""GOOG""]",100000.0,True,True,,-1.0,True,-0.0007772373677074211,-2.589653842552693,-77.72373677074211,99922.27626322926,99922.27626322926,135.68668897742464,0.0013568668897742464,11.998576833715708,"{""per_key"": {""GOOG"": {""approx_trade_limit"": 12.0, ""entries"": 6, ""entry_limit"": 6.0, ""resolved_limit_key"": ""goog""}, ""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0, ""resolved_limit_key"": ""msft""}, ""NVDA"": {""approx_trade_limit"": 2.0, ""entries"": 1, ""entry_limit"": 1.0, ""resolved_limit_key"": ""nvda""}}, ""per_symbol"": {""GOOG"": {""approx_trade_limit"": 12.0, ""entries"": 6, ""entry_limit"": 6.0}, ""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0}, ""NVDA"": {""approx_trade_limit"": 2.0, ""entries"": 1, ""entry_limit"": 1.0}}}",6.0,6.0,1.0,6.0,10.0,0.6,1.0,1.0,1.0
