timestamp,symbol,sma,pct_change,trend_pnl
2025-10-24T18:05:14.505929+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:05:14.505929+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:09:19.678601+00:00,SMH,316.6868,0.576682,128.7500
2025-10-24T18:09:19.678601+00:00,QQQ,590.7722,0.403850,177.8510
2025-10-24T18:09:19.678601+00:00,SOXX,266.1088,0.346534,76.4800
2025-10-24T18:09:19.678601+00:00,XLY,235.7528,0.340867,60.6300
2025-10-24T18:09:19.678601+00:00,IWM,239.8296,0.221452,45.3400
2025-10-24T18:09:19.678601+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:09:19.678601+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:09:19.678601+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:12:16.882587+00:00,SMH,316.6860,0.576503,128.7100
2025-10-24T18:12:16.882587+00:00,QQQ,590.7697,0.403566,177.7260
2025-10-24T18:12:16.882587+00:00,SOXX,266.1074,0.346217,76.4100
2025-10-24T18:12:16.882587+00:00,XLY,235.7522,0.340698,60.6000
2025-10-24T18:12:16.882587+00:00,IWM,239.8302,0.221598,45.3699
2025-10-24T18:12:16.882587+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:12:16.882587+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:12:16.882587+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:14:07.955558+00:00,SMH,316.6834,0.575920,128.5800
2025-10-24T18:14:07.955558+00:00,QQQ,590.7677,0.403339,177.6260
2025-10-24T18:14:07.955558+00:00,SOXX,266.1066,0.346035,76.3700
2025-10-24T18:14:07.955558+00:00,XLY,235.7514,0.340473,60.5600
2025-10-24T18:14:07.955558+00:00,IWM,239.8303,0.221623,45.3750
2025-10-24T18:14:07.955558+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:14:07.955558+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:14:07.955558+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:16:09.662710+00:00,SMH,316.6844,0.576144,128.6300
2025-10-24T18:16:09.662710+00:00,QQQ,590.7666,0.403214,177.5710
2025-10-24T18:16:09.662710+00:00,SOXX,266.1080,0.346353,76.4400
2025-10-24T18:16:09.662710+00:00,XLY,235.7492,0.339855,60.4500
2025-10-24T18:16:09.662710+00:00,IWM,239.8310,0.221793,45.4100
2025-10-24T18:16:09.662710+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:16:09.662710+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:16:09.662710+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:18:59.818030+00:00,SMH,316.6838,0.576010,128.6000
2025-10-24T18:18:59.818030+00:00,QQQ,590.7646,0.402987,177.4710
2025-10-24T18:18:59.818030+00:00,SOXX,266.1076,0.346262,76.4200
2025-10-24T18:18:59.818030+00:00,XLY,235.7474,0.339349,60.3600
2025-10-24T18:18:59.818030+00:00,IWM,239.8317,0.221964,45.4450
2025-10-24T18:18:59.818030+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:18:59.818030+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:18:59.818030+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:21:56.812804+00:00,SMH,316.6832,0.575876,128.5700
2025-10-24T18:21:56.812804+00:00,QQQ,590.7676,0.403328,177.6210
2025-10-24T18:21:56.812804+00:00,SOXX,266.1071,0.346149,76.3950
2025-10-24T18:21:56.812804+00:00,XLY,235.7487,0.339714,60.4250
2025-10-24T18:21:56.812804+00:00,IWM,239.8296,0.221452,45.3400
2025-10-24T18:21:56.812804+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:21:56.812804+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:21:56.812804+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:23:57.657023+00:00,SMH,316.6842,0.576100,128.6200
2025-10-24T18:23:57.657023+00:00,QQQ,590.7683,0.403408,177.6565
2025-10-24T18:23:57.657023+00:00,SOXX,266.1082,0.346398,76.4500
2025-10-24T18:23:57.657023+00:00,XLY,235.7494,0.339911,60.4600
2025-10-24T18:23:57.657023+00:00,IWM,239.8312,0.221842,45.4200
2025-10-24T18:23:57.657023+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:23:57.657023+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:23:57.657023+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:26:26.245021+00:00,SMH,316.6814,0.575473,128.4800
2025-10-24T18:26:26.245021+00:00,QQQ,590.7675,0.403316,177.6160
2025-10-24T18:26:26.245021+00:00,SOXX,266.1044,0.345537,76.2600
2025-10-24T18:26:26.245021+00:00,XLY,235.7486,0.339686,60.4200
2025-10-24T18:26:26.245021+00:00,IWM,239.8308,0.221745,45.4000
2025-10-24T18:26:26.245021+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:26:26.245021+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:26:26.245021+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:29:28.462890+00:00,SMH,316.6828,0.575786,128.5500
2025-10-24T18:29:28.462890+00:00,QQQ,590.7690,0.403486,177.6910
2025-10-24T18:29:28.462890+00:00,SOXX,266.1053,0.345741,76.3050
2025-10-24T18:29:28.462890+00:00,XLY,235.7494,0.339911,60.4600
2025-10-24T18:29:28.462890+00:00,IWM,239.8316,0.221940,45.4400
2025-10-24T18:29:28.462890+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:29:28.462890+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:29:28.462890+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:34:04.032142+00:00,SMH,316.6803,0.575226,128.4250
2025-10-24T18:34:04.032142+00:00,QQQ,590.7669,0.403248,177.5860
2025-10-24T18:34:04.032142+00:00,SOXX,266.1024,0.345084,76.1600
2025-10-24T18:34:04.032142+00:00,XLY,235.7482,0.339574,60.4000
2025-10-24T18:34:04.032142+00:00,IWM,239.8300,0.221549,45.3600
2025-10-24T18:34:04.032142+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:34:04.032142+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:34:04.032142+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:37:43.752905+00:00,SMH,316.6772,0.574532,128.2700
2025-10-24T18:37:43.752905+00:00,QQQ,590.7660,0.403146,177.5410
2025-10-24T18:37:43.752905+00:00,SOXX,266.1008,0.344721,76.0800
2025-10-24T18:37:43.752905+00:00,XLY,235.7478,0.339461,60.3800
2025-10-24T18:37:43.752905+00:00,IWM,239.8285,0.221183,45.2850
2025-10-24T18:37:43.752905+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:37:43.752905+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:37:43.752905+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:40:50.816845+00:00,SMH,316.6778,0.574666,128.3000
2025-10-24T18:40:50.816845+00:00,QQQ,590.7666,0.403214,177.5710
2025-10-24T18:40:50.816845+00:00,SOXX,266.1016,0.344903,76.1200
2025-10-24T18:40:50.816845+00:00,XLY,235.7488,0.339743,60.4300
2025-10-24T18:40:50.816845+00:00,IWM,239.8294,0.221403,45.3300
2025-10-24T18:40:50.816845+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:40:50.816845+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:40:50.816845+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:42:58.594219+00:00,SMH,316.6746,0.573950,128.1400
2025-10-24T18:42:58.594219+00:00,QQQ,590.7650,0.403032,177.4910
2025-10-24T18:42:58.594219+00:00,SOXX,266.0974,0.343951,75.9100
2025-10-24T18:42:58.594219+00:00,XLY,235.7482,0.339574,60.4000
2025-10-24T18:42:58.594219+00:00,IWM,239.8282,0.221110,45.2700
2025-10-24T18:42:58.594219+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:42:58.594219+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:42:58.594219+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:45:49.926262+00:00,SMH,316.6762,0.574308,128.2200
2025-10-24T18:45:49.926262+00:00,QQQ,590.7654,0.403078,177.5110
2025-10-24T18:45:49.926262+00:00,SOXX,266.0982,0.344132,75.9500
2025-10-24T18:45:49.926262+00:00,XLY,235.7472,0.339293,60.3500
2025-10-24T18:45:49.926262+00:00,IWM,239.8288,0.221256,45.3000
2025-10-24T18:45:49.926262+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:45:49.926262+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:45:49.926262+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:48:46.508273+00:00,SMH,316.6786,0.574845,128.3400
2025-10-24T18:48:46.508273+00:00,QQQ,590.7652,0.403055,177.5010
2025-10-24T18:48:46.508273+00:00,SOXX,266.0996,0.344449,76.0200
2025-10-24T18:48:46.508273+00:00,XLY,235.7471,0.339265,60.3450
2025-10-24T18:48:46.508273+00:00,IWM,239.8264,0.220670,45.1800
2025-10-24T18:48:46.508273+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:48:46.508273+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:48:46.508273+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:53:01.872940+00:00,SMH,316.6786,0.574845,128.3400
2025-10-24T18:53:01.872940+00:00,QQQ,590.7682,0.403396,177.6510
2025-10-24T18:53:01.872940+00:00,SOXX,266.1003,0.344608,76.0550
2025-10-24T18:53:01.872940+00:00,XLY,235.7484,0.339630,60.4100
2025-10-24T18:53:01.872940+00:00,IWM,239.8284,0.221159,45.2800
2025-10-24T18:53:01.872940+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:53:01.872940+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:53:01.872940+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:57:42.943126+00:00,SMH,316.6768,0.574442,128.2500
2025-10-24T18:57:42.943126+00:00,QQQ,590.7644,0.402964,177.4610
2025-10-24T18:57:42.943126+00:00,SOXX,266.0992,0.344359,76.0001
2025-10-24T18:57:42.943126+00:00,XLY,235.7446,0.338562,60.2200
2025-10-24T18:57:42.943126+00:00,IWM,239.8268,0.220767,45.1999
2025-10-24T18:57:42.943126+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:57:42.943126+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:57:42.943126+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T18:59:52.362290+00:00,SMH,316.6768,0.574442,128.2500
2025-10-24T18:59:52.362290+00:00,QQQ,590.7630,0.402805,177.3910
2025-10-24T18:59:52.362290+00:00,SOXX,266.0992,0.344359,76.0001
2025-10-24T18:59:52.362290+00:00,XLY,235.7434,0.338225,60.1600
2025-10-24T18:59:52.362290+00:00,IWM,239.8268,0.220767,45.1999
2025-10-24T18:59:52.362290+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T18:59:52.362290+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T18:59:52.362290+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T19:01:51.239087+00:00,SMH,316.6768,0.574442,128.2500
2025-10-24T19:01:51.239087+00:00,QQQ,590.7630,0.402805,177.3910
2025-10-24T19:01:51.239087+00:00,SOXX,266.0992,0.344359,76.0001
2025-10-24T19:01:51.239087+00:00,XLY,235.7434,0.338225,60.1600
2025-10-24T19:01:51.239087+00:00,IWM,239.8268,0.220767,45.1999
2025-10-24T19:01:51.239087+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T19:01:51.239087+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T19:01:51.239087+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T19:04:35.453482+00:00,SMH,316.6768,0.574442,128.2500
2025-10-24T19:04:35.453482+00:00,QQQ,590.7630,0.402805,177.3910
2025-10-24T19:04:35.453482+00:00,SOXX,266.0992,0.344359,76.0001
2025-10-24T19:04:35.453482+00:00,XLY,235.7434,0.338225,60.1600
2025-10-24T19:04:35.453482+00:00,IWM,239.8268,0.220767,45.1999
2025-10-24T19:04:35.453482+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T19:04:35.453482+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T19:04:35.453482+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T19:06:24.143106+00:00,SMH,316.6768,0.574442,128.2500
2025-10-24T19:06:24.143106+00:00,QQQ,590.7630,0.402805,177.3910
2025-10-24T19:06:24.143106+00:00,SOXX,266.0992,0.344359,76.0001
2025-10-24T19:06:24.143106+00:00,XLY,235.7434,0.338225,60.1600
2025-10-24T19:06:24.143106+00:00,IWM,239.8268,0.220767,45.1999
2025-10-24T19:06:24.143106+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T19:06:24.143106+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T19:06:24.143106+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T19:49:39.890859+00:00,SMH,316.6940,0.400628,100.7900
2025-10-24T19:49:39.890859+00:00,SOXX,266.1074,0.296574,67.9600
2025-10-24T19:49:39.890859+00:00,QQQ,590.7626,0.257527,126.5100
2025-10-24T19:49:39.890859+00:00,XLY,235.7370,0.196146,38.9800
2025-10-24T19:49:39.890859+00:00,IWM,239.8228,0.104325,23.5900
2025-10-24T19:49:39.890859+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T19:49:39.890859+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T19:49:39.890859+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T19:52:33.129244+00:00,SMH,316.6915,0.400131,100.6650
2025-10-24T19:52:33.129244+00:00,SOXX,266.1058,0.296225,67.8800
2025-10-24T19:52:33.129244+00:00,QQQ,590.7616,0.257425,126.4600
2025-10-24T19:52:33.129244+00:00,XLY,235.7352,0.195693,38.8900
2025-10-24T19:52:33.129244+00:00,IWM,239.8232,0.104414,23.6100
2025-10-24T19:52:33.129244+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T19:52:33.129244+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T19:52:33.129244+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T19:54:03.821571+00:00,SMH,316.6920,0.400230,100.6900
2025-10-24T19:54:03.821571+00:00,SOXX,266.1051,0.296072,67.8450
2025-10-24T19:54:03.821571+00:00,QQQ,590.7616,0.257425,126.4600
2025-10-24T19:54:03.821571+00:00,XLY,235.7359,0.195869,38.9250
2025-10-24T19:54:03.821571+00:00,IWM,239.8233,0.104436,23.6150
2025-10-24T19:54:03.821571+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T19:54:03.821571+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T19:54:03.821571+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T19:56:38.911296+00:00,SMH,316.6800,0.397846,100.0900
2025-10-24T19:56:38.911296+00:00,SOXX,266.0948,0.293825,67.3300
2025-10-24T19:56:38.911296+00:00,QQQ,590.7531,0.256560,126.0350
2025-10-24T19:56:38.911296+00:00,XLY,235.7404,0.197001,39.1500
2025-10-24T19:56:38.911296+00:00,IWM,239.8208,0.103883,23.4900
2025-10-24T19:56:38.911296+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T19:56:38.911296+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T19:56:38.911296+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T19:58:08.889536+00:00,SMH,316.6740,0.396653,99.7900
2025-10-24T19:58:08.889536+00:00,SOXX,266.0894,0.292647,67.0600
2025-10-24T19:58:08.889536+00:00,QQQ,590.7514,0.256387,125.9500
2025-10-24T19:58:08.889536+00:00,XLY,235.7392,0.196699,39.0900
2025-10-24T19:58:08.889536+00:00,IWM,239.8203,0.103772,23.4650
2025-10-24T19:58:08.889536+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T19:58:08.889536+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T19:58:08.889536+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T20:02:33.356861+00:00,SMH,316.6694,0.395739,99.5600
2025-10-24T20:02:33.356861+00:00,SOXX,266.0824,0.291119,66.7100
2025-10-24T20:02:33.356861+00:00,QQQ,590.7494,0.256183,125.8500
2025-10-24T20:02:33.356861+00:00,XLY,235.7369,0.196120,38.9750
2025-10-24T20:02:33.356861+00:00,IWM,239.8176,0.103175,23.3300
2025-10-24T20:02:33.356861+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T20:02:33.356861+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T20:02:33.356861+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T20:05:13.617268+00:00,SMH,316.6694,0.395739,99.5600
2025-10-24T20:05:13.617268+00:00,SOXX,266.0824,0.291119,66.7100
2025-10-24T20:05:13.617268+00:00,QQQ,590.7494,0.256183,125.8500
2025-10-24T20:05:13.617268+00:00,XLY,235.7369,0.196120,38.9750
2025-10-24T20:05:13.617268+00:00,IWM,239.8176,0.103175,23.3300
2025-10-24T20:05:13.617268+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T20:05:13.617268+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T20:05:13.617268+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T20:09:49.264685+00:00,SMH,316.6694,0.395739,99.5600
2025-10-24T20:09:49.264685+00:00,SOXX,266.0824,0.291119,66.7100
2025-10-24T20:09:49.264685+00:00,QQQ,590.7494,0.256183,125.8500
2025-10-24T20:09:49.264685+00:00,XLY,235.7369,0.196120,38.9750
2025-10-24T20:09:49.264685+00:00,IWM,239.8176,0.103175,23.3300
2025-10-24T20:09:49.264685+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T20:09:49.264685+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T20:09:49.264685+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T20:12:29.530785+00:00,SMH,316.6694,0.395739,99.5600
2025-10-24T20:12:29.530785+00:00,SOXX,266.0824,0.291119,66.7100
2025-10-24T20:12:29.530785+00:00,QQQ,590.7494,0.256183,125.8500
2025-10-24T20:12:29.530785+00:00,XLY,235.7369,0.196120,38.9750
2025-10-24T20:12:29.530785+00:00,IWM,239.8176,0.103175,23.3300
2025-10-24T20:12:29.530785+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T20:12:29.530785+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T20:12:29.530785+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T20:14:44.568338+00:00,SMH,316.6694,0.395739,99.5600
2025-10-24T20:14:44.568338+00:00,SOXX,266.0824,0.291119,66.7100
2025-10-24T20:14:44.568338+00:00,QQQ,590.7494,0.256183,125.8500
2025-10-24T20:14:44.568338+00:00,XLY,235.7369,0.196120,38.9750
2025-10-24T20:14:44.568338+00:00,IWM,239.8176,0.103175,23.3300
2025-10-24T20:14:44.568338+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T20:14:44.568338+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T20:14:44.568338+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T20:19:06.597337+00:00,SMH,316.6694,0.395739,99.5600
2025-10-24T20:19:06.597337+00:00,SOXX,266.0824,0.291119,66.7100
2025-10-24T20:19:06.597337+00:00,QQQ,590.7494,0.256183,125.8500
2025-10-24T20:19:06.597337+00:00,XLY,235.7360,0.195894,38.9300
2025-10-24T20:19:06.597337+00:00,IWM,239.8176,0.103175,23.3300
2025-10-24T20:19:06.597337+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T20:19:06.597337+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T20:19:06.597337+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T20:21:04.298354+00:00,SMH,316.6694,0.395739,99.5600
2025-10-24T20:21:04.298354+00:00,SOXX,266.0824,0.291119,66.7100
2025-10-24T20:21:04.298354+00:00,QQQ,590.7494,0.256183,125.8500
2025-10-24T20:21:04.298354+00:00,XLY,235.7360,0.195894,38.9300
2025-10-24T20:21:04.298354+00:00,IWM,239.8176,0.103175,23.3300
2025-10-24T20:21:04.298354+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T20:21:04.298354+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T20:21:04.298354+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T20:23:27.699082+00:00,SMH,316.6694,0.395739,99.5600
2025-10-24T20:23:27.699082+00:00,SOXX,266.0824,0.291119,66.7100
2025-10-24T20:23:27.699082+00:00,QQQ,590.7494,0.256183,125.8500
2025-10-24T20:23:27.699082+00:00,XLY,235.7360,0.195894,38.9300
2025-10-24T20:23:27.699082+00:00,IWM,239.8176,0.103175,23.3300
2025-10-24T20:23:27.699082+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T20:23:27.699082+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T20:23:27.699082+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T20:25:51.124065+00:00,SMH,316.6694,0.395739,99.5600
2025-10-24T20:25:51.124065+00:00,SOXX,266.0824,0.291119,66.7100
2025-10-24T20:25:51.124065+00:00,QQQ,590.7494,0.256183,125.8500
2025-10-24T20:25:51.124065+00:00,XLY,235.7360,0.195894,38.9300
2025-10-24T20:25:51.124065+00:00,IWM,239.8176,0.103175,23.3300
2025-10-24T20:25:51.124065+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T20:25:51.124065+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T20:25:51.124065+00:00,XLK,275.3622,0.000000,87.3900
2025-10-24T20:27:55.700575+00:00,SMH,316.6694,0.395739,99.5600
2025-10-24T20:27:55.700575+00:00,SOXX,266.0824,0.291119,66.7100
2025-10-24T20:27:55.700575+00:00,QQQ,590.7494,0.256183,125.8500
2025-10-24T20:27:55.700575+00:00,XLY,235.7360,0.195894,38.9300
2025-10-24T20:27:55.700575+00:00,IWM,239.8176,0.103175,23.3300
2025-10-24T20:27:55.700575+00:00,AAPL,819.4660,0.000000,-6967.0744
