mode,steps,step_size,top_k,symbols,initial_cash,kronos_only,real_analytics,sharpe_cutoff,kronos_sharpe_cutoff,flatten_end,return,sharpe,pnl,cash,balance,max_drawdown,max_drawdown_pct,fees_paid,entry_limits,entry_entries_aapl,entry_limit_aapl,entry_util_aapl,entry_entries_msft,entry_limit_msft,entry_util_msft,entry_entries_nvda,entry_limit_nvda,entry_util_nvda
simulation,20,1,4,"[""AAPL"", ""MSFT"", ""NVDA""]",100000.0,True,True,,-1.0,True,-0.0010362360338414145,-16.099834568164113,-103.62360338414146,99896.37639661586,99896.37639661586,105.56104410497937,0.0010556070627037314,3.1245461560969385,"{""per_key"": {""AAPL"": {""approx_trade_limit"": 20.0, ""entries"": 9, ""entry_limit"": 10.0, ""resolved_limit_key"": ""aapl""}, ""MSFT"": {""approx_trade_limit"": 16.0, ""entries"": 6, ""entry_limit"": 8.0, ""resolved_limit_key"": ""msft""}, ""NVDA"": {""approx_trade_limit"": 2.0, ""entries"": 1, ""entry_limit"": 1.0, ""resolved_limit_key"": ""nvda""}}, ""per_symbol"": {""AAPL"": {""approx_trade_limit"": 20.0, ""entries"": 9, ""entry_limit"": 10.0}, ""MSFT"": {""approx_trade_limit"": 16.0, ""entries"": 6, ""entry_limit"": 8.0}, ""NVDA"": {""approx_trade_limit"": 2.0, ""entries"": 1, ""entry_limit"": 1.0}}}",9.0,10.0,0.9,6.0,8.0,0.75,1.0,1.0,1.0
