timestamp,symbol,sma,pct_change,trend_pnl
2025-10-24T19:49:10.712629+00:00,SMH,316.6940,0.400628,100.7900
2025-10-24T19:49:10.712629+00:00,SOXX,266.1074,0.296574,67.9600
2025-10-24T19:49:10.712629+00:00,QQQ,590.7626,0.257527,126.5100
2025-10-24T19:49:10.712629+00:00,XLY,235.7370,0.196146,38.9800
2025-10-24T19:49:10.712629+00:00,IWM,239.8228,0.104325,23.5900
2025-10-24T19:49:10.712629+00:00,AAPL,819.4660,0.000000,-6967.0744
2025-10-24T19:49:10.712629+00:00,MSFT,672.5415,0.000000,5796.0879
2025-10-24T19:49:10.712629+00:00,XLK,275.3622,0.000000,87.3900
