mode,steps,step_size,top_k,symbols,initial_cash,kronos_only,real_analytics,sharpe_cutoff,kronos_sharpe_cutoff,flatten_end,return,sharpe,pnl,cash,balance,max_drawdown,max_drawdown_pct,fees_paid,entry_limits,entry_entries_goog,entry_limit_goog,entry_util_goog,entry_entries_msft,entry_limit_msft,entry_util_msft
simulation,20,1,4,"[""AAPL"", ""MSFT"", ""NVDA"", ""AMZN"", ""GOOG"", ""XLK"", ""SOXX""]",100000.0,True,True,,-1.0,True,-0.0017357225185696734,-9.360105255067468,-173.57225185696734,99826.42774814303,99826.42774814303,173.57225185696734,0.0017357225185696734,5.745139013423565,"{""per_key"": {""GOOG"": {""approx_trade_limit"": 4.0, ""entries"": 2, ""entry_limit"": 2.0, ""resolved_limit_key"": ""goog""}, ""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0, ""resolved_limit_key"": ""msft""}}, ""per_symbol"": {""GOOG"": {""approx_trade_limit"": 4.0, ""entries"": 2, ""entry_limit"": 2.0}, ""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0}}}",2.0,2.0,1.0,6.0,10.0,0.6
