mode,steps,step_size,top_k,symbols,initial_cash,kronos_only,real_analytics,sharpe_cutoff,kronos_sharpe_cutoff,flatten_end,return,sharpe,pnl,cash,balance,max_drawdown,max_drawdown_pct,fees_paid,entry_limits,entry_entries_amzn,entry_limit_amzn,entry_util_amzn,entry_entries_msft,entry_limit_msft,entry_util_msft,entry_entries_nvda,entry_limit_nvda,entry_util_nvda
simulation,20,1,4,"[""AAPL"", ""MSFT"", ""NVDA"", ""AMZN""]",100000.0,True,True,,-1.0,True,-0.005160512701188127,-6.6320475045521725,-516.0512701188127,99483.94872988119,99483.94872988119,676.0796928454947,0.006760069574223208,24.38943231978716,"{""per_key"": {""AMZN"": {""approx_trade_limit"": 16.0, ""entries"": 8, ""entry_limit"": 8.0, ""resolved_limit_key"": ""amzn""}, ""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0, ""resolved_limit_key"": ""msft""}, ""NVDA"": {""approx_trade_limit"": 2.0, ""entries"": 1, ""entry_limit"": 1.0, ""resolved_limit_key"": ""nvda""}}, ""per_symbol"": {""AMZN"": {""approx_trade_limit"": 16.0, ""entries"": 8, ""entry_limit"": 8.0}, ""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0}, ""NVDA"": {""approx_trade_limit"": 2.0, ""entries"": 1, ""entry_limit"": 1.0}}}",8.0,8.0,1.0,6.0,10.0,0.6,1.0,1.0,1.0
