mode,steps,step_size,top_k,symbols,initial_cash,kronos_only,real_analytics,sharpe_cutoff,kronos_sharpe_cutoff,flatten_end,return,sharpe,pnl,cash,balance,max_drawdown,max_drawdown_pct,fees_paid,entry_limits,entry_entries_msft,entry_limit_msft,entry_util_msft,entry_entries_nvda,entry_limit_nvda,entry_util_nvda,entry_entries_qqq,entry_limit_qqq,entry_util_qqq
simulation,20,1,4,"[""AAPL"", ""MSFT"", ""NVDA"", ""AMZN"", ""SOXX"", ""QQQ""]",100000.0,True,True,,-1.0,True,-0.0019162300707580289,-5.819728115687506,-191.6230070758029,99808.3769929242,99808.3769929242,191.6230070758029,0.0019162300707580289,13.27291314831462,"{""per_key"": {""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0, ""resolved_limit_key"": ""msft""}, ""NVDA"": {""approx_trade_limit"": 2.0, ""entries"": 1, ""entry_limit"": 1.0, ""resolved_limit_key"": ""nvda""}, ""QQQ"": {""approx_trade_limit"": 12.0, ""entries"": 6, ""entry_limit"": 6.0, ""resolved_limit_key"": ""qqq""}}, ""per_symbol"": {""MSFT"": {""approx_trade_limit"": 20.0, ""entries"": 6, ""entry_limit"": 10.0}, ""NVDA"": {""approx_trade_limit"": 2.0, ""entries"": 1, ""entry_limit"": 1.0}, ""QQQ"": {""approx_trade_limit"": 12.0, ""entries"": 6, ""entry_limit"": 6.0}}}",6.0,10.0,0.6,1.0,1.0,1.0,6.0,6.0,1.0
