mode,steps,step_size,top_k,symbols,initial_cash,kronos_only,real_analytics,sharpe_cutoff,kronos_sharpe_cutoff,flatten_end,return,sharpe,pnl,cash,balance,max_drawdown,max_drawdown_pct,fees_paid,entry_limits
simulation,20,1,4,"[""AAPL"", ""MSFT"", ""NVDA""]",100000.0,True,True,,-1.0,True,-0.0009622936512553133,-15.686491977238015,-96.22936512553133,99903.77063487447,99903.77063487447,98.16680584636924,0.0009816649167607584,3.453687644738792,"{""per_key"": {""AAPL"": {""approx_trade_limit"": 60.0, ""entries"": 10, ""entry_limit"": 30.0, ""resolved_limit_key"": ""aapl""}, ""MSFT"": {""approx_trade_limit"": 30.0, ""entries"": 6, ""entry_limit"": 15.0, ""resolved_limit_key"": ""msft""}, ""NVDA"": {""approx_trade_limit"": 4.0, ""entries"": 2, ""entry_limit"": 2.0, ""resolved_limit_key"": ""nvda""}}, ""per_symbol"": {""AAPL"": {""approx_trade_limit"": 60.0, ""entries"": 10, ""entry_limit"": 30.0}, ""MSFT"": {""approx_trade_limit"": 30.0, ""entries"": 6, ""entry_limit"": 15.0}, ""NVDA"": {""approx_trade_limit"": 4.0, ""entries"": 2, ""entry_limit"": 2.0}}}"
