mode,steps,step_size,top_k,symbols,initial_cash,kronos_only,real_analytics,sharpe_cutoff,kronos_sharpe_cutoff,flatten_end,return,sharpe,pnl,cash,balance,max_drawdown,max_drawdown_pct,fees_paid,entry_limits
simulation,60,1,4,"[""AAPL"", ""MSFT"", ""NVDA"", ""AMZN"", ""GOOG"", ""XLK"", ""SOXX""]",100000.0,True,True,,-1.0,True,-0.08707768884471923,-5.721061588301322,-8707.768884471923,91292.23111552808,91292.23111552808,9036.299330458147,0.0903504616908932,896.3999800591387,"{""per_key"": {}, ""per_symbol"": {}}"
