description,val_return,val_sortino,val_wr,robust_score,gpu_id,elapsed_s,job_id,timestamp
c70_tp05_slip5_s61,2.2077,4.01,0.5702,2.2077,0,312,9608a538,2026-03-25T00:33:55
c70_tp05_slip5_s62,-0.0495,1.12,0.5571,-0.0495,0,313,43b78de6,2026-03-25T00:39:08
c70_tp05_slip5_s63,-0.0621,0.87,0.508,-0.0621,0,313,b45d7b7f,2026-03-25T00:44:21
c70_tp05_slip5_s64,2.8832,4.51,0.5768,2.8832,0,327,95b13a4c,2026-03-25T00:49:48
c70_tp05_slip5_s65,5.0332,5.24,0.6273,5.0332,0,307,456ebdcc,2026-03-25T00:54:54
c70_tp05_slip5_s66,1.2825,2.51,0.5852,1.2825,0,306,a1dbbf89,2026-03-25T01:00:00
c70_tp05_slip5_s67,-0.2346,0.19,0.5133,-0.2346,0,314,278c8050,2026-03-25T01:05:15
c70_tp05_slip5_s68,0.3304,1.49,0.5517,0.3304,0,305,27434b8c,2026-03-25T01:10:20
c70_tp05_slip5_s69,-0.5148,-1.95,0.5805,-0.5148,0,316,a91ce2ba,2026-03-25T01:15:36
c70_tp05_slip5_s70,3.6333,4.65,0.6147,3.6333,0,308,36345937,2026-03-25T01:20:44
c70_tp05_slip5_s71,8.7686,8.36,0.5421,8.7686,0,324,57834ebf,2026-03-25T01:26:07
c70_tp05_slip5_s72,0.6258,2.88,0.5586,0.6258,0,306,f8d27a91,2026-03-25T01:31:13
c70_tp05_slip5_s73,-0.0331,1.04,0.4709,-0.0331,0,314,c0842748,2026-03-25T01:36:27
c70_tp05_slip5_s74,1.386,2.86,0.6008,1.386,0,307,5ebebd70,2026-03-25T01:41:34
c70_tp05_slip5_s75,0.051,4.01,0.5404,0.051,0,314,40413b42,2026-03-25T01:46:48
c70_tp05_slip5_s76,0.2276,2.27,0.591,0.2276,0,306,5c36597f,2026-03-25T01:51:54
c70_tp05_slip5_s77,1.9096,3.6,0.5699,1.9096,0,308,d6861e56,2026-03-25T01:57:02
c70_tp05_slip5_s78,3.5114,4.35,0.6062,3.5114,0,321,1d9b1e33,2026-03-25T02:02:23
c70_tp05_slip5_s79,0.252,1.93,0.6106,0.252,0,305,8eb59e9c,2026-03-25T02:07:29
c70_tp05_slip5_s80,2.2355,3.8,0.58,2.2355,0,306,84f95bda,2026-03-25T02:12:35
c70_tp05_slip5_s81,0.3929,1.83,0.5384,0.3929,0,304,4a9a12bd,2026-03-25T02:17:39
c70_tp05_slip5_s82,-0.1187,0.01,0.4099,-0.1187,0,312,271e8bab,2026-03-25T02:22:51
c70_tp05_slip5_s83,3.7453,4.18,0.6862,3.7453,0,310,d9090f63,2026-03-25T02:28:01
c70_tp05_slip5_s84,0.8902,2.57,0.506,0.8902,0,323,665cb661,2026-03-25T02:33:24
c70_tp05_slip5_s85,2.9281,5.15,0.5282,2.9281,0,323,061efb44,2026-03-25T02:38:47
c70_tp05_slip5_s86,-0.7936,-4.26,0.4921,-0.7936,0,306,7dc72150,2026-03-25T02:43:53
c70_tp05_slip5_s87,4.6723,5.13,0.6297,4.6723,0,321,db37efed,2026-03-25T02:49:14
c70_tp05_slip5_s88,-0.4698,1.18,0.4526,-0.4698,0,313,01c17055,2026-03-25T02:54:27
c70_tp05_slip5_s89,0.3034,1.64,0.498,0.3034,0,306,01a3b3ad,2026-03-25T02:59:33
c70_tp05_slip5_s90,0.3145,2.19,0.5776,0.3145,0,314,0a849da1,2026-03-25T03:04:47
c70_tp05_slip5_s91,0.9383,2.87,0.6136,0.9383,0,306,a5938af8,2026-03-25T03:09:53
c70_tp05_slip5_s92,9.0972,6.96,0.6825,9.0972,0,323,2075b254,2026-03-25T03:15:15
c70_tp05_slip5_s93,0.1988,1.77,0.5062,0.1988,0,306,dbc9c8b1,2026-03-25T03:20:21
c70_tp05_slip5_s94,0.4645,2.37,0.581,0.4645,0,306,5a4ead0a,2026-03-25T03:25:27
c70_tp05_slip5_s95,-0.2227,0.35,0.5508,-0.2227,0,314,fd2afa6b,2026-03-25T03:30:41
c70_tp05_slip5_s96,-0.3304,-1.25,0.4384,-0.3304,0,313,d7c8f14e,2026-03-25T03:35:54
c70_tp05_slip5_s97,0.7861,2.24,0.5665,0.7861,0,305,2afa8d01,2026-03-25T03:40:59
c70_tp05_slip5_s98,4.3841,5.03,0.6191,4.3841,0,323,d2d96cd9,2026-03-25T03:46:22
c70_tp05_slip5_s99,0.301,2.22,0.5632,0.301,0,305,7d662558,2026-03-25T03:51:28
c70_tp05_slip5_s100,1.3426,3.03,0.5323,1.3426,0,322,426d106f,2026-03-25T03:56:49
c70_tp05_slip5_s101,3.3758,4.4,0.6309,3.3758,0,306,7d4cd687,2026-03-25T04:01:55
c70_tp05_slip5_s102,0.0896,1.34,0.5168,0.0896,0,305,08997e8f,2026-03-25T04:07:00
c70_tp05_slip5_s103,0.1089,1.91,0.6045,0.1089,0,313,cb728177,2026-03-25T04:12:13
c70_tp05_slip5_s104,1.0092,2.65,0.5596,1.0092,0,304,53b72e44,2026-03-25T04:17:18
c70_tp05_slip5_s105,0.1123,2.36,0.5725,0.1123,0,312,f0367f80,2026-03-25T04:22:30
c70_tp05_slip5_s106,-0.373,2.32,0.4365,-0.373,0,312,5a0b918b,2026-03-25T04:27:42
c70_tp05_slip5_s107,4.1542,5.26,0.6358,4.1542,0,306,be80fb70,2026-03-25T04:32:49
c70_tp05_slip5_s108,0.0716,1.89,0.5769,0.0716,0,312,223d5273,2026-03-25T04:38:01
c70_tp05_slip5_s109,0.3752,2.18,0.5221,0.3752,0,305,bea208b0,2026-03-25T04:43:06
c70_tp05_slip5_s110,0.179,2.39,0.5533,0.179,0,313,62b816a5,2026-03-25T04:48:19
c70_tp05_slip5_s111,-0.5374,-1.15,0.4233,-0.5374,0,312,dfd96d0c,2026-03-25T04:53:32
c70_tp05_slip5_s112,0.3783,2.45,0.5335,0.3783,0,305,d8da7028,2026-03-25T04:58:37
c70_tp05_slip5_s113,0.1932,-0.27,0.4815,0.1932,0,307,7abd9b08,2026-03-25T05:03:44
c70_tp05_slip5_s114,-0.2328,0.23,0.4881,-0.2328,0,312,87a0c9bb,2026-03-25T05:08:56
c70_tp05_slip5_s115,5.1823,7.09,0.6341,5.1823,0,321,1a701188,2026-03-25T05:14:17
c70_tp05_slip5_s116,-0.1945,0.34,0.5494,-0.1945,0,312,1f438117,2026-03-25T05:19:29
c70_tp05_slip5_s117,0.1661,1.35,0.5775,0.1661,0,306,fcdf38b8,2026-03-25T05:24:35
c70_tp05_slip5_s118,7.7885,6.92,0.702,7.7885,0,320,49a72f73,2026-03-25T05:29:55
c70_tp05_slip5_s119,0.5599,2.02,0.5946,0.5599,0,305,4fdab0e5,2026-03-25T05:35:00
c70_tp05_slip5_s120,0.5561,2.62,0.5635,0.5561,0,306,86d743cd,2026-03-25T05:40:06
