description,val_return,val_sortino,val_wr,robust_score,gpu_id,elapsed_s,job_id,timestamp
c15_tp03_s50,-0.2603,-0.9,0.4267,-0.2603,0,315,62e65dd1,2026-03-24T19:04:30
c15_tp03_s51,0.4524,2.13,0.5652,0.4524,0,307,499d04b8,2026-03-24T19:09:36
c15_tp03_s52,-0.0427,0.71,0.501,-0.0427,0,307,90895ff6,2026-03-24T19:14:44
c15_tp03_s53,0.2004,1.98,0.5819,0.2004,0,316,98e18f91,2026-03-24T19:19:59
c15_tp03_s54,-0.1477,0.64,0.477,-0.1477,0,319,84365602,2026-03-24T19:25:19
c15_tp03_s55,-0.177,-0.19,0.5722,-0.177,0,319,8699d85a,2026-03-24T19:30:37
c15_tp03_s56,0.1111,1.71,0.4553,0.1111,0,316,1fcdf87b,2026-03-24T19:35:53
c15_tp03_s57,0.0119,0.64,0.4594,0.0119,0,314,e8bfdedf,2026-03-24T19:41:07
c15_tp03_s58,-0.2239,-0.44,0.4312,-0.2239,0,318,52596964,2026-03-24T19:46:25
c15_tp03_s59,0.1867,2.05,0.5745,0.1867,0,316,ede3234d,2026-03-24T19:51:40
c15_tp03_s60,-0.1037,0.39,0.4965,-0.1037,0,316,f151a870,2026-03-24T19:56:57
c15_tp03_s61,-0.1914,-0.37,0.5133,-0.1914,0,320,423ac7fd,2026-03-24T20:02:17
c15_tp03_s62,0.305,2.55,0.556,0.305,0,326,18427918,2026-03-24T20:07:43
c15_tp03_s63,0.6322,1.9,0.6355,0.6322,0,308,2b29f9a3,2026-03-24T20:12:51
c15_tp03_s64,-0.174,0.18,0.5057,-0.174,0,330,873e79c7,2026-03-24T20:18:21
c15_tp03_s65,0.0266,1.12,0.4062,0.0266,0,325,0791e324,2026-03-24T20:23:47
c15_tp03_s66,-0.1709,0.11,0.4233,-0.1709,0,324,0d9ee853,2026-03-24T20:29:11
c15_tp03_s67,0.1613,1.87,0.5238,0.1613,0,326,0c623f98,2026-03-24T20:34:37
c15_tp03_s68,0.0641,1.3,0.3873,0.0641,0,328,8ed80668,2026-03-24T20:40:05
c15_tp03_s69,-0.1854,-0.47,0.4728,-0.1854,0,328,93adc6ad,2026-03-24T20:45:33
c15_tp03_s70,-0.2401,-1.22,0.4348,-0.2401,0,321,b26d490a,2026-03-24T20:50:54
c15_tp03_s71,0.2736,1.61,0.5061,0.2736,0,307,53493989,2026-03-24T20:56:02
c15_tp03_s72,-0.5293,-2.12,0.3833,-0.5293,0,323,9c7847e0,2026-03-24T21:01:25
c15_tp03_s73,0.071,1.25,0.5192,0.071,0,326,eaa9f6db,2026-03-24T21:06:51
c15_tp03_s74,-0.1263,0.58,0.4748,-0.1263,0,327,59a19c65,2026-03-24T21:12:19
c15_tp03_s75,-0.3885,-1.63,0.4887,-0.3885,0,328,bc850402,2026-03-24T21:17:47
c15_tp03_s76,-0.1223,0.71,0.5824,-0.1223,0,324,ef18336c,2026-03-24T21:23:11
c15_tp03_s77,-0.0219,0.96,0.492,-0.0219,0,317,bc7a8ce8,2026-03-24T21:28:28
c15_tp03_s78,0.3688,2.6,0.5795,0.3688,0,308,8fc33f95,2026-03-24T21:33:35
c15_tp03_s79,-0.0676,0.37,0.4785,-0.0676,0,326,cbd2a9de,2026-03-24T21:39:02
c15_tp03_s80,-0.2029,-0.58,0.4024,-0.2029,0,324,87495a6e,2026-03-24T21:44:26
c15_tp03_s81,0.0137,0.53,0.557,0.0137,0,318,e01d2ea1,2026-03-24T21:49:43
c15_tp03_s82,0.1304,1.65,0.5425,0.1304,0,318,965a7362,2026-03-24T21:55:02
c15_tp03_s83,-0.3004,-0.31,0.4673,-0.3004,0,318,bdd2160f,2026-03-24T22:00:20
c15_tp03_s84,-0.3513,-0.85,0.4298,-0.3513,0,317,c7356a07,2026-03-24T22:05:37
c15_tp03_s85,-0.8899,-2.45,0.453,-0.8899,0,282,084b4551,2026-03-24T22:10:19
c15_tp03_s86,-0.0223,0.55,0.4851,-0.0223,0,320,6a06d761,2026-03-24T22:15:38
c15_tp03_s87,0.0137,0.8,0.489,0.0137,0,314,bdcc9af4,2026-03-24T22:20:52
c15_tp03_s88,-0.0436,0.72,0.4264,-0.0436,0,312,84bf39fc,2026-03-24T22:26:04
c15_tp03_s89,0.4797,1.91,0.729,0.4797,0,305,e15439f9,2026-03-24T22:31:09
c15_tp03_s90,0.1725,1.96,0.5671,0.1725,0,313,c1203800,2026-03-24T22:36:22
c15_tp03_s91,-0.4258,-3.21,0.4439,-0.4258,0,314,edb9f61e,2026-03-24T22:41:36
c15_tp03_s92,0.0539,1.71,0.5073,0.0539,0,313,69463c24,2026-03-24T22:46:49
c15_tp03_s93,0.3119,1.11,0.48,0.3119,0,307,7e89798f,2026-03-24T22:51:55
c15_tp03_s94,,,,,0,304,1cd32e46,2026-03-24T22:56:59
c15_tp03_s95,,,,,0,305,568ff3de,2026-03-24T23:02:05
c15_tp03_s96,-0.2761,-0.47,0.4627,-0.2761,0,315,d5aef09f,2026-03-24T23:07:20
c15_tp03_s97,0.2858,1.62,0.4877,0.2858,0,307,9a4f1159,2026-03-24T23:12:27
c15_tp03_s98,-0.0795,0.23,0.522,-0.0795,0,315,a65d198d,2026-03-24T23:17:42
c15_tp03_s99,0.0292,1.02,0.548,0.0292,0,312,12aa4500,2026-03-24T23:54:38
c15_tp03_s100,0.2811,2.02,0.6124,0.2811,0,306,e62b4882,2026-03-24T23:59:44
c15_tp03_s101,-0.0856,0.65,0.4501,-0.0856,0,312,28ec56d4,2026-03-25T00:04:56
c15_tp03_s102,-0.2317,-0.63,0.5368,-0.2317,0,312,c73b0d16,2026-03-25T00:10:09
c15_tp03_s103,0.3237,1.92,0.5167,0.3237,0,306,b31c4b1d,2026-03-25T00:15:15
c15_tp03_s104,-0.4056,-1.51,0.4723,-0.4056,0,311,5456a867,2026-03-25T00:20:26
c15_tp03_s105,-0.2923,-0.87,0.5348,-0.2923,0,313,1a1efb96,2026-03-25T00:25:39
c15_tp03_s106,-0.3495,-1.43,0.4299,-0.3495,0,314,d883c10e,2026-03-25T00:30:52
c15_tp03_s107,-0.4455,-1.52,0.3933,-0.4455,0,313,9681da7c,2026-03-25T00:36:05
c15_tp03_s108,-0.3232,-0.98,0.5222,-0.3232,0,313,a74ebc0f,2026-03-25T00:41:18
c15_tp03_s109,-0.3416,-0.87,0.4658,-0.3416,0,312,892bfae7,2026-03-25T00:46:30
c15_tp03_s110,0.109,1.65,0.5203,0.109,0,315,27f509bf,2026-03-25T00:51:45
c15_tp03_s111,0.1978,1.81,0.5103,0.1978,0,306,b672d543,2026-03-25T00:56:52
c15_tp03_s112,-0.0781,0.17,0.5044,-0.0781,0,312,b4cb3d8e,2026-03-25T01:02:04
c15_tp03_s113,0.7124,2.7,0.7205,0.7124,0,307,11b39c74,2026-03-25T01:07:11
c15_tp03_s114,0.4067,2.13,0.6517,0.4067,0,321,1225b575,2026-03-25T01:12:32
c15_tp03_s115,-0.4243,-0.67,0.4929,-0.4243,0,312,95bb0cb4,2026-03-25T01:17:45
c15_tp03_s116,-0.2729,-0.4,0.4474,-0.2729,0,313,ae643b28,2026-03-25T01:22:58
c15_tp03_s117,-0.1931,0.1,0.4752,-0.1931,0,315,24aa3873,2026-03-25T01:28:13
c15_tp03_s118,-0.1796,0.32,0.4507,-0.1796,0,314,510503e3,2026-03-25T01:33:27
c15_tp03_s119,0.0835,1.54,0.4962,0.0835,0,314,d241a07a,2026-03-25T01:38:41
c15_tp03_s120,-0.2349,-0.94,0.4859,-0.2349,0,316,aad181c2,2026-03-25T01:43:57
c15_tp03_s121,-0.0822,-0.34,0.0847,-0.0822,0,313,118c7c3c,2026-03-25T01:49:10
c15_tp03_s122,-0.2462,-0.4,0.4987,-0.2462,0,313,faddb935,2026-03-25T01:54:23
c15_tp03_s123,-0.1046,0.14,0.5315,-0.1046,0,313,555777b2,2026-03-25T01:59:36
c15_tp03_s124,-0.2327,-0.48,0.3496,-0.2327,0,312,07d23912,2026-03-25T02:04:48
c15_tp03_s125,-0.2272,-0.25,0.4258,-0.2272,0,312,81e5248e,2026-03-25T02:10:00
c15_tp03_s126,-0.4835,-1.27,0.532,-0.4835,0,312,b1ae975c,2026-03-25T02:15:12
c15_tp03_s127,-0.0162,0.72,0.4884,-0.0162,0,312,e3518f7f,2026-03-25T02:20:24
c15_tp03_s128,0.2049,1.84,0.5351,0.2049,0,305,c7cb5925,2026-03-25T02:25:30
c15_tp03_s129,-0.2647,-0.37,0.5506,-0.2647,0,314,2fa93484,2026-03-25T02:30:43
c15_tp03_s130,0.3374,2.03,0.5798,0.3374,0,306,ec981a01,2026-03-25T02:35:50
c15_tp03_s131,0.0797,1.39,0.4941,0.0797,0,315,7f697ca2,2026-03-25T02:41:04
c15_tp03_s132,0.1772,2.02,0.5033,0.1772,0,314,37b55704,2026-03-25T02:46:19
c15_tp03_s133,0.2742,2.1,0.5626,0.2742,0,313,4f2d4657,2026-03-25T02:51:32
c15_tp03_s134,0.0478,1.28,0.5554,0.0478,0,314,dd4d8282,2026-03-25T02:56:46
c15_tp03_s135,0.2887,1.98,0.5372,0.2887,0,321,d62a07cb,2026-03-25T03:02:07
c15_tp03_s136,0.2046,1.7,0.5468,0.2046,0,313,08e4025a,2026-03-25T03:07:20
c15_tp03_s137,0.1083,1.73,0.3951,0.1083,0,313,6fa0ae37,2026-03-25T03:12:33
c15_tp03_s138,-0.359,-0.81,0.5139,-0.359,0,312,e73e7a1d,2026-03-25T03:17:45
c15_tp03_s139,0.0919,1.06,0.5604,0.0919,0,313,2e982125,2026-03-25T03:22:58
c15_tp03_s140,-0.1257,0.84,0.5122,-0.1257,0,313,db36dc8c,2026-03-25T03:28:11
