description,val_return,val_sortino,val_wr,robust_score,gpu_id,elapsed_s,job_id,timestamp
c15_tp03_s141,0.3585,1.95,0.5901,0.3585,0,307,2d7242fa,2026-03-25T03:33:18
c15_tp03_s142,0.1695,1.51,0.551,0.1695,0,306,0f6589bc,2026-03-25T03:38:24
c15_tp03_s143,-0.2742,-0.29,0.4285,-0.2742,0,311,6334c736,2026-03-25T03:43:35
c15_tp03_s144,0.0542,0.97,0.3627,0.0542,0,312,27d51201,2026-03-25T03:48:47
c15_tp03_s145,0.2965,1.49,0.5778,0.2965,0,305,57a8f4af,2026-03-25T03:53:53
c15_tp03_s146,-0.1763,-0.05,0.4893,-0.1763,0,311,be7995ed,2026-03-25T03:59:04
c15_tp03_s147,0.0456,0.73,0.4742,0.0456,0,307,98e49bba,2026-03-25T04:04:11
c15_tp03_s148,-0.1824,0.24,0.4439,-0.1824,0,312,30728e16,2026-03-25T04:09:23
c15_tp03_s149,0.258,1.95,0.6126,0.258,0,307,a542a347,2026-03-25T04:14:30
c15_tp03_s150,0.2995,2.35,0.4944,0.2995,0,305,78f2093a,2026-03-25T04:19:34
c15_tp03_s151,-0.5005,-1.95,0.4912,-0.5005,0,311,cc4edc72,2026-03-25T04:24:46
c15_tp03_s152,-0.3624,-1.5,0.4387,-0.3624,0,312,b9508dfe,2026-03-25T04:29:57
c15_tp03_s153,-0.0244,1.02,0.5732,-0.0244,0,312,704301c7,2026-03-25T04:35:09
c15_tp03_s154,-0.4786,-1.3,0.4834,-0.4786,0,311,28f5ab8a,2026-03-25T04:40:21
c15_tp03_s155,0.2283,1.79,0.4835,0.2283,0,306,784376ca,2026-03-25T04:45:27
c15_tp03_s156,-0.1331,-0.45,0.4702,-0.1331,0,311,58591005,2026-03-25T04:50:38
c15_tp03_s157,-0.4242,-0.72,0.5282,-0.4242,0,313,25f7c20a,2026-03-25T04:55:51
c15_tp03_s158,-0.2512,-1.01,0.5093,-0.2512,0,312,fe62b614,2026-03-25T05:01:03
c15_tp03_s159,0.3222,1.96,0.5253,0.3222,0,305,7331bfa7,2026-03-25T05:06:09
c15_tp03_s160,-0.074,0.14,0.4882,-0.074,0,312,73e1a07e,2026-03-25T05:11:21
c15_tp03_s161,0.589,2.36,0.55,0.589,0,306,1383bd46,2026-03-25T05:16:27
c15_tp03_s162,-0.1385,0.14,0.5335,-0.1385,0,311,cdd586eb,2026-03-25T05:21:38
c15_tp03_s163,0.0486,1.07,0.4702,0.0486,0,314,1b954cc2,2026-03-25T05:26:52
c15_tp03_s164,0.0456,1.37,0.5752,0.0456,0,312,6b9ae4d5,2026-03-25T05:32:04
c15_tp03_s165,-0.2151,0.28,0.5204,-0.2151,0,312,6de30ccd,2026-03-25T05:37:16
c15_tp03_s166,1.0347,3.69,0.4999,1.0347,0,319,8c83ff1d,2026-03-25T05:42:34
c15_tp03_s167,-0.3724,-1.05,0.4817,-0.3724,0,313,579d5cfb,2026-03-25T05:47:48
c15_tp03_s168,0.0839,1.25,0.5245,0.0839,0,313,168b21ad,2026-03-25T05:53:01
c15_tp03_s169,-0.1439,-0.0,0.4885,-0.1439,0,313,46f7d99a,2026-03-25T05:58:14
c15_tp03_s170,0.255,2.09,0.4928,0.255,0,306,5df33296,2026-03-25T06:03:20
c15_tp03_s171,0.2741,2.4,0.54,0.2741,0,306,d6251e0b,2026-03-25T06:08:26
c15_tp03_s172,-0.0021,1.28,0.4588,-0.0021,0,314,e41307e5,2026-03-25T06:13:40
c15_tp03_s173,-0.4443,-2.05,0.4495,-0.4443,0,313,05bd58b8,2026-03-25T06:18:53
c15_tp03_s174,-0.2449,-0.65,0.5473,-0.2449,0,312,93e99d65,2026-03-25T06:24:05
c15_tp03_s175,0.1596,1.65,0.5543,0.1596,0,312,ceb41cdd,2026-03-25T06:29:17
c15_tp03_s176,-0.0676,0.6,0.5357,-0.0676,0,313,3f04801f,2026-03-25T06:34:30
c15_tp03_s177,-0.429,-3.0,0.4662,-0.429,0,313,0df0da6d,2026-03-25T06:39:43
c15_tp03_s178,-0.0715,0.42,0.4461,-0.0715,0,314,4eac412c,2026-03-25T06:44:57
c15_tp03_s179,-0.4232,-0.77,0.4336,-0.4232,0,314,9812d908,2026-03-25T06:50:11
c15_tp03_s180,0.0576,1.22,0.5732,0.0576,0,312,a361a1c0,2026-03-25T06:55:23
c15_tp03_s181,0.3142,2.01,0.5498,0.3142,0,305,4f1890ce,2026-03-25T07:00:28
c15_tp03_s182,-0.0316,0.65,0.5529,-0.0316,0,313,79dfe686,2026-03-25T07:05:41
c15_tp03_s183,-0.2358,-0.42,0.5398,-0.2358,0,314,2056f8c4,2026-03-25T07:10:55
c15_tp03_s184,0.1754,2.02,0.5064,0.1754,0,312,e7b88e5a,2026-03-25T07:16:07
c15_tp03_s185,-0.4601,-1.12,0.4714,-0.4601,0,316,a37f88e7,2026-03-25T07:21:22
c15_tp03_s186,0.1337,1.54,0.5045,0.1337,0,315,e4fd5527,2026-03-25T07:26:37
c15_tp03_s187,0.2038,1.86,0.5222,0.2038,0,306,c28f155c,2026-03-25T07:31:43
c15_tp03_s188,0.0554,1.1,0.5179,0.0554,0,313,b143a555,2026-03-25T07:36:56
c15_tp03_s189,-0.3598,-1.26,0.4914,-0.3598,0,312,0a428ece,2026-03-25T07:42:08
c15_tp03_s190,-0.3237,-1.1,0.4407,-0.3237,0,314,5bcf0356,2026-03-25T07:47:23
c15_tp03_s191,-0.2519,-1.72,0.4254,-0.2519,0,313,ebbf04d9,2026-03-25T07:52:36
c15_tp03_s192,-0.0048,1.31,0.5674,-0.0048,0,315,f01ed4bb,2026-03-25T07:57:51
c15_tp03_s193,-0.0347,1.13,0.5486,-0.0347,0,312,a93a8213,2026-03-25T08:03:04
c15_tp03_s194,0.1912,1.72,0.5626,0.1912,0,314,45fc8cce,2026-03-25T08:08:17
c15_tp03_s195,0.1861,2.44,0.7023,0.1861,0,317,97368578,2026-03-25T08:13:34
c15_tp03_s196,0.0998,1.61,0.4888,0.0998,0,316,7246da1e,2026-03-25T08:18:50
c15_tp03_s197,0.386,1.84,0.5817,0.386,0,306,7a6cfcfd,2026-03-25T08:23:56
c15_tp03_s198,-0.3232,-0.84,0.5227,-0.3232,0,314,d63d609e,2026-03-25T08:29:10
c15_tp03_s199,-0.1761,-0.56,0.4177,-0.1761,0,315,8fa14243,2026-03-25T08:34:25
c15_tp03_s200,-0.2028,-0.74,0.5105,-0.2028,0,313,f00d8fcb,2026-03-25T08:39:39
