trial,description,rank_metric,rank_score,val_return,val_sortino,val_wr,val_profitable_pct,train_return,train_sortino,train_wr,train_steps,elapsed_s,error,holdout_error,market_validation_error,holdout_robust_score,holdout_return_mean_pct,holdout_return_p25_pct,holdout_return_worst_pct,holdout_sortino_p25,holdout_max_drawdown_worst_pct,holdout_negative_return_rate,holdout_median_return_pct,holdout_p10_return_pct,holdout_median_sortino,holdout_p90_max_drawdown_pct,market_return_pct,market_sortino,market_max_drawdown_pct,market_trade_count,market_goodness_score,hidden_size,lr,ent_coef,weight_decay,fill_slippage_bps,obs_norm,anneal_lr,anneal_ent,anneal_clip,lr_schedule,arch,fee_rate,trade_penalty,gamma
0,clip_vloss,holdout_robust_score,-295.839467100818,-0.3528,-0.97,0.4605,0.0,254.3174,46.53,0.88,3833856,60.53875112533569,,,,-295.839467100818,-34.56285607412768,-54.44961974109017,-73.09775655361665,-4.038945807519259,74.46486476761434,1.0,-27.663482272636752,-64.10896090186277,-1.5742937385154954,69.73939145541111,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.99
1,wd_01,holdout_robust_score,-349.8009604475093,-0.5661,-1.04,0.4369,0.0,203.9233,39.88,0.89,4063232,60.34011888504028,,,,-349.8009604475093,-54.55061780313648,-73.44638852144843,-85.86355903727066,-4.912022768684366,86.30341764893784,1.0,-57.22965490795815,-81.090318725152,-4.391130171922256,81.95491996796852,,,,,,1024,0.0003,0.05,0.01,0.0,False,True,False,False,none,mlp,0.001,0.0,0.99
2,slip_10bps,holdout_robust_score,-173.49646300779168,-0.1259,0.26,0.524,0.0,275.5923,48.21,0.89,3932160,60.66586375236511,,,,-173.49646300779168,4.034417137597074,-25.631651295511645,-46.098271654652805,-1.6945348445868738,57.39887528299905,0.55,-2.8137890402287393,-35.05554353976906,0.23285109865792436,46.76929206654173,,,,,,1024,0.0003,0.05,0.0,10.0,False,True,False,False,none,mlp,0.001,0.0,0.99
3,reg_combo_2,holdout_robust_score,-121.11989145474462,0.1572,1.64,0.4867,99.0,1561.6742,79.58,0.98,3702784,60.33875370025635,,,,-121.11989145474462,4.704709407839377,-12.010087470432701,-28.801691904037536,-0.3354365430977799,41.347533859208994,0.55,-1.1965961658388733,-23.52864115813823,0.4773997915136563,39.874732765449906,,,,,,1024,0.0003,0.05,0.05,8.0,True,True,False,False,none,mlp,0.001,0.0,0.99
