description,val_return,val_sortino,val_wr,robust_score,gpu_id,elapsed_s,job_id,timestamp
c70_tp05_slip5_s301,1.5388,3.62,0.5358,1.5388,0,353,27262a8f,2026-03-25T09:39:01
c70_tp05_slip5_s302,1.0585,0.88,0.5597,1.0585,0,309,39efa696,2026-03-25T09:44:09
c70_tp05_slip5_s303,0.399,2.57,0.6045,0.399,0,309,86a14564,2026-03-25T09:49:18
c70_tp05_slip5_s304,0.5112,2.52,0.494,0.5112,0,308,4068ce20,2026-03-25T09:54:26
c70_tp05_slip5_s305,-0.4862,-1.72,0.4527,-0.4862,0,328,ad9f7fae,2026-03-25T09:59:55
c70_tp05_slip5_s306,0.7964,5.53,0.5503,0.7964,0,306,4057c215,2026-03-25T10:05:01
c70_tp05_slip5_s307,0.4574,2.24,0.5663,0.4574,0,309,a6507362,2026-03-25T10:10:10
c70_tp05_slip5_s308,-0.0231,0.97,0.5472,-0.0231,0,322,482a26af,2026-03-25T10:15:32
c70_tp05_slip5_s309,0.5398,1.96,0.6056,0.5398,0,308,518701c7,2026-03-25T10:20:40
c70_tp05_slip5_s310,0.0538,2.05,0.539,0.0538,0,326,686bfb91,2026-03-25T10:26:06
c70_tp05_slip5_s311,-0.1636,0.68,0.5337,-0.1636,0,332,fc787f05,2026-03-25T10:31:38
c70_tp05_slip5_s312,-0.2341,-0.35,0.4272,-0.2341,0,333,c8f8ba97,2026-03-25T10:37:10
c70_tp05_slip5_s313,0.2625,1.96,0.5181,0.2625,0,312,97d3a2e9,2026-03-25T10:42:22
c70_tp05_slip5_s314,0.2095,1.5,0.5822,0.2095,0,307,0a99bf22,2026-03-25T10:47:30
c70_tp05_slip5_s315,0.5198,2.69,0.4931,0.5198,0,307,dced4b5f,2026-03-25T10:52:37
c70_tp05_slip5_s316,0.0105,1.67,0.566,0.0105,0,324,21b485fa,2026-03-25T10:58:01
c70_tp05_slip5_s317,0.0448,1.67,0.5373,0.0448,0,324,8e47f969,2026-03-25T11:03:26
c70_tp05_slip5_s318,-0.177,0.21,0.5065,-0.177,0,332,f3544a4c,2026-03-25T11:08:58
c70_tp05_slip5_s319,0.5971,2.36,0.5073,0.5971,0,310,d059ed3c,2026-03-25T11:14:07
c70_tp05_slip5_s320,1.9256,3.9,0.6234,1.9256,0,368,de632ebb,2026-03-25T11:20:16
c70_tp05_slip5_s321,4.6919,5.2,0.6103,4.6919,0,365,5fa46e87,2026-03-25T11:26:20
c70_tp05_slip5_s322,1.3541,2.58,0.5787,1.3541,0,310,d013ed2c,2026-03-25T11:31:30
c70_tp05_slip5_s323,1.9418,3.73,0.6117,1.9418,0,380,4bff090c,2026-03-25T11:37:50
c70_tp05_slip5_s324,-0.0857,1.02,0.5458,-0.0857,0,321,8aea5dc3,2026-03-25T11:43:12
c70_tp05_slip5_s325,0.3992,2.21,0.5421,0.3992,0,312,2432de78,2026-03-25T11:48:24
c70_tp05_slip5_s326,-0.1544,0.76,0.4176,-0.1544,0,341,c510adcd,2026-03-25T11:54:04
c70_tp05_slip5_s327,0.006,1.67,0.6147,0.006,0,345,f6ce4361,2026-03-25T11:59:50
c70_tp05_slip5_s328,1.9532,3.82,0.5934,1.9532,0,373,405f899c,2026-03-25T12:06:02
c70_tp05_slip5_s329,0.3946,3.03,0.5503,0.3946,0,312,92ee60f2,2026-03-25T12:11:14
c70_tp05_slip5_s330,0.6019,3.55,0.5194,0.6019,0,308,83841723,2026-03-25T12:16:22
c70_tp05_slip5_s331,0.385,2.02,0.5532,0.385,0,309,0479f463,2026-03-25T12:21:31
c70_tp05_slip5_s332,0.0515,1.31,0.4834,0.0515,0,333,85353964,2026-03-25T12:27:04
c70_tp05_slip5_s333,-0.4293,-0.82,0.4657,-0.4293,0,336,38001a68,2026-03-25T12:32:40
c70_tp05_slip5_s334,2.8007,4.49,0.6148,2.8007,0,365,adf7d10e,2026-03-25T12:38:46
c70_tp05_slip5_s335,1.0058,2.91,0.5783,1.0058,0,314,66d459b2,2026-03-25T12:44:00
