description,val_return,val_sortino,val_wr,robust_score,gpu_id,elapsed_s,job_id,timestamp
c70_tp05_slip5_s501,-0.1786,2.07,0.4872,-0.1786,0,327,b6db3c91,2026-03-25T10:21:05
c70_tp05_slip5_s502,0.2456,1.86,0.5526,0.2456,0,311,5996c961,2026-03-25T10:26:16
c70_tp05_slip5_s503,0.9291,2.38,0.5461,0.9291,0,310,0b45d9bd,2026-03-25T10:31:26
c70_tp05_slip5_s504,-0.1953,3.02,0.5504,-0.1953,0,330,0de37e54,2026-03-25T10:36:56
c70_tp05_slip5_s505,0.2088,2.4,0.584,0.2088,0,325,926a82e3,2026-03-25T10:42:21
c70_tp05_slip5_s506,1.9731,3.88,0.6134,1.9731,0,354,24aa5668,2026-03-25T10:48:15
c70_tp05_slip5_s507,7.6269,6.35,0.6068,7.6269,0,362,431faa20,2026-03-25T10:54:17
c70_tp05_slip5_s508,0.1335,1.56,0.5335,0.1335,0,335,646a0e0f,2026-03-25T10:59:52
c70_tp05_slip5_s509,0.3929,4.13,0.5133,0.3929,0,310,adf40c19,2026-03-25T11:05:02
c70_tp05_slip5_s510,0.0165,0.83,0.528,0.0165,0,311,840033a2,2026-03-25T11:10:12
c70_tp05_slip5_s511,0.3984,2.27,0.5307,0.3984,0,307,b934b792,2026-03-25T11:15:20
c70_tp05_slip5_s512,-0.565,-3.13,0.3866,-0.565,0,344,c1a75cac,2026-03-25T11:21:03
c70_tp05_slip5_s513,3.2225,3.86,0.5875,3.2225,0,313,f36ca33f,2026-03-25T11:26:16
c70_tp05_slip5_s514,-0.506,-2.34,0.4235,-0.506,0,309,44aafd27,2026-03-25T11:31:25
c70_tp05_slip5_s515,0.1841,2.09,0.5961,0.1841,0,312,cbfe67ae,2026-03-25T11:36:37
c70_tp05_slip5_s516,-0.0488,1.35,0.532,-0.0488,0,335,fdf553f3,2026-03-25T11:42:12
c70_tp05_slip5_s517,0.1588,2.03,0.5418,0.1588,0,344,e03b15b4,2026-03-25T11:47:56
c70_tp05_slip5_s518,-0.0393,1.2,0.4821,-0.0393,0,344,56db8c49,2026-03-25T11:53:40
c70_tp05_slip5_s519,0.0657,0.69,0.5233,0.0657,0,315,aad4ecd3,2026-03-25T11:58:55
c70_tp05_slip5_s520,6.5455,7.6,0.6999,6.5455,0,380,11276f5d,2026-03-25T12:05:15
c70_tp05_slip5_s521,1.1933,3.21,0.5561,1.1933,0,310,a2001c92,2026-03-25T12:10:25
c70_tp05_slip5_s522,-0.0737,1.33,0.5126,-0.0737,0,345,0d6baa8e,2026-03-25T12:16:10
