trial,description,rank_metric,rank_score,val_return,val_sortino,val_wr,val_profitable_pct,train_return,train_sortino,train_wr,train_steps,elapsed_s,error,holdout_error,market_validation_error,replay_eval_error,holdout_robust_score,holdout_return_mean_pct,holdout_return_p25_pct,holdout_return_worst_pct,holdout_sortino_p25,holdout_max_drawdown_worst_pct,holdout_negative_return_rate,holdout_median_return_pct,holdout_p10_return_pct,holdout_median_sortino,holdout_p90_max_drawdown_pct,market_return_pct,market_sortino,market_max_drawdown_pct,market_trade_count,market_goodness_score,replay_daily_return_pct,replay_daily_sortino,replay_daily_max_drawdown_pct,replay_daily_trade_count,replay_hourly_return_pct,replay_hourly_sortino,replay_hourly_max_drawdown_pct,replay_hourly_trade_count,replay_hourly_order_count,replay_hourly_policy_return_pct,replay_hourly_policy_sortino,replay_hourly_policy_max_drawdown_pct,replay_hourly_policy_trade_count,replay_hourly_policy_order_count,hidden_size,lr,ent_coef,weight_decay,fill_slippage_bps,obs_norm,anneal_lr,anneal_ent,anneal_clip,lr_schedule,arch,fee_rate,trade_penalty,gamma
0,ent_anneal,replay_hourly_return_pct,57.22356441956925,-0.3281,-0.53,0.4669,0.0,157.9235,37.84,0.85,4063232,60.444727420806885,,,,,-285.6798357419324,-41.08333145955401,-54.72391746305925,-67.1420039897428,-4.327345715543998,68.65243730430628,1.0,-43.96262764998159,-58.85004023720819,-2.887291833044118,63.44823783614544,,,,,,12.18724792624831,1.5025650237723402,29.211493944533444,72.0,57.22356441956925,2.673956438737973,32.28578175384453,63.0,126.0,-39.83478821840926,0.2439536817606687,57.04131763319163,324.0,648.0,1024,0.0003,0.08,0.0,0.0,False,True,True,False,none,mlp,0.001,0.0,0.99
1,clip_vloss,replay_hourly_return_pct,-1.412060936352973,-0.225,-0.24,0.4937,0.0,203.7758,39.24,0.88,3702784,60.4036386013031,,,,,-216.06484781146673,-21.338063891824227,-36.60111749908146,-50.853211029721976,-3.1564781199927596,55.58206518289261,0.85,-22.833753820327306,-47.09985997665983,-1.614891193720466,51.31598284640917,,,,,,-12.538203196106407,-0.4273248224495429,40.11699279136352,71.0,-1.412060936352973,-1.383471672153044,77.76903157462633,52.0,104.0,-51.134778032120686,-1.0470319526077174,55.301477467824114,304.0,608.0,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.99
2,wd_01,replay_hourly_return_pct,5.555415973911076,-0.3678,-0.74,0.4868,0.0,189.6474,40.22,0.89,3833856,60.75869059562683,,,,,-282.17165556676565,-30.724166369234013,-51.9031928976934,-68.74003904754312,-3.9990838467902696,75.14684273437882,0.9,-30.763648190773218,-68.22375986815172,-1.854935634676017,71.56930359107015,,,,,,-5.371896643897125,0.21264939157629748,46.1486799991916,73.0,5.555415973911076,1.3617467622246124,59.25557260870379,58.0,116.0,-44.65152977376839,-0.021302489948402687,62.81595322396677,344.0,688.0,1024,0.0003,0.05,0.01,0.0,False,True,False,False,none,mlp,0.001,0.0,0.99
3,reg_combo_2,replay_hourly_return_pct,-48.4792513907151,0.2254,1.65,0.5646,100.0,1315.7593,73.75,0.98,3637248,60.28406882286072,,,,,-147.99687696050577,11.829541270251983,-12.543737424839883,-47.635748260474855,-0.4021790244861584,50.04513304870033,0.4,5.9021770703148375,-37.595435350461784,0.9959216472149994,49.20534221404085,,,,,,-44.627705793680974,-2.2430722830201053,51.62496597534844,47.0,-48.4792513907151,-2.0040951411524883,80.96973880474619,48.0,96.0,-46.104067136637696,-1.8492556675103977,79.5103175564095,232.0,464.0,1024,0.0003,0.05,0.05,8.0,True,True,False,False,none,mlp,0.001,0.0,0.99
