description,val_return,val_sortino,val_wr,robust_score,gpu_id,elapsed_s,job_id,timestamp
c70_tp05_slip5_s1201,1.1735,2.97,0.5825,1.1735,0,327,000004b1,2026-03-25T16:04:13
c70_tp05_slip5_s1202,5.2402,5.61,0.6135,5.2402,0,397,000004b2,2026-03-25T16:10:50
c70_tp05_slip5_s1203,,,,,0,8,000004b3,2026-03-25T16:10:58
c70_tp05_slip5_s1204,0.046,2.09,0.6026,0.046,0,356,000004b4,2026-03-25T16:16:55
c70_tp05_slip5_s1205,0.5892,2.5,0.5607,0.5892,0,310,000004b5,2026-03-25T16:22:05
c70_tp05_slip5_s1206,1.5757,3.13,0.6112,1.5757,0,316,000004b6,2026-03-25T16:27:20
c70_tp05_slip5_s1207,2.9895,4.46,0.629,2.9895,0,391,000004b7,2026-03-25T16:33:51
c70_tp05_slip5_s1208,0.3529,3.14,0.554,0.3529,0,312,000004b8,2026-03-25T16:39:03
c70_tp05_slip5_s1209,,,,,0,6,000004b9,2026-03-25T16:39:09
c70_tp05_slip5_s1210,,,,,0,7,000004ba,2026-03-25T16:39:17
c70_tp05_slip5_s1211,,,,,0,5,000004bb,2026-03-25T16:39:22
c70_tp05_slip5_s1212,,,,,0,5,000004bc,2026-03-25T16:39:27
c70_tp05_slip5_s1213,,,,,0,11,000004bd,2026-03-25T16:39:39
c70_tp05_slip5_s1214,,,,,0,8,000004be,2026-03-25T16:39:47
c70_tp05_slip5_s1215,1.0108,2.87,0.5416,1.0108,0,389,000004bf,2026-03-25T16:46:15
c70_tp05_slip5_s1203,4.8455,6.38,0.6344,4.8455,0,385,000004b3,2026-03-25T16:52:40
c70_tp05_slip5_s1209,0.5423,2.32,0.568,0.5423,0,310,000004b9,2026-03-25T16:57:50
c70_tp05_slip5_s1210,-0.098,0.84,0.5482,-0.098,0,334,000004ba,2026-03-25T17:03:24
c70_tp05_slip5_s1211,0.1757,3.55,0.54,0.1757,0,348,000004bb,2026-03-25T17:09:12
c70_tp05_slip5_s1212,0.1337,1.77,0.4231,0.1337,0,317,000004bc,2026-03-25T17:14:29
c70_tp05_slip5_s1213,0.4981,2.58,0.5785,0.4981,0,310,000004bd,2026-03-25T17:19:38
c70_tp05_slip5_s1214,-0.3893,0.05,0.5049,-0.3893,0,341,000004be,2026-03-25T17:25:20
c70_tp05_slip5_s1216,0.2216,1.49,0.5164,0.2216,0,315,000004c0,2026-03-25T17:30:36
c70_tp05_slip5_s1217,,,,,0,305,000004c1,2026-03-25T17:35:41
c70_tp05_slip5_s1218,,,,,0,9,000004c2,2026-03-25T17:35:50
c70_tp05_slip5_s1219,,,,,0,8,000004c3,2026-03-25T17:35:59
c70_tp05_slip5_s1220,,,,,0,8,000004c4,2026-03-25T17:36:07
c70_tp05_slip5_s1221,,,,,0,8,000004c5,2026-03-25T17:36:16
c70_tp05_slip5_s1222,,,,,0,15,000004c6,2026-03-25T17:36:30
c70_tp05_slip5_s1223,,,,,0,6,000004c7,2026-03-25T17:36:36
c70_tp05_slip5_s1224,,,,,0,6,000004c8,2026-03-25T17:36:42
c70_tp05_slip5_s1225,,,,,0,5,000004c9,2026-03-25T17:36:48
c70_tp05_slip5_s1226,,,,,0,5,000004ca,2026-03-25T17:36:53
c70_tp05_slip5_s1227,,,,,0,9,000004cb,2026-03-25T17:37:02
c70_tp05_slip5_s1228,,,,,0,9,000004cc,2026-03-25T17:37:11
