strategy,mean_hourly_return_pct,worst_hourly_return_pct,mean_hourly_max_drawdown_pct,worst_hourly_max_drawdown_pct,mean_daily_return_pct,worst_daily_return_pct
reg_combo_2,26.03113777479547,21.330120301132354,26.979208234877294,34.212028199782814,24.128223961218932,20.568752406147105
robust_reg_tp01,6.3898468074825985,-15.236111982774329,28.337959900175637,30.965560997359347,6.740879847148918,-14.885261499304306
robust_reg_tp005_ent,-14.691797962022804,-23.219755088028666,37.156526920144124,41.799123682180905,-18.767128364471066,-21.552243641679787
ent_anneal,-14.641725267219138,-42.43417334543151,37.61223350203519,49.39796209272911,1.093888500640091,-32.260430767936185
robust_reg_tp005_sds02,-23.329039400641207,-44.641594894927586,36.280582505717724,46.91629892684988,-17.34105686807061,-27.54203014066785
robust_reg_h512_tp005,21.79463797804773,-48.55007422684034,40.78296772282172,53.873244267409746,21.79515167158667,-35.77879323141191
