description,val_return,val_sortino,val_wr,robust_score,gpu_id,elapsed_s,job_id,timestamp
c70_tp05_slip5_s1101,0.033,1.24,0.514,0.033,0,352,0000044d,2026-03-25T15:22:15
c70_tp05_slip5_s1102,,,,,0,9,0000044e,2026-03-25T15:22:24
c70_tp05_slip5_s1103,-0.4506,-0.44,0.516,-0.4506,0,352,0000044f,2026-03-25T15:28:16
c70_tp05_slip5_s1104,0.3893,2.28,0.5498,0.3893,0,309,00000450,2026-03-25T15:33:26
c70_tp05_slip5_s1105,0.5568,2.38,0.5158,0.5568,0,310,00000451,2026-03-25T15:38:36
c70_tp05_slip5_s1107,0.3613,2.06,0.5559,0.3613,0,309,00000453,2026-03-25T16:14:27
c70_tp05_slip5_s1102,-0.3513,-0.67,0.4841,-0.3513,0,343,0000044e,2026-03-25T17:14:34
c70_tp05_slip5_s1106,-0.1734,0.51,0.4801,-0.1734,0,351,00000452,2026-03-25T17:20:25
c70_tp05_slip5_s1109,-0.1283,0.69,0.5208,-0.1283,0,340,00000455,2026-03-25T17:31:11
c70_tp05_slip5_s1110,2.2836,4.23,0.5989,2.2836,0,369,00000456,2026-03-25T17:37:19
c70_tp05_slip5_s1111,-0.3138,0.15,0.5112,-0.3138,0,332,00000457,2026-03-25T17:42:51
c70_tp05_slip5_s1112,4.1503,5.19,0.5805,4.1503,0,352,00000458,2026-03-25T17:48:44
c70_tp05_slip5_s1113,,,,,0,8,00000459,2026-03-25T17:48:52
c70_tp05_slip5_s1114,,,,,0,8,0000045a,2026-03-25T17:49:02
c70_tp05_slip5_s1115,,,,,0,7,0000045b,2026-03-25T17:49:09
c70_tp05_slip5_s1116,0.5579,1.85,0.5921,0.5579,0,307,0000045c,2026-03-25T17:54:17
c70_tp05_slip5_s1117,,,,,0,7,0000045d,2026-03-25T17:54:24
c70_tp05_slip5_s1118,,,,,0,5,0000045e,2026-03-25T17:54:30
c70_tp05_slip5_s1119,,,,,0,7,0000045f,2026-03-25T17:54:37
c70_tp05_slip5_s1120,,,,,0,4,00000460,2026-03-25T17:54:42
c70_tp05_slip5_s1121,,,,,0,7,00000461,2026-03-25T17:54:48
c70_tp05_slip5_s1122,,,,,0,305,00000462,2026-03-25T17:59:54
c70_tp05_slip5_s1123,,,,,0,7,00000463,2026-03-25T18:00:01
c70_tp05_slip5_s1124,0.8402,2.79,0.5077,0.8402,0,314,00000464,2026-03-25T18:05:15
c70_tp05_slip5_s1125,,,,,0,7,00000465,2026-03-25T18:05:22
c70_tp05_slip5_s1126,,,,,0,5,00000466,2026-03-25T18:05:27
c70_tp05_slip5_s1127,,,,,0,5,00000467,2026-03-25T18:05:32
c70_tp05_slip5_s1128,,,,,0,4,00000468,2026-03-25T18:05:37
c70_tp05_slip5_s1129,-0.089,0.75,0.5404,-0.089,0,335,00000469,2026-03-25T18:11:13
c70_tp05_slip5_s1130,0.0293,1.97,0.476,0.0293,0,321,0000046a,2026-03-25T18:16:34
c70_tp05_slip5_s1131,0.3635,3.34,0.5505,0.3635,0,309,0000046b,2026-03-25T18:21:44
c70_tp05_slip5_s1132,0.8636,2.59,0.5882,0.8636,0,307,0000046c,2026-03-25T18:26:51
c70_tp05_slip5_s1133,-0.1956,0.43,0.5567,-0.1956,0,319,0000046d,2026-03-25T18:32:10
c70_tp05_slip5_s1134,-0.1241,1.18,0.5243,-0.1241,0,321,0000046e,2026-03-25T18:37:31
c70_tp05_slip5_s1135,-0.1105,0.81,0.5005,-0.1105,0,321,0000046f,2026-03-25T18:42:52
c70_tp05_slip5_s1136,-0.1992,-0.17,0.4035,-0.1992,0,331,00000470,2026-03-25T18:48:24
c70_tp05_slip5_s1137,0.2809,4.72,0.552,0.2809,0,324,00000471,2026-03-25T18:53:48
c70_tp05_slip5_s1138,-0.107,0.87,0.5466,-0.107,0,329,00000472,2026-03-25T18:59:18
c70_tp05_slip5_s1139,0.8162,3.41,0.5963,0.8162,0,309,00000473,2026-03-25T19:04:27
c70_tp05_slip5_s1140,0.1627,3.8,0.587,0.1627,0,327,00000474,2026-03-25T19:09:54
c70_tp05_slip5_s1141,1.1036,4.09,0.5809,1.1036,0,307,00000475,2026-03-25T19:15:01
c70_tp05_slip5_s1142,3.0591,3.73,0.5897,3.0591,0,313,00000476,2026-03-25T19:20:14
c70_tp05_slip5_s1143,2.1927,3.87,0.5626,2.1927,0,312,00000477,2026-03-25T19:25:26
c70_tp05_slip5_s1144,2.3498,5.67,0.6566,2.3498,0,345,00000478,2026-03-25T19:31:12
c70_tp05_slip5_s1145,0.2915,2.37,0.5625,0.2915,0,310,00000479,2026-03-25T19:36:22
c70_tp05_slip5_s1146,-0.161,0.43,0.5824,-0.161,0,327,0000047a,2026-03-25T19:41:50
c70_tp05_slip5_s1147,-0.187,1.31,0.3975,-0.187,0,321,0000047b,2026-03-25T19:47:11
c70_tp05_slip5_s1148,5.3757,5.42,0.6384,5.3757,0,342,0000047c,2026-03-25T19:52:54
c70_tp05_slip5_s1149,2.5557,4.44,0.5814,2.5557,0,341,0000047d,2026-03-25T19:58:34
c70_tp05_slip5_s1150,1.2059,2.69,0.5786,1.2059,0,308,0000047e,2026-03-25T20:03:42
c70_tp05_slip5_s1151,0.2234,1.91,0.6181,0.2234,0,311,0000047f,2026-03-25T20:08:53
c70_tp05_slip5_s1152,-0.4813,-0.7,0.5204,-0.4813,0,320,00000480,2026-03-25T20:14:13
c70_tp05_slip5_s1153,2.7228,3.98,0.6082,2.7228,0,308,00000481,2026-03-25T20:19:21
c70_tp05_slip5_s1154,0.2553,1.72,0.4965,0.2553,0,307,00000482,2026-03-25T20:24:28
c70_tp05_slip5_s1155,5.0339,4.11,0.5744,5.0339,0,308,00000483,2026-03-25T20:29:36
c70_tp05_slip5_s1156,-0.057,1.14,0.5228,-0.057,0,321,00000484,2026-03-25T20:34:57
c70_tp05_slip5_s1157,0.5014,2.89,0.5241,0.5014,0,307,00000485,2026-03-25T20:40:05
c70_tp05_slip5_s1158,0.9001,3.25,0.5043,0.9001,0,310,00000486,2026-03-25T20:45:14
c70_tp05_slip5_s1159,0.2593,2.2,0.5672,0.2593,0,309,00000487,2026-03-25T20:50:24
c70_tp05_slip5_s1160,-0.1706,0.14,0.5117,-0.1706,0,319,00000488,2026-03-25T20:55:43
c70_tp05_slip5_s1161,5.3054,4.95,0.6497,5.3054,0,311,00000489,2026-03-25T21:00:53
c70_tp05_slip5_s1162,-0.0177,1.57,0.5314,-0.0177,0,323,0000048a,2026-03-25T21:06:17
c70_tp05_slip5_s1163,2.7761,4.46,0.6151,2.7761,0,315,0000048b,2026-03-25T21:11:32
c70_tp05_slip5_s1164,4.5519,4.87,0.5866,4.5519,0,321,0000048c,2026-03-25T21:16:53
