description,val_return,val_sortino,val_wr,robust_score,gpu_id,elapsed_s,job_id,timestamp
c70_tp05_slip5_s701,0.2502,2.42,0.4952,0.2502,0,315,000002bd,2026-03-25T10:40:32
c70_tp05_slip5_s702,0.2416,2.87,0.5109,0.2416,0,308,000002be,2026-03-25T10:45:39
c70_tp05_slip5_s703,0.1734,1.82,0.583,0.1734,0,314,000002bf,2026-03-25T10:50:54
c70_tp05_slip5_s704,3.4172,5.33,0.6713,3.4172,0,349,000002c0,2026-03-25T10:56:42
c70_tp05_slip5_s705,0.521,3.13,0.4792,0.521,0,315,000002c1,2026-03-25T11:01:57
c70_tp05_slip5_s706,-0.1052,1.5,0.5636,-0.1052,0,329,000002c2,2026-03-25T11:07:27
c70_tp05_slip5_s707,0.5762,2.37,0.5306,0.5762,0,313,000002c3,2026-03-25T11:12:40
c70_tp05_slip5_s708,-0.1153,1.01,0.5036,-0.1153,0,316,000002c4,2026-03-25T11:17:56
c70_tp05_slip5_s709,1.9216,3.8,0.5939,1.9216,0,365,000002c5,2026-03-25T11:24:01
c70_tp05_slip5_s710,-0.1497,0.51,0.4332,-0.1497,0,339,000002c6,2026-03-25T11:29:40
c70_tp05_slip5_s711,0.2006,1.55,0.5613,0.2006,0,311,000002c7,2026-03-25T11:34:51
c70_tp05_slip5_s712,,,,,0,6,000002c8,2026-03-25T11:34:57
c70_tp05_slip5_s713,,,,,0,6,000002c9,2026-03-25T11:35:04
c70_tp05_slip5_s714,,,,,0,6,000002ca,2026-03-25T11:35:10
c70_tp05_slip5_s715,,,,,0,5,000002cb,2026-03-25T11:35:15
c70_tp05_slip5_s716,,,,,0,7,000002cc,2026-03-25T11:35:22
c70_tp05_slip5_s717,,,,,0,9,000002cd,2026-03-25T11:35:31
c70_tp05_slip5_s718,0.594,2.09,0.603,0.594,0,308,000002ce,2026-03-25T11:40:39
c70_tp05_slip5_s719,-0.4325,-1.26,0.3776,-0.4325,0,344,000002cf,2026-03-25T11:46:23
c70_tp05_slip5_s720,0.3316,2.09,0.5975,0.3316,0,308,000002d0,2026-03-25T11:51:30
c70_tp05_slip5_s721,1.1471,2.89,0.5565,1.1471,0,313,000002d1,2026-03-25T11:56:43
c70_tp05_slip5_s722,0.6717,2.29,0.5954,0.6717,0,307,000002d2,2026-03-25T12:01:50
c70_tp05_slip5_s723,0.0348,1.4,0.5393,0.0348,0,348,000002d3,2026-03-25T12:07:39
c70_tp05_slip5_s724,-0.1195,0.68,0.5407,-0.1195,0,339,000002d4,2026-03-25T12:13:18
c70_tp05_slip5_s725,0.7336,2.87,0.5769,0.7336,0,312,000002d5,2026-03-25T12:18:29
c70_tp05_slip5_s726,0.4236,2.23,0.5268,0.4236,0,309,000002d6,2026-03-25T12:23:38
c70_tp05_slip5_s727,0.7446,1.87,0.57,0.7446,0,319,000002d7,2026-03-25T12:28:57
