entry_offset_bps,exit_offset_bps,allocation_scale,confidence_threshold,fee_bps,train_sortino,train_return,train_max_dd,train_p10,val_sortino,val_return,val_max_dd,val_p10,num_train_windows,num_val_windows
10,-25,1.0,0.0,0.0,0.6525,0.0196,-0.0430,-0.0845,-0.0852,-0.0032,-0.0349,-0.0402,551,237
15,-20,1.0,0.0,0.0,0.6483,0.0195,-0.0430,-0.0846,-0.0907,-0.0033,-0.0349,-0.0403,551,237
20,-15,1.0,0.0,0.0,0.6441,0.0194,-0.0430,-0.0847,-0.0963,-0.0034,-0.0348,-0.0404,551,237
10,5,1.5,0.0,0.0,1.1495,0.0534,-0.0556,-0.0912,0.7826,0.0267,-0.0439,-0.0405,551,237
25,-10,1.0,0.0,0.0,0.6399,0.0193,-0.0430,-0.0848,-0.1018,-0.0035,-0.0348,-0.0405,551,237
-20,0,1.25,0.0,0.0,1.3025,0.0570,-0.0434,-0.0623,0.9882,0.0273,-0.0358,-0.0406,551,237
-15,20,1.5,0.0,0.0,1.5228,0.0814,-0.0506,-0.0565,1.3687,0.0419,-0.0431,-0.0406,551,237
5,15,2.0,0.0,0.0,1.3923,0.0890,-0.0716,-0.0943,1.2058,0.0544,-0.0583,-0.0407,551,237
-15,5,1.25,0.0,0.0,1.3440,0.0575,-0.0435,-0.0623,0.9829,0.0269,-0.0359,-0.0408,551,237
15,10,1.5,0.0,0.0,1.1554,0.0530,-0.0558,-0.0925,0.7466,0.0254,-0.0441,-0.0409,551,237
-25,25,1.25,0.0,0.0,1.4739,0.0586,-0.0406,-0.0358,1.4435,0.0370,-0.0356,-0.0410,551,237
-10,10,1.25,0.0,0.0,1.4550,0.0623,-0.0437,-0.0644,1.2163,0.0316,-0.0360,-0.0412,551,237
-25,0,1.0,0.0,0.0,1.1594,0.0369,-0.0343,-0.0463,0.9000,0.0187,-0.0285,-0.0413,551,237
-20,-20,1.0,0.0,0.0,1.0326,0.0337,-0.0367,-0.0673,0.4488,0.0107,-0.0291,-0.0417,551,237
-5,-25,1.25,0.0,0.0,0.8850,0.0318,-0.0505,-0.0962,0.3493,0.0083,-0.0370,-0.0418,551,237
20,15,1.5,0.0,0.0,1.1310,0.0512,-0.0559,-0.0934,0.7176,0.0245,-0.0443,-0.0418,551,237
-10,25,1.5,0.0,0.0,1.6326,0.0855,-0.0507,-0.0590,1.6235,0.0493,-0.0433,-0.0418,551,237
-15,-15,1.0,0.0,0.0,1.0480,0.0342,-0.0367,-0.0674,0.4462,0.0106,-0.0291,-0.0418,551,237
0,-20,1.25,0.0,0.0,0.9001,0.0330,-0.0484,-0.0898,0.3460,0.0084,-0.0370,-0.0419,551,237
-10,-10,1.0,0.0,0.0,1.1566,0.0369,-0.0366,-0.0675,0.6003,0.0133,-0.0291,-0.0420,551,237
5,-15,1.25,0.0,0.0,0.8954,0.0328,-0.0483,-0.0899,0.3427,0.0082,-0.0369,-0.0420,551,237
10,-10,1.25,0.0,0.0,0.8907,0.0326,-0.0483,-0.0901,0.3394,0.0081,-0.0369,-0.0422,551,237
15,-5,1.25,0.0,0.0,0.8863,0.0325,-0.0483,-0.0902,0.3361,0.0079,-0.0369,-0.0423,551,237
10,20,2.0,0.0,0.0,1.3433,0.0858,-0.0718,-0.0954,1.1532,0.0520,-0.0586,-0.0424,551,237
20,0,1.25,0.0,0.0,0.8831,0.0323,-0.0483,-0.0904,0.3328,0.0078,-0.0369,-0.0425,551,237
15,-25,1.0,0.0,0.0,0.5599,0.0158,-0.0445,-0.0890,-0.2650,-0.0065,-0.0369,-0.0427,551,237
-20,10,1.5,0.0,0.0,1.4297,0.0766,-0.0509,-0.0620,1.2892,0.0399,-0.0429,-0.0427,551,237
20,-20,1.0,0.0,0.0,0.5556,0.0157,-0.0444,-0.0891,-0.2690,-0.0066,-0.0369,-0.0428,551,237
25,5,1.25,0.0,0.0,0.8730,0.0320,-0.0484,-0.0905,0.3257,0.0075,-0.0370,-0.0428,551,237
25,-15,1.0,0.0,0.0,0.5512,0.0156,-0.0444,-0.0892,-0.2744,-0.0067,-0.0369,-0.0429,551,237
-25,20,1.25,0.0,0.0,1.4313,0.0561,-0.0410,-0.0400,1.3573,0.0350,-0.0356,-0.0430,551,237
25,20,1.5,0.0,0.0,1.0935,0.0490,-0.0561,-0.0942,0.6579,0.0227,-0.0444,-0.0431,551,237
-15,15,1.5,0.0,0.0,1.4886,0.0780,-0.0511,-0.0625,1.2628,0.0389,-0.0431,-0.0431,551,237
15,25,2.0,0.0,0.0,1.3210,0.0826,-0.0720,-0.0977,1.1115,0.0495,-0.0588,-0.0433,551,237
-25,-5,1.0,0.0,0.0,1.1693,0.0339,-0.0348,-0.0509,0.8172,0.0160,-0.0286,-0.0434,551,237
-20,-5,1.25,0.0,0.0,1.2736,0.0532,-0.0440,-0.0680,0.8923,0.0239,-0.0359,-0.0437,551,237
-5,-15,1.5,0.0,0.0,1.0426,0.0473,-0.0570,-0.1012,0.6183,0.0207,-0.0440,-0.0437,551,237
-15,0,1.25,0.0,0.0,1.2684,0.0535,-0.0440,-0.0680,0.8132,0.0237,-0.0359,-0.0438,551,237
0,-10,1.5,0.0,0.0,1.0826,0.0498,-0.0562,-0.0975,0.6518,0.0218,-0.0440,-0.0439,551,237
5,-5,1.5,0.0,0.0,1.0794,0.0496,-0.0561,-0.0977,0.6452,0.0216,-0.0439,-0.0441,551,237
-10,5,1.25,0.0,0.0,1.3643,0.0580,-0.0441,-0.0692,1.1299,0.0274,-0.0360,-0.0441,551,237
10,0,1.5,0.0,0.0,1.0761,0.0494,-0.0561,-0.0979,0.6314,0.0214,-0.0439,-0.0443,551,237
-10,20,1.5,0.0,0.0,1.5801,0.0822,-0.0513,-0.0645,1.4971,0.0464,-0.0433,-0.0443,551,237
-5,0,2.0,0.0,0.0,1.3036,0.0814,-0.0718,-0.1119,1.0995,0.0502,-0.0579,-0.0445,551,237
-20,-25,1.0,0.0,0.0,0.9494,0.0304,-0.0371,-0.0707,0.3242,0.0077,-0.0292,-0.0445,551,237
15,5,1.5,0.0,0.0,1.0784,0.0490,-0.0563,-0.0980,0.6248,0.0212,-0.0441,-0.0445,551,237
-15,-20,1.0,0.0,0.0,0.9785,0.0315,-0.0371,-0.0709,0.3183,0.0076,-0.0292,-0.0446,551,237
-10,-15,1.0,0.0,0.0,1.0748,0.0343,-0.0371,-0.0710,0.4302,0.0104,-0.0292,-0.0447,551,237
-25,15,1.25,0.0,0.0,1.3851,0.0536,-0.0415,-0.0442,1.2804,0.0324,-0.0356,-0.0448,551,237
0,5,2.0,0.0,0.0,1.3445,0.0849,-0.0721,-0.1013,1.1155,0.0500,-0.0581,-0.0448,551,237
0,-25,1.25,0.0,0.0,0.8217,0.0300,-0.0501,-0.0942,0.1761,0.0041,-0.0385,-0.0448,551,237
5,-20,1.25,0.0,0.0,0.8200,0.0299,-0.0501,-0.0943,0.1729,0.0040,-0.0385,-0.0449,551,237
20,10,1.5,0.0,0.0,1.0681,0.0482,-0.0565,-0.0989,0.5883,0.0202,-0.0443,-0.0450,551,237
10,-15,1.25,0.0,0.0,0.8183,0.0297,-0.0501,-0.0944,0.1696,0.0038,-0.0385,-0.0451,551,237
15,-10,1.25,0.0,0.0,0.8166,0.0296,-0.0501,-0.0946,0.1664,0.0037,-0.0385,-0.0452,551,237
20,-5,1.25,0.0,0.0,0.8149,0.0294,-0.0501,-0.0947,0.1632,0.0035,-0.0384,-0.0454,551,237
5,10,2.0,0.0,0.0,1.3323,0.0842,-0.0723,-0.1031,1.1079,0.0494,-0.0583,-0.0454,551,237
25,0,1.25,0.0,0.0,0.8132,0.0293,-0.0500,-0.0949,0.1600,0.0034,-0.0384,-0.0455,551,237
20,-25,1.0,0.0,0.0,0.4664,0.0125,-0.0459,-0.0935,-0.3678,-0.0106,-0.0372,-0.0455,551,237
25,-20,1.0,0.0,0.0,0.4611,0.0124,-0.0459,-0.0936,-0.3709,-0.0107,-0.0372,-0.0456,551,237
-25,-10,1.0,0.0,0.0,1.0982,0.0314,-0.0352,-0.0555,0.6752,0.0135,-0.0288,-0.0457,551,237
25,15,1.5,0.0,0.0,1.0439,0.0468,-0.0566,-0.0994,0.5612,0.0185,-0.0444,-0.0459,551,237
-20,5,1.5,0.0,0.0,1.3597,0.0720,-0.0514,-0.0677,1.1678,0.0360,-0.0429,-0.0460,551,237
-15,10,1.5,0.0,0.0,1.4127,0.0739,-0.0516,-0.0688,1.1346,0.0356,-0.0431,-0.0463,551,237
10,15,2.0,0.0,0.0,1.2945,0.0820,-0.0725,-0.1042,1.0726,0.0481,-0.0586,-0.0466,551,237
-20,-10,1.25,0.0,0.0,1.1853,0.0494,-0.0446,-0.0736,0.6990,0.0205,-0.0361,-0.0466,551,237
-15,-5,1.25,0.0,0.0,1.2413,0.0496,-0.0446,-0.0736,0.6906,0.0204,-0.0361,-0.0468,551,237
-25,10,1.25,0.0,0.0,1.3134,0.0511,-0.0419,-0.0486,1.1690,0.0297,-0.0356,-0.0469,551,237
-10,0,1.25,0.0,0.0,1.2811,0.0544,-0.0445,-0.0748,0.9588,0.0232,-0.0360,-0.0469,551,237
-10,15,1.5,0.0,0.0,1.5265,0.0786,-0.0518,-0.0707,1.3545,0.0420,-0.0433,-0.0472,551,237
-15,-25,1.0,0.0,0.0,0.8863,0.0287,-0.0381,-0.0743,0.2209,0.0045,-0.0293,-0.0473,551,237
-5,-20,1.5,0.0,0.0,0.9628,0.0420,-0.0587,-0.1079,0.4929,0.0149,-0.0442,-0.0474,551,237
-10,-20,1.0,0.0,0.0,0.9870,0.0312,-0.0381,-0.0745,0.2652,0.0068,-0.0293,-0.0474,551,237
0,-15,1.5,0.0,0.0,1.0043,0.0447,-0.0569,-0.1027,0.4897,0.0160,-0.0441,-0.0476,551,237
-20,25,2.0,0.0,0.0,1.5957,0.1162,-0.0656,-0.0615,1.6273,0.0679,-0.0572,-0.0477,551,237
5,-10,1.5,0.0,0.0,1.0012,0.0445,-0.0569,-0.1029,0.4866,0.0158,-0.0441,-0.0478,551,237
5,-25,1.25,0.0,0.0,0.7503,0.0269,-0.0519,-0.0991,0.0605,0.0001,-0.0410,-0.0478,551,237
-25,-15,1.0,0.0,0.0,1.0211,0.0290,-0.0357,-0.0601,0.5477,0.0109,-0.0289,-0.0479,551,237
10,-5,1.5,0.0,0.0,0.9965,0.0443,-0.0568,-0.1031,0.4834,0.0156,-0.0441,-0.0479,551,237
10,-20,1.25,0.0,0.0,0.7459,0.0268,-0.0519,-0.0993,0.0574,-0.0000,-0.0410,-0.0480,551,237
15,0,1.5,0.0,0.0,0.9918,0.0441,-0.0568,-0.1032,0.4803,0.0154,-0.0441,-0.0481,551,237
15,-15,1.25,0.0,0.0,0.7416,0.0266,-0.0519,-0.0994,0.0522,-0.0002,-0.0410,-0.0481,551,237
20,-10,1.25,0.0,0.0,0.7373,0.0265,-0.0518,-0.0995,0.0460,-0.0003,-0.0410,-0.0482,551,237
15,20,2.0,0.0,0.0,1.2629,0.0778,-0.0727,-0.1053,1.0113,0.0457,-0.0588,-0.0482,551,237
25,-5,1.25,0.0,0.0,0.7342,0.0263,-0.0518,-0.0996,0.0399,-0.0004,-0.0410,-0.0484,551,237
25,-25,1.0,0.0,0.0,0.3768,0.0096,-0.0473,-0.0980,-0.4999,-0.0144,-0.0374,-0.0484,551,237
20,5,1.5,0.0,0.0,0.9809,0.0438,-0.0570,-0.1034,0.4733,0.0150,-0.0443,-0.0485,551,237
25,10,1.5,0.0,0.0,0.9700,0.0431,-0.0572,-0.1042,0.4637,0.0139,-0.0444,-0.0488,551,237
20,25,2.0,0.0,0.0,1.2465,0.0750,-0.0729,-0.1076,0.9056,0.0415,-0.0590,-0.0492,551,237
-20,0,1.5,0.0,0.0,1.3059,0.0686,-0.0520,-0.0745,0.9859,0.0321,-0.0429,-0.0493,551,237
-25,5,1.25,0.0,0.0,1.2450,0.0488,-0.0423,-0.0526,1.0376,0.0265,-0.0356,-0.0495,551,237
-20,-15,1.25,0.0,0.0,1.1136,0.0455,-0.0452,-0.0792,0.5592,0.0171,-0.0362,-0.0496,551,237
-15,5,1.5,0.0,0.0,1.3489,0.0689,-0.0521,-0.0745,0.9805,0.0317,-0.0431,-0.0496,551,237
-15,-10,1.25,0.0,0.0,1.1518,0.0460,-0.0451,-0.0792,0.5588,0.0169,-0.0362,-0.0497,551,237
-25,25,1.5,0.0,0.0,1.4710,0.0704,-0.0486,-0.0433,1.4399,0.0442,-0.0428,-0.0498,551,237
-10,-5,1.25,0.0,0.0,1.2547,0.0501,-0.0451,-0.0804,0.7914,0.0197,-0.0362,-0.0499,551,237
