entry_offset_bps,exit_offset_bps,allocation_scale,confidence_threshold,fee_bps,train_sortino,train_return,train_max_dd,train_p10,val_sortino,val_return,val_max_dd,val_p10,num_train_windows,num_val_windows
10,20,0.5,0.0,0.0,1.3352,0.0215,-0.0181,-0.0242,1.1598,0.0138,-0.0146,-0.0092,551,237
15,25,0.5,0.0,0.0,1.3025,0.0209,-0.0182,-0.0248,1.1015,0.0128,-0.0147,-0.0095,551,237
-5,0,0.5,0.0,0.0,1.2907,0.0208,-0.0181,-0.0274,1.1114,0.0130,-0.0145,-0.0096,551,237
0,20,0.75,0.0,0.0,1.4862,0.0378,-0.0264,-0.0283,1.4715,0.0259,-0.0218,-0.0097,551,237
0,5,0.5,0.0,0.0,1.3162,0.0214,-0.0182,-0.0257,1.1083,0.0133,-0.0145,-0.0097,551,237
5,10,0.5,0.0,0.0,1.3065,0.0211,-0.0182,-0.0261,1.0955,0.0130,-0.0146,-0.0099,551,237
5,25,0.75,0.0,0.0,1.4704,0.0365,-0.0265,-0.0292,1.4076,0.0247,-0.0219,-0.0100,551,237
10,15,0.5,0.0,0.0,1.2910,0.0206,-0.0183,-0.0264,1.0776,0.0124,-0.0146,-0.0102,551,237
-20,25,0.5,0.0,0.0,1.5711,0.0289,-0.0165,-0.0146,1.6554,0.0174,-0.0143,-0.0104,551,237
15,20,0.5,0.0,0.0,1.2510,0.0196,-0.0184,-0.0267,1.0204,0.0118,-0.0147,-0.0106,551,237
-5,20,1.0,0.0,0.0,1.5520,0.0523,-0.0347,-0.0386,1.6554,0.0380,-0.0289,-0.0107,551,237
-5,-5,0.5,0.0,0.0,1.2098,0.0191,-0.0184,-0.0298,0.9474,0.0114,-0.0145,-0.0108,551,237
-5,10,0.75,0.0,0.0,1.4229,0.0358,-0.0266,-0.0358,1.4167,0.0247,-0.0217,-0.0108,551,237
20,25,0.5,0.0,0.0,1.2238,0.0192,-0.0184,-0.0274,0.9163,0.0109,-0.0148,-0.0109,551,237
0,0,0.5,0.0,0.0,1.2401,0.0199,-0.0184,-0.0282,0.9852,0.0114,-0.0145,-0.0109,551,237
5,5,0.5,0.0,0.0,1.2303,0.0197,-0.0184,-0.0283,0.9699,0.0113,-0.0146,-0.0110,551,237
10,10,0.5,0.0,0.0,1.2204,0.0195,-0.0185,-0.0287,0.9337,0.0111,-0.0146,-0.0112,551,237
0,15,0.75,0.0,0.0,1.4463,0.0367,-0.0267,-0.0318,1.3942,0.0242,-0.0218,-0.0113,551,237
-20,20,0.5,0.0,0.0,1.5117,0.0277,-0.0167,-0.0164,1.5668,0.0160,-0.0143,-0.0114,551,237
0,25,1.0,0.0,0.0,1.5539,0.0525,-0.0348,-0.0336,1.5398,0.0364,-0.0291,-0.0114,551,237
15,15,0.5,0.0,0.0,1.1966,0.0188,-0.0185,-0.0289,0.8880,0.0106,-0.0147,-0.0115,551,237
-15,25,0.5,0.0,0.0,1.5656,0.0282,-0.0168,-0.0168,1.4937,0.0154,-0.0144,-0.0117,551,237
-5,25,1.25,0.0,0.0,1.6135,0.0682,-0.0429,-0.0432,1.7396,0.0495,-0.0362,-0.0119,551,237
20,20,0.5,0.0,0.0,1.1713,0.0181,-0.0186,-0.0291,0.8290,0.0099,-0.0148,-0.0119,551,237
5,20,0.75,0.0,0.0,1.4144,0.0347,-0.0268,-0.0322,1.3680,0.0235,-0.0219,-0.0120,551,237
-5,-10,0.5,0.0,0.0,1.1107,0.0178,-0.0186,-0.0322,0.7942,0.0094,-0.0146,-0.0121,551,237
0,-5,0.5,0.0,0.0,1.1511,0.0180,-0.0186,-0.0302,0.8062,0.0096,-0.0146,-0.0121,551,237
25,25,0.5,0.0,0.0,1.1485,0.0176,-0.0187,-0.0296,0.7575,0.0090,-0.0148,-0.0122,551,237
5,0,0.5,0.0,0.0,1.1576,0.0180,-0.0186,-0.0303,0.8013,0.0096,-0.0146,-0.0122,551,237
-20,15,0.5,0.0,0.0,1.4700,0.0266,-0.0169,-0.0186,1.4394,0.0151,-0.0143,-0.0123,551,237
10,25,0.75,0.0,0.0,1.3903,0.0336,-0.0269,-0.0332,1.2482,0.0219,-0.0220,-0.0123,551,237
10,5,0.5,0.0,0.0,1.1493,0.0178,-0.0187,-0.0303,0.7861,0.0094,-0.0146,-0.0123,551,237
15,10,0.5,0.0,0.0,1.1387,0.0177,-0.0187,-0.0306,0.7504,0.0091,-0.0147,-0.0124,551,237
-5,15,1.0,0.0,0.0,1.4925,0.0503,-0.0351,-0.0431,1.5184,0.0357,-0.0289,-0.0125,551,237
-15,20,0.5,0.0,0.0,1.5132,0.0271,-0.0169,-0.0188,1.3799,0.0146,-0.0144,-0.0125,551,237
20,15,0.5,0.0,0.0,1.1177,0.0174,-0.0188,-0.0308,0.7194,0.0085,-0.0148,-0.0128,551,237
-5,5,0.75,0.0,0.0,1.3583,0.0333,-0.0269,-0.0383,1.2717,0.0223,-0.0217,-0.0129,551,237
-10,25,0.5,0.0,0.0,1.6129,0.0284,-0.0170,-0.0198,1.6369,0.0166,-0.0144,-0.0129,551,237
0,10,0.75,0.0,0.0,1.3909,0.0346,-0.0270,-0.0353,1.2824,0.0223,-0.0218,-0.0131,551,237
25,20,0.5,0.0,0.0,1.0750,0.0165,-0.0188,-0.0310,0.6666,0.0079,-0.0148,-0.0132,551,237
-20,10,0.5,0.0,0.0,1.4146,0.0254,-0.0171,-0.0208,1.3001,0.0140,-0.0143,-0.0132,551,237
0,20,1.0,0.0,0.0,1.4919,0.0504,-0.0352,-0.0377,1.4667,0.0345,-0.0291,-0.0134,551,237
-15,15,0.5,0.0,0.0,1.4745,0.0260,-0.0171,-0.0210,1.2647,0.0137,-0.0144,-0.0135,551,237
-5,-15,0.5,0.0,0.0,1.0366,0.0162,-0.0191,-0.0346,0.6214,0.0073,-0.0147,-0.0135,551,237
0,-10,0.5,0.0,0.0,1.0671,0.0167,-0.0189,-0.0321,0.6618,0.0076,-0.0147,-0.0135,551,237
5,15,0.75,0.0,0.0,1.3577,0.0337,-0.0271,-0.0358,1.2192,0.0215,-0.0219,-0.0136,551,237
5,-5,0.5,0.0,0.0,1.0676,0.0166,-0.0189,-0.0321,0.6565,0.0075,-0.0146,-0.0136,551,237
10,0,0.5,0.0,0.0,1.0651,0.0166,-0.0188,-0.0322,0.6427,0.0075,-0.0146,-0.0137,551,237
15,5,0.5,0.0,0.0,1.0579,0.0163,-0.0189,-0.0323,0.6350,0.0074,-0.0147,-0.0138,551,237
-10,20,0.5,0.0,0.0,1.5590,0.0273,-0.0172,-0.0216,1.5092,0.0156,-0.0144,-0.0139,551,237
20,10,0.5,0.0,0.0,1.0479,0.0162,-0.0190,-0.0326,0.5992,0.0071,-0.0148,-0.0139,551,237
5,25,1.0,0.0,0.0,1.4706,0.0488,-0.0353,-0.0389,1.4033,0.0325,-0.0292,-0.0140,551,237
-5,20,1.25,0.0,0.0,1.5528,0.0654,-0.0434,-0.0482,1.6507,0.0471,-0.0362,-0.0142,551,237
10,20,0.75,0.0,0.0,1.3364,0.0322,-0.0271,-0.0362,1.1581,0.0206,-0.0220,-0.0142,551,237
25,15,0.5,0.0,0.0,1.0251,0.0156,-0.0190,-0.0327,0.5644,0.0065,-0.0148,-0.0142,551,237
-20,5,0.5,0.0,0.0,1.3420,0.0239,-0.0172,-0.0228,1.1784,0.0127,-0.0143,-0.0143,551,237
-15,10,0.5,0.0,0.0,1.3998,0.0248,-0.0173,-0.0232,1.1449,0.0126,-0.0144,-0.0145,551,237
15,25,0.75,0.0,0.0,1.3076,0.0314,-0.0272,-0.0371,1.1037,0.0191,-0.0220,-0.0146,551,237
-5,-20,0.5,0.0,0.0,0.9552,0.0144,-0.0197,-0.0370,0.4936,0.0055,-0.0147,-0.0147,551,237
0,-15,0.5,0.0,0.0,0.9900,0.0152,-0.0191,-0.0339,0.4905,0.0057,-0.0147,-0.0147,551,237
-10,15,0.5,0.0,0.0,1.4989,0.0263,-0.0174,-0.0238,1.3657,0.0142,-0.0144,-0.0148,551,237
5,-10,0.5,0.0,0.0,0.9875,0.0151,-0.0191,-0.0340,0.4874,0.0056,-0.0147,-0.0148,551,237
10,-5,0.5,0.0,0.0,0.9850,0.0151,-0.0191,-0.0340,0.4845,0.0056,-0.0147,-0.0149,551,237
-5,0,0.75,0.0,0.0,1.2907,0.0311,-0.0272,-0.0410,1.1119,0.0194,-0.0217,-0.0149,551,237
15,0,0.5,0.0,0.0,0.9825,0.0150,-0.0191,-0.0341,0.4813,0.0055,-0.0147,-0.0149,551,237
-5,10,1.0,0.0,0.0,1.4243,0.0477,-0.0354,-0.0477,1.4137,0.0328,-0.0289,-0.0149,551,237
20,5,0.5,0.0,0.0,0.9752,0.0148,-0.0191,-0.0342,0.4743,0.0055,-0.0148,-0.0150,551,237
0,5,0.75,0.0,0.0,1.3207,0.0320,-0.0272,-0.0385,1.1058,0.0199,-0.0218,-0.0151,551,237
0,25,1.25,0.0,0.0,1.5586,0.0656,-0.0435,-0.0421,1.5353,0.0455,-0.0363,-0.0151,551,237
25,10,0.5,0.0,0.0,0.9645,0.0145,-0.0192,-0.0345,0.4673,0.0051,-0.0148,-0.0152,551,237
-5,25,1.5,0.0,0.0,1.6135,0.0818,-0.0514,-0.0519,1.7348,0.0594,-0.0434,-0.0153,551,237
5,10,0.75,0.0,0.0,1.3109,0.0316,-0.0273,-0.0391,1.0976,0.0194,-0.0219,-0.0153,551,237
0,15,1.0,0.0,0.0,1.4509,0.0488,-0.0356,-0.0423,1.3898,0.0317,-0.0291,-0.0155,551,237
-20,0,0.5,0.0,0.0,1.2911,0.0226,-0.0174,-0.0251,0.9953,0.0115,-0.0143,-0.0156,551,237
-15,5,0.5,0.0,0.0,1.3308,0.0231,-0.0175,-0.0252,0.9899,0.0113,-0.0144,-0.0157,551,237
-25,25,0.5,0.0,0.0,1.4836,0.0234,-0.0163,-0.0140,1.4547,0.0149,-0.0143,-0.0157,551,237
10,15,0.75,0.0,0.0,1.2900,0.0308,-0.0274,-0.0395,1.0776,0.0185,-0.0220,-0.0157,551,237
-10,10,0.5,0.0,0.0,1.4377,0.0250,-0.0175,-0.0260,1.2237,0.0128,-0.0144,-0.0158,551,237
-5,-25,0.5,0.0,0.0,0.8693,0.0129,-0.0204,-0.0394,0.3557,0.0040,-0.0148,-0.0159,551,237
0,-20,0.5,0.0,0.0,0.8932,0.0133,-0.0195,-0.0359,0.3524,0.0039,-0.0148,-0.0159,551,237
-20,25,0.75,0.0,0.0,1.5724,0.0434,-0.0247,-0.0224,1.6507,0.0260,-0.0215,-0.0160,551,237
5,-15,0.5,0.0,0.0,0.8886,0.0133,-0.0194,-0.0360,0.3491,0.0039,-0.0148,-0.0160,551,237
10,-10,0.5,0.0,0.0,0.8840,0.0132,-0.0194,-0.0360,0.3458,0.0038,-0.0148,-0.0161,551,237
15,-5,0.5,0.0,0.0,0.8803,0.0131,-0.0194,-0.0361,0.3426,0.0037,-0.0148,-0.0161,551,237
20,0,0.5,0.0,0.0,0.8787,0.0131,-0.0194,-0.0361,0.3393,0.0037,-0.0148,-0.0162,551,237
-5,15,1.25,0.0,0.0,1.4989,0.0629,-0.0438,-0.0540,1.5140,0.0445,-0.0362,-0.0162,551,237
25,5,0.5,0.0,0.0,0.8771,0.0129,-0.0195,-0.0362,0.3321,0.0036,-0.0148,-0.0163,551,237
15,20,0.75,0.0,0.0,1.2504,0.0293,-0.0275,-0.0400,1.0195,0.0176,-0.0220,-0.0164,551,237
5,20,1.0,0.0,0.0,1.4124,0.0465,-0.0357,-0.0429,1.3637,0.0308,-0.0292,-0.0164,551,237
-25,20,0.5,0.0,0.0,1.4333,0.0226,-0.0165,-0.0157,1.3586,0.0142,-0.0143,-0.0165,551,237
-5,-5,0.75,0.0,0.0,1.2145,0.0286,-0.0275,-0.0445,0.9467,0.0167,-0.0218,-0.0167,551,237
20,25,0.75,0.0,0.0,1.2279,0.0288,-0.0276,-0.0409,0.9145,0.0162,-0.0221,-0.0168,551,237
-20,-5,0.5,0.0,0.0,1.2649,0.0212,-0.0177,-0.0275,0.8991,0.0101,-0.0144,-0.0168,551,237
0,0,0.75,0.0,0.0,1.2445,0.0297,-0.0275,-0.0421,0.9844,0.0170,-0.0218,-0.0168,551,237
-15,0,0.5,0.0,0.0,1.2545,0.0215,-0.0177,-0.0275,0.8195,0.0101,-0.0144,-0.0169,551,237
10,25,1.0,0.0,0.0,1.3948,0.0448,-0.0358,-0.0442,1.2454,0.0291,-0.0293,-0.0169,551,237
-10,5,0.5,0.0,0.0,1.3593,0.0233,-0.0177,-0.0280,1.1307,0.0112,-0.0144,-0.0170,551,237
5,5,0.75,0.0,0.0,1.2359,0.0294,-0.0276,-0.0423,0.9691,0.0169,-0.0219,-0.0170,551,237
0,-25,0.5,0.0,0.0,0.8130,0.0123,-0.0202,-0.0382,0.1820,0.0023,-0.0154,-0.0171,551,237
5,-20,0.5,0.0,0.0,0.8109,0.0122,-0.0202,-0.0383,0.1788,0.0023,-0.0154,-0.0172,551,237
10,10,0.75,0.0,0.0,1.2248,0.0291,-0.0277,-0.0430,0.9329,0.0164,-0.0220,-0.0172,551,237
10,-15,0.5,0.0,0.0,0.8087,0.0121,-0.0202,-0.0383,0.1756,0.0022,-0.0153,-0.0173,551,237
-25,15,0.5,0.0,0.0,1.3710,0.0216,-0.0166,-0.0174,1.2818,0.0132,-0.0143,-0.0173,551,237
15,-10,0.5,0.0,0.0,0.8065,0.0121,-0.0202,-0.0384,0.1724,0.0021,-0.0153,-0.0173,551,237
0,20,1.25,0.0,0.0,1.4994,0.0630,-0.0439,-0.0471,1.4617,0.0430,-0.0363,-0.0173,551,237
20,-5,0.5,0.0,0.0,0.8043,0.0120,-0.0202,-0.0384,0.1692,0.0021,-0.0153,-0.0174,551,237
25,0,0.5,0.0,0.0,0.8022,0.0120,-0.0201,-0.0385,0.1660,0.0020,-0.0153,-0.0174,551,237
-20,20,0.75,0.0,0.0,1.5165,0.0417,-0.0250,-0.0246,1.5636,0.0238,-0.0215,-0.0175,551,237
-5,5,1.0,0.0,0.0,1.3638,0.0443,-0.0358,-0.0515,1.2708,0.0296,-0.0289,-0.0176,551,237
15,15,0.75,0.0,0.0,1.2020,0.0280,-0.0278,-0.0435,0.8862,0.0157,-0.0220,-0.0177,551,237
-15,25,0.75,0.0,0.0,1.5667,0.0423,-0.0251,-0.0252,1.4907,0.0230,-0.0215,-0.0179,551,237
-5,20,1.5,0.0,0.0,1.5556,0.0784,-0.0520,-0.0579,1.6461,0.0564,-0.0434,-0.0179,551,237
0,10,1.0,0.0,0.0,1.3955,0.0461,-0.0359,-0.0470,1.2795,0.0296,-0.0291,-0.0180,551,237
-20,-10,0.5,0.0,0.0,1.1742,0.0198,-0.0179,-0.0298,0.7048,0.0086,-0.0144,-0.0180,551,237
-15,-5,0.5,0.0,0.0,1.2329,0.0201,-0.0179,-0.0299,0.6964,0.0086,-0.0144,-0.0181,551,237
-25,10,0.5,0.0,0.0,1.3006,0.0203,-0.0168,-0.0192,1.1766,0.0121,-0.0143,-0.0181,551,237
-10,0,0.5,0.0,0.0,1.2807,0.0218,-0.0179,-0.0300,0.9658,0.0099,-0.0144,-0.0181,551,237
20,20,0.75,0.0,0.0,1.1778,0.0271,-0.0279,-0.0439,0.8311,0.0147,-0.0221,-0.0183,551,237
5,25,1.25,0.0,0.0,1.4686,0.0610,-0.0441,-0.0486,1.3988,0.0404,-0.0365,-0.0183,551,237
5,-25,0.5,0.0,0.0,0.7430,0.0109,-0.0209,-0.0406,0.0656,0.0005,-0.0164,-0.0184,551,237
10,-20,0.5,0.0,0.0,0.7292,0.0109,-0.0209,-0.0407,0.0626,0.0004,-0.0164,-0.0184,551,237
15,-15,0.5,0.0,0.0,0.7250,0.0108,-0.0209,-0.0407,0.0574,0.0004,-0.0164,-0.0185,551,237
20,-10,0.5,0.0,0.0,0.7208,0.0107,-0.0209,-0.0408,0.0513,0.0003,-0.0164,-0.0186,551,237
5,15,1.0,0.0,0.0,1.3648,0.0449,-0.0360,-0.0476,1.2164,0.0285,-0.0292,-0.0186,551,237
-5,-10,0.75,0.0,0.0,1.1126,0.0265,-0.0279,-0.0480,0.7933,0.0139,-0.0219,-0.0186,551,237
25,-5,0.5,0.0,0.0,0.7191,0.0107,-0.0209,-0.0408,0.0452,0.0002,-0.0164,-0.0186,551,237
0,-5,0.75,0.0,0.0,1.1549,0.0270,-0.0279,-0.0455,0.8084,0.0143,-0.0219,-0.0187,551,237
25,25,0.75,0.0,0.0,1.1549,0.0264,-0.0279,-0.0446,0.7544,0.0133,-0.0222,-0.0187,551,237
5,0,0.75,0.0,0.0,1.1554,0.0269,-0.0279,-0.0456,0.8005,0.0142,-0.0219,-0.0187,551,237
-20,15,0.75,0.0,0.0,1.4756,0.0401,-0.0253,-0.0279,1.4365,0.0224,-0.0215,-0.0188,551,237
10,5,0.75,0.0,0.0,1.1538,0.0267,-0.0280,-0.0457,0.7853,0.0139,-0.0220,-0.0189,551,237
15,10,0.75,0.0,0.0,1.1434,0.0265,-0.0280,-0.0462,0.7495,0.0135,-0.0220,-0.0191,551,237
0,25,1.5,0.0,0.0,1.5603,0.0787,-0.0521,-0.0505,1.5309,0.0539,-0.0436,-0.0191,551,237
-15,20,0.75,0.0,0.0,1.5102,0.0407,-0.0254,-0.0281,1.3771,0.0217,-0.0215,-0.0192,551,237
-25,5,0.5,0.0,0.0,1.2325,0.0195,-0.0170,-0.0209,1.0447,0.0108,-0.0143,-0.0192,551,237
-20,-15,0.5,0.0,0.0,1.1101,0.0183,-0.0182,-0.0316,0.5691,0.0071,-0.0145,-0.0192,551,237
-5,10,1.25,0.0,0.0,1.4259,0.0595,-0.0442,-0.0595,1.4107,0.0409,-0.0362,-0.0193,551,237
-15,-10,0.5,0.0,0.0,1.1432,0.0184,-0.0181,-0.0317,0.5688,0.0070,-0.0145,-0.0193,551,237
-10,-5,0.5,0.0,0.0,1.2637,0.0201,-0.0181,-0.0318,0.7976,0.0085,-0.0145,-0.0194,551,237
10,20,1.0,0.0,0.0,1.3376,0.0429,-0.0361,-0.0482,1.1607,0.0273,-0.0293,-0.0194,551,237
20,15,0.75,0.0,0.0,1.1245,0.0259,-0.0281,-0.0464,0.7195,0.0126,-0.0221,-0.0196,551,237
10,-25,0.5,0.0,0.0,0.6406,0.0101,-0.0216,-0.0430,-0.0834,-0.0012,-0.0174,-0.0196,551,237
15,-20,0.5,0.0,0.0,0.6365,0.0100,-0.0216,-0.0430,-0.0889,-0.0013,-0.0174,-0.0197,551,237
20,-15,0.5,0.0,0.0,0.6323,0.0099,-0.0216,-0.0431,-0.0943,-0.0013,-0.0174,-0.0197,551,237
-10,25,0.75,0.0,0.0,1.6177,0.0427,-0.0255,-0.0296,1.6335,0.0248,-0.0216,-0.0198,551,237
25,-10,0.5,0.0,0.0,0.6282,0.0099,-0.0216,-0.0431,-0.0998,-0.0014,-0.0174,-0.0198,551,237
15,25,1.0,0.0,0.0,1.3131,0.0418,-0.0362,-0.0494,1.1058,0.0253,-0.0294,-0.0199,551,237
0,15,1.25,0.0,0.0,1.4555,0.0610,-0.0444,-0.0529,1.3853,0.0395,-0.0363,-0.0200,551,237
-20,10,0.75,0.0,0.0,1.4192,0.0382,-0.0256,-0.0311,1.2973,0.0207,-0.0215,-0.0202,551,237
25,20,0.75,0.0,0.0,1.0812,0.0248,-0.0282,-0.0467,0.6637,0.0117,-0.0222,-0.0202,551,237
-25,0,0.5,0.0,0.0,1.1636,0.0184,-0.0172,-0.0233,0.9045,0.0095,-0.0143,-0.0202,551,237
-5,15,1.5,0.0,0.0,1.5053,0.0755,-0.0525,-0.0647,1.5097,0.0527,-0.0434,-0.0204,551,237
-5,0,1.0,0.0,0.0,1.2877,0.0413,-0.0362,-0.0551,1.1094,0.0257,-0.0289,-0.0204,551,237
-15,15,0.75,0.0,0.0,1.4743,0.0391,-0.0256,-0.0314,1.2643,0.0202,-0.0215,-0.0205,551,237
-20,-20,0.5,0.0,0.0,1.0251,0.0169,-0.0184,-0.0334,0.4538,0.0055,-0.0146,-0.0206,551,237
-15,-15,0.5,0.0,0.0,1.0534,0.0172,-0.0184,-0.0335,0.4514,0.0055,-0.0146,-0.0206,551,237
0,5,1.0,0.0,0.0,1.3250,0.0425,-0.0363,-0.0512,1.1072,0.0264,-0.0291,-0.0206,551,237
-5,-15,0.75,0.0,0.0,1.0381,0.0242,-0.0286,-0.0516,0.6207,0.0108,-0.0220,-0.0206,551,237
-10,-10,0.5,0.0,0.0,1.1444,0.0187,-0.0184,-0.0336,0.6038,0.0071,-0.0145,-0.0207,551,237
0,-10,0.75,0.0,0.0,1.0711,0.0249,-0.0282,-0.0483,0.6601,0.0113,-0.0220,-0.0207,551,237
5,-5,0.75,0.0,0.0,1.0744,0.0248,-0.0282,-0.0484,0.6537,0.0112,-0.0220,-0.0208,551,237
10,0,0.75,0.0,0.0,1.0719,0.0247,-0.0282,-0.0485,0.6397,0.0111,-0.0220,-0.0209,551,237
5,10,1.0,0.0,0.0,1.3152,0.0422,-0.0364,-0.0522,1.0997,0.0257,-0.0292,-0.0209,551,237
15,-25,0.5,0.0,0.0,0.5535,0.0081,-0.0224,-0.0454,-0.2627,-0.0031,-0.0185,-0.0210,551,237
15,5,0.75,0.0,0.0,1.0631,0.0245,-0.0283,-0.0486,0.6333,0.0110,-0.0220,-0.0211,551,237
20,-20,0.5,0.0,0.0,0.5495,0.0080,-0.0224,-0.0454,-0.2679,-0.0031,-0.0185,-0.0211,551,237
5,20,1.25,0.0,0.0,1.4147,0.0580,-0.0445,-0.0536,1.3593,0.0380,-0.0365,-0.0211,551,237
25,-15,0.5,0.0,0.0,0.5448,0.0080,-0.0223,-0.0455,-0.2732,-0.0032,-0.0185,-0.0211,551,237
-10,20,0.75,0.0,0.0,1.5581,0.0410,-0.0257,-0.0324,1.5063,0.0234,-0.0216,-0.0211,551,237
20,10,0.75,0.0,0.0,1.0530,0.0243,-0.0284,-0.0490,0.5965,0.0105,-0.0221,-0.0213,551,237
-25,-5,0.5,0.0,0.0,1.1652,0.0169,-0.0174,-0.0256,0.8215,0.0082,-0.0143,-0.0214,551,237
10,15,1.0,0.0,0.0,1.2925,0.0410,-0.0365,-0.0528,1.0767,0.0246,-0.0293,-0.0215,551,237
0,20,1.5,0.0,0.0,1.5070,0.0756,-0.0526,-0.0565,1.4567,0.0513,-0.0436,-0.0217,551,237
10,25,1.25,0.0,0.0,1.3986,0.0562,-0.0447,-0.0551,1.2426,0.0363,-0.0366,-0.0217,551,237
25,15,0.75,0.0,0.0,1.0289,0.0234,-0.0285,-0.0493,0.5637,0.0097,-0.0222,-0.0217,551,237
-20,25,1.0,0.0,0.0,1.5746,0.0580,-0.0330,-0.0305,1.6459,0.0345,-0.0286,-0.0218,551,237
-20,5,0.75,0.0,0.0,1.3464,0.0359,-0.0258,-0.0341,1.1758,0.0188,-0.0215,-0.0219,551,237
-20,-25,0.5,0.0,0.0,0.9390,0.0153,-0.0186,-0.0353,0.3274,0.0041,-0.0146,-0.0219,551,237
-15,-20,0.5,0.0,0.0,0.9704,0.0158,-0.0186,-0.0353,0.3215,0.0040,-0.0146,-0.0220,551,237
-10,-15,0.5,0.0,0.0,1.0654,0.0173,-0.0186,-0.0354,0.4357,0.0054,-0.0146,-0.0221,551,237
-15,10,0.75,0.0,0.0,1.3998,0.0371,-0.0259,-0.0346,1.1423,0.0186,-0.0215,-0.0221,551,237
15,20,1.0,0.0,0.0,1.2482,0.0389,-0.0366,-0.0533,1.0185,0.0234,-0.0294,-0.0224,551,237
-5,-20,0.75,0.0,0.0,0.9573,0.0214,-0.0295,-0.0551,0.4934,0.0079,-0.0221,-0.0225,551,237
20,-25,0.5,0.0,0.0,0.4655,0.0064,-0.0231,-0.0477,-0.3654,-0.0051,-0.0187,-0.0225,551,237
-25,-10,0.5,0.0,0.0,1.0844,0.0157,-0.0177,-0.0280,0.6784,0.0069,-0.0144,-0.0225,551,237
0,-15,0.75,0.0,0.0,0.9842,0.0227,-0.0286,-0.0510,0.4903,0.0084,-0.0221,-0.0225,551,237
-10,15,0.75,0.0,0.0,1.5067,0.0394,-0.0260,-0.0357,1.3629,0.0212,-0.0216,-0.0225,551,237
25,-20,0.5,0.0,0.0,0.4602,0.0064,-0.0231,-0.0478,-0.3684,-0.0052,-0.0187,-0.0226,551,237
-5,5,1.25,0.0,0.0,1.3693,0.0553,-0.0447,-0.0649,1.2700,0.0367,-0.0362,-0.0226,551,237
5,-10,0.75,0.0,0.0,0.9942,0.0226,-0.0286,-0.0511,0.4873,0.0083,-0.0221,-0.0226,551,237
10,-5,0.75,0.0,0.0,0.9916,0.0225,-0.0286,-0.0512,0.4842,0.0082,-0.0221,-0.0227,551,237
15,0,0.75,0.0,0.0,0.9877,0.0224,-0.0286,-0.0513,0.4811,0.0082,-0.0220,-0.0228,551,237
20,25,1.0,0.0,0.0,1.2320,0.0382,-0.0367,-0.0544,0.9127,0.0213,-0.0295,-0.0229,551,237
-5,-5,1.0,0.0,0.0,1.2190,0.0380,-0.0366,-0.0590,0.9459,0.0218,-0.0291,-0.0229,551,237
5,25,1.5,0.0,0.0,1.4712,0.0733,-0.0528,-0.0583,1.3943,0.0484,-0.0438,-0.0230,551,237
20,5,0.75,0.0,0.0,0.9769,0.0220,-0.0287,-0.0514,0.4741,0.0081,-0.0221,-0.0230,551,237
0,10,1.25,0.0,0.0,1.4000,0.0578,-0.0448,-0.0586,1.2768,0.0363,-0.0363,-0.0230,551,237
-5,25,2.0,0.0,0.0,1.6199,0.1090,-0.0684,-0.0693,1.7252,0.0791,-0.0579,-0.0230,551,237
0,0,1.0,0.0,0.0,1.2488,0.0394,-0.0366,-0.0560,0.9836,0.0225,-0.0291,-0.0230,551,237
25,10,0.75,0.0,0.0,0.9660,0.0217,-0.0287,-0.0518,0.4671,0.0075,-0.0222,-0.0232,551,237
5,5,1.0,0.0,0.0,1.2421,0.0390,-0.0367,-0.0562,0.9682,0.0224,-0.0292,-0.0233,551,237
-15,-25,0.5,0.0,0.0,0.8755,0.0145,-0.0191,-0.0372,0.2154,0.0025,-0.0147,-0.0234,551,237
-10,-20,0.5,0.0,0.0,0.9738,0.0158,-0.0191,-0.0378,0.2662,0.0038,-0.0147,-0.0235,551,237
10,10,1.0,0.0,0.0,1.2319,0.0386,-0.0368,-0.0572,0.9319,0.0217,-0.0293,-0.0235,551,237
-25,-15,0.5,0.0,0.0,1.0120,0.0145,-0.0179,-0.0302,0.5510,0.0056,-0.0144,-0.0237,551,237
-20,0,0.75,0.0,0.0,1.2957,0.0340,-0.0261,-0.0376,0.9929,0.0169,-0.0215,-0.0237,551,237
5,15,1.25,0.0,0.0,1.3718,0.0560,-0.0450,-0.0593,1.2138,0.0355,-0.0365,-0.0238,551,237
-5,10,1.5,0.0,0.0,1.4314,0.0713,-0.0530,-0.0713,1.4078,0.0490,-0.0434,-0.0238,551,237
-15,5,0.75,0.0,0.0,1.3363,0.0346,-0.0262,-0.0376,0.9876,0.0167,-0.0215,-0.0238,551,237
-20,20,1.0,0.0,0.0,1.5213,0.0557,-0.0333,-0.0333,1.5605,0.0317,-0.0286,-0.0239,551,237
-25,25,0.75,0.0,0.0,1.4803,0.0351,-0.0244,-0.0211,1.4510,0.0223,-0.0214,-0.0239,551,237
25,-25,0.5,0.0,0.0,0.3683,0.0051,-0.0238,-0.0501,-0.4923,-0.0070,-0.0188,-0.0239,551,237
-10,10,0.75,0.0,0.0,1.4453,0.0374,-0.0263,-0.0389,1.2211,0.0191,-0.0216,-0.0241,551,237
15,15,1.0,0.0,0.0,1.2068,0.0372,-0.0370,-0.0577,0.8844,0.0206,-0.0294,-0.0242,551,237
