dip_pct,profit_target_pct,stop_loss_pct,max_positions,max_hold_days,trailing_stop_pct,sma_filter_period,max_leverage,safety_core,safety_all,mean_sort_core,mean_sort_all,n_pos_core,n_pos_all,worst_dd_pct,sort_30d,ret_30d,dd_30d,trades_30d,wr_30d,sort_60d,ret_60d,dd_60d,trades_60d,wr_60d,sort_90d,ret_90d,dd_90d,trades_90d,wr_90d,sort_180d,ret_180d,dd_180d,trades_180d,wr_180d,sort_365d,ret_365d,dd_365d,trades_365d,wr_365d,sort_crash_dec_jan,ret_crash_dec_jan,dd_crash_dec_jan,trades_crash_dec_jan,wr_crash_dec_jan,sort_bull_jun_sep,ret_bull_jun_sep,dd_bull_jun_sep,trades_bull_jun_sep,wr_bull_jun_sep
0.1,0.12,0.05,7,14,0.0,0,2.0,83.9341,166.432,35.6515,30.297,3,7,-27.4268,50.0,249.6503,-9.5348,47,10.0,20.951,249.6503,-11.2861,481,0.42,36.0035,168.0772,-26.4707,214,1.87,44.4884,116.1363,-27.4268,154,0.0,14.4363,176.735,-25.487,528,4.92,25.5588,172.6611,-25.5677,422,2.37,20.6408,264.7167,-25.2752,352,13.64
0.1,0.12,0.05,7,21,0.0,0,2.0,83.9341,166.432,35.6515,30.297,3,7,-27.4268,50.0,249.6503,-9.5348,47,10.0,20.951,249.6503,-11.2861,481,0.42,36.0035,168.0772,-26.4707,214,1.87,44.4884,116.1363,-27.4268,154,0.0,14.4363,176.735,-25.487,528,4.92,25.5588,172.6611,-25.5677,422,2.37,20.6408,264.7167,-25.2752,352,13.64
0.18,0.15,0.05,7,21,0.0,0,2.0,74.1724,166.4296,31.5052,30.2966,3,7,-27.4268,50.0,257.4661,-6.4305,33,15.38,24.6326,257.4661,-9.5526,329,3.73,19.883,154.8979,-25.7205,200,1.0,50.0,137.2228,-27.4268,154,0.0,17.9884,203.3762,-25.1062,344,8.72,27.1465,199.7994,-25.744,292,4.79,22.4256,209.9538,-25.2494,234,7.69
0.1,0.08,0.05,7,7,0.0,0,2.0,86.1484,166.4182,36.761,30.4343,3,7,-28.0151,50.0,249.6503,-9.9608,59,19.23,20.1125,239.2899,-11.2861,497,2.04,40.1705,169.9152,-25.7576,226,2.65,44.4884,116.1363,-27.4268,154,0.0,14.67,175.2757,-28.0151,548,7.66,24.5398,167.8372,-26.0586,452,4.87,19.0593,223.2991,-27.8498,360,15.56
0.1,0.2,0.08,5,14,0.03,0,3.0,88.1655,166.2846,39.3101,31.7747,3,7,-33.7602,50.0,271.0567,-7.6927,85,27.5,17.9303,271.0567,-14.2283,381,5.32,50.0,177.9579,-25.1473,202,7.92,36.4706,128.7857,-25.1156,110,0.0,13.9376,185.9101,-33.7602,450,17.33,29.1847,177.9579,-27.1694,386,12.95,24.8993,247.9483,-32.9657,320,26.88
0.1,0.2,0.08,5,21,0.03,0,3.0,88.1655,166.2846,39.3101,31.7747,3,7,-33.7602,50.0,271.0567,-7.6927,85,27.5,17.9303,271.0567,-14.2283,381,5.32,50.0,177.9579,-25.1473,202,7.92,36.4706,128.7857,-25.1156,110,0.0,13.9376,185.9101,-33.7602,450,17.33,29.1847,177.9579,-27.1694,386,12.95,24.8993,247.9483,-32.9657,320,26.88
0.1,0.2,0.08,5,7,0.03,0,3.0,88.1655,166.2846,39.3101,31.7747,3,7,-33.7602,50.0,271.0567,-7.6927,85,27.5,17.9303,271.0567,-14.2283,381,5.32,50.0,177.9579,-25.1473,202,7.92,36.4706,128.7857,-25.1156,110,0.0,13.9376,185.9101,-33.7602,450,17.33,29.1847,177.9579,-27.1694,386,12.95,24.8993,247.9483,-32.9657,320,26.88
0.15,0.15,0.1,7,21,0.05,0,2.0,84.4592,166.2797,35.8743,30.2691,3,7,-27.4261,50.0,250.1053,-3.2183,62,46.43,22.9691,260.2342,-11.2362,461,10.53,34.6539,178.5668,-26.1946,214,12.15,49.0011,128.8503,-27.4261,154,0.0,18.0739,188.8145,-25.1547,442,21.72,25.5483,178.5668,-25.9298,380,13.16,11.6375,211.8841,-22.0006,781,21.71
0.15,0.15,0.1,7,14,0.05,0,2.0,84.4592,166.2797,35.8743,30.2691,3,7,-27.4261,50.0,250.1053,-3.2183,62,46.43,22.9691,260.2342,-11.2362,461,10.53,34.6539,178.5668,-26.1946,214,12.15,49.0011,128.8503,-27.4261,154,0.0,18.0739,188.8145,-25.1547,442,21.72,25.5483,178.5668,-25.9298,380,13.16,11.6375,211.8841,-22.0006,781,21.71
0.15,0.2,0.1,7,14,0.0,0,2.0,77.4871,166.2658,34.3471,31.5855,3,7,-32.9788,50.0,249.6503,-7.9022,19,16.67,27.1804,259.5305,-10.6881,299,2.05,25.861,151.8723,-32.9788,164,0.0,49.0011,128.8503,-27.4261,154,0.0,20.448,190.8839,-27.789,236,11.86,28.5606,196.381,-27.3833,208,6.73,20.0473,211.5129,-25.3997,168,9.52
0.12,0.1,0.08,7,7,0.0,0,2.0,81.4789,166.2492,35.8264,31.3286,3,7,-31.9106,50.0,249.6503,-8.2456,43,22.22,22.5017,248.3515,-11.2862,413,3.45,34.9776,146.7059,-31.9106,224,3.57,46.2326,121.0485,-27.4264,154,0.0,15.6228,182.7041,-27.1322,378,9.52,29.0287,183.5194,-26.6938,312,7.69,20.9369,215.9301,-25.4298,282,12.06
0.1,0.2,0.15,7,7,0.0,0,2.0,81.1825,166.2453,35.8997,31.5066,3,7,-32.663,50.0,247.2718,-8.4447,29,9.09,26.2986,249.6503,-10.6882,313,0.0,31.4005,138.4695,-32.663,164,1.22,44.4949,116.1363,-27.4253,154,0.0,20.9984,213.2412,-25.7285,214,15.89,29.6266,176.1799,-29.403,226,7.96,17.727,228.8973,-28.9699,196,17.35
0.18,0.2,0.1,5,7,0.0,0,3.0,78.1915,166.2239,33.5242,30.5432,3,7,-28.6233,50.0,278.0192,-5.4358,21,37.5,24.3882,279.9775,-11.7625,215,4.76,26.1843,168.777,-26.2428,116,0.0,42.5374,151.1063,-25.1154,110,0.0,17.6733,210.1574,-26.4279,210,9.52,31.8649,221.4846,-28.6233,126,11.11,21.1545,224.3429,-26.2332,110,10.91
0.15,0.15,0.1,7,7,0.05,0,2.0,84.4592,166.2173,35.8743,30.2577,3,7,-27.4261,50.0,250.1053,-3.2183,62,46.43,22.9691,260.2342,-11.2362,461,10.53,34.6539,178.5668,-26.1946,214,12.15,49.0011,128.8503,-27.4261,154,0.0,18.0739,188.8145,-25.1547,442,21.72,25.5483,178.5668,-25.9298,380,13.16,11.558,211.8841,-22.0006,783,21.65
0.15,0.12,0.08,5,21,0.03,0,3.0,91.0111,166.2053,38.8533,30.409,3,7,-28.0723,50.0,286.9753,-5.6723,65,46.67,20.0649,283.9392,-13.6179,357,11.36,46.4951,207.8941,-25.1843,168,19.05,40.1282,142.2437,-25.1156,110,0.0,19.7506,208.6972,-28.0723,368,22.83,24.7204,207.8941,-26.325,308,16.23,11.7038,220.4044,-25.7751,664,24.7
0.15,0.12,0.08,5,14,0.03,0,3.0,91.0111,166.2053,38.8533,30.409,3,7,-28.0723,50.0,286.9753,-5.6723,65,46.67,20.0649,283.9392,-13.6179,357,11.36,46.4951,207.8941,-25.1843,168,19.05,40.1282,142.2437,-25.1156,110,0.0,19.7506,208.6972,-28.0723,368,22.83,24.7204,207.8941,-26.325,308,16.23,11.7038,220.4044,-25.7751,664,24.7
0.15,0.12,0.08,5,7,0.03,0,3.0,91.0111,166.2053,38.8533,30.409,3,7,-28.0723,50.0,286.9753,-5.6723,65,46.67,20.0649,283.9392,-13.6179,357,11.36,46.4951,207.8941,-25.1843,168,19.05,40.1282,142.2437,-25.1156,110,0.0,19.7506,208.6972,-28.0723,368,22.83,24.7204,207.8941,-26.325,308,16.23,11.7038,220.4044,-25.7751,664,24.7
0.18,0.2,0.05,5,21,0.0,0,3.0,76.0037,166.1871,32.5958,30.5455,3,7,-28.6614,50.0,274.6254,-10.0138,21,0.0,24.9801,274.6254,-12.2951,255,0.0,22.8073,176.9201,-26.3465,144,0.0,42.536,151.1063,-25.1161,110,0.0,16.9883,214.842,-25.1832,264,3.79,36.6125,243.6414,-25.4041,158,5.06,19.8945,226.4078,-28.6614,188,6.38
0.15,0.12,0.1,7,7,0.03,0,2.0,84.7889,166.1861,36.1653,30.3788,3,7,-27.9601,50.0,272.3877,-4.1553,71,54.55,22.4097,251.4317,-11.4636,481,18.91,36.0863,176.7216,-27.9601,232,17.24,49.0011,128.8503,-27.4261,154,0.0,18.6172,190.5358,-26.7981,490,34.69,21.9899,194.3404,-25.6072,408,16.67,14.5477,215.3989,-25.677,692,30.64
0.15,0.12,0.1,7,14,0.03,0,2.0,84.7889,166.1861,36.1653,30.3788,3,7,-27.9601,50.0,272.3877,-4.1553,71,54.55,22.4097,251.4317,-11.4636,481,18.91,36.0863,176.7216,-27.9601,232,17.24,49.0011,128.8503,-27.4261,154,0.0,18.6172,190.5358,-26.7981,490,34.69,21.9899,194.3404,-25.6072,408,16.67,14.5477,215.3989,-25.677,692,30.64
0.15,0.12,0.1,7,21,0.03,0,2.0,84.7889,166.1861,36.1653,30.3788,3,7,-27.9601,50.0,272.3877,-4.1553,71,54.55,22.4097,251.4317,-11.4636,481,18.91,36.0863,176.7216,-27.9601,232,17.24,49.0011,128.8503,-27.4261,154,0.0,18.6172,190.5358,-26.7981,490,34.69,21.9899,194.3404,-25.6072,408,16.67,14.5477,215.3989,-25.677,692,30.64
0.2,0.15,0.05,7,7,0.05,0,3.0,77.4639,166.0597,35.2471,32.3825,3,7,-36.5038,50.0,394.5075,-1.7539,37,47.06,39.1301,473.8114,-13.5662,385,19.37,16.6112,244.0418,-33.0984,244,4.92,50.0,264.7301,-27.4269,154,0.0,9.1479,300.2911,-36.5038,1192,24.16,34.4038,303.5617,-22.8971,297,6.9,27.3848,401.539,-20.4434,585,29.07
0.18,0.2,0.08,5,14,0.0,0,3.0,70.8308,166.0415,30.3148,30.456,3,7,-28.3968,50.0,274.6254,-8.5694,13,0.0,22.7341,274.6254,-11.3298,229,1.79,18.2103,174.7403,-26.5856,118,0.0,42.5368,151.1063,-25.1157,110,0.0,21.9681,229.0524,-26.1422,176,12.5,38.4858,246.2463,-27.2786,124,9.68,19.2567,235.3945,-28.3968,126,9.52
0.2,0.15,0.05,7,14,0.05,0,3.0,77.4639,166.0113,35.2471,32.3731,3,7,-36.5038,50.0,394.5075,-1.7539,37,47.06,39.1301,473.8114,-13.5662,385,19.37,16.6112,244.0418,-33.0984,244,4.92,50.0,264.7301,-27.4269,154,0.0,9.1692,300.2911,-36.5038,1190,23.87,34.4038,303.5617,-22.8971,297,6.9,27.2975,401.539,-20.4434,583,28.47
0.2,0.15,0.05,7,21,0.05,0,3.0,77.4639,166.0113,35.2471,32.3731,3,7,-36.5038,50.0,394.5075,-1.7539,37,47.06,39.1301,473.8114,-13.5662,385,19.37,16.6112,244.0418,-33.0984,244,4.92,50.0,264.7301,-27.4269,154,0.0,9.1692,300.2911,-36.5038,1190,23.87,34.4038,303.5617,-22.8971,297,6.9,27.2975,401.539,-20.4434,583,28.47
0.2,0.15,0.05,5,7,0.0,0,3.0,73.6304,165.9831,31.2759,30.2162,3,7,-27.4308,50.0,300.3734,-3.9074,26,45.45,22.0849,303.7016,-13.4045,251,7.32,21.7428,178.0614,-25.1865,136,1.47,44.2421,157.3839,-25.1161,110,0.0,19.3228,234.1312,-26.1906,190,14.74,36.4692,226.7599,-27.4308,166,9.64,17.6518,257.864,-22.0798,315,13.55
0.2,0.12,0.05,5,7,0.0,0,3.0,75.6291,165.9343,31.8296,29.9296,3,7,-26.2594,50.0,304.7772,-2.1544,26,45.45,23.5092,309.7966,-13.4045,251,10.48,21.9795,178.0614,-25.1865,136,2.94,44.2421,157.3839,-25.1161,110,0.0,15.7691,209.9309,-25.774,392,7.14,37.8029,226.7599,-26.2594,166,10.84,16.2047,257.866,-23.719,323,16.35
0.12,0.2,0.08,5,21,0.0,0,3.0,80.7355,165.9202,34.9761,30.8056,3,7,-29.9656,50.0,272.6774,-8.6494,29,8.33,16.9224,272.6774,-14.2283,313,0.65,38.006,187.7221,-25.6636,138,0.0,37.8838,133.9854,-25.1156,110,0.0,18.373,235.7777,-25.4407,276,5.8,31.9323,219.5147,-25.8144,180,4.44,22.5217,271.6283,-29.9656,204,10.78
0.2,0.2,0.08,5,21,0.0,20,3.0,87.2585,165.9058,37.4621,30.526,3,7,-28.7971,50.0,271.8561,-1.8915,9,0.0,37.772,274.6254,-8.8889,17,16.67,24.6144,274.6254,-16.2728,25,10.0,45.5215,157.7932,-28.7971,38,0.0,9.2129,221.0101,-25.5259,124,22.58,22.3715,114.3413,-16.9252,14,28.57,24.1895,272.7289,-10.4339,36,22.22
0.15,0.2,0.1,5,21,0.03,0,3.0,88.8935,165.8993,38.0413,30.4266,3,7,-28.3827,50.0,302.4204,-4.3023,61,46.43,20.1951,303.7172,-13.618,355,12.0,43.9288,207.8941,-25.7013,168,19.05,40.1288,142.2437,-25.1153,110,0.0,19.045,208.6972,-28.3827,368,25.54,23.6164,218.9132,-25.1049,268,18.66,16.072,234.388,-25.2254,522,28.35
0.15,0.2,0.1,5,7,0.03,0,3.0,88.8935,165.8993,38.0413,30.4266,3,7,-28.3827,50.0,302.4204,-4.3023,61,46.43,20.1951,303.7172,-13.618,355,12.0,43.9288,207.8941,-25.7013,168,19.05,40.1288,142.2437,-25.1153,110,0.0,19.045,208.6972,-28.3827,368,25.54,23.6164,218.9132,-25.1049,268,18.66,16.072,234.388,-25.2254,522,28.35
0.15,0.2,0.1,5,14,0.03,0,3.0,88.8935,165.8993,38.0413,30.4266,3,7,-28.3827,50.0,302.4204,-4.3023,61,46.43,20.1951,303.7172,-13.618,355,12.0,43.9288,207.8941,-25.7013,168,19.05,40.1288,142.2437,-25.1153,110,0.0,19.045,208.6972,-28.3827,368,25.54,23.6164,218.9132,-25.1049,268,18.66,16.072,234.388,-25.2254,522,28.35
0.18,0.08,0.05,7,14,0.03,0,3.0,82.7011,165.821,37.4478,32.1794,3,7,-35.8426,50.0,456.4312,-1.2505,54,60.0,36.1254,436.3291,-11.4635,444,23.64,26.218,287.3335,-26.0166,234,8.55,50.0,255.8342,-27.4268,154,0.0,8.6874,309.3352,-35.8426,1564,27.62,34.2614,297.1363,-29.2183,394,13.2,19.9634,393.0954,-24.4428,789,28.39
0.18,0.08,0.05,7,7,0.03,0,3.0,82.7011,165.821,37.4478,32.1794,3,7,-35.8426,50.0,456.4312,-1.2505,54,60.0,36.1254,436.3291,-11.4635,444,23.64,26.218,287.3335,-26.0166,234,8.55,50.0,255.8342,-27.4268,154,0.0,8.6874,309.3352,-35.8426,1564,27.62,34.2614,297.1363,-29.2183,394,13.2,19.9634,393.0954,-24.4428,789,28.39
0.18,0.08,0.05,7,21,0.03,0,3.0,82.7011,165.821,37.4478,32.1794,3,7,-35.8426,50.0,456.4312,-1.2505,54,60.0,36.1254,436.3291,-11.4635,444,23.64,26.218,287.3335,-26.0166,234,8.55,50.0,255.8342,-27.4268,154,0.0,8.6874,309.3352,-35.8426,1564,27.62,34.2614,297.1363,-29.2183,394,13.2,19.9634,393.0954,-24.4428,789,28.39
0.1,0.1,0.05,7,7,0.0,0,2.0,85.2858,165.7887,36.2256,30.1799,3,7,-27.4268,50.0,249.6503,-9.78,53,8.7,20.3689,249.6503,-11.2861,487,0.42,38.308,169.9152,-25.7959,224,2.68,44.4884,116.1363,-27.4268,154,0.0,15.1823,174.1778,-25.4233,542,5.9,22.6332,170.1439,-25.4424,432,3.24,20.2783,250.2452,-26.2701,358,15.08
0.15,0.2,0.1,7,7,0.0,0,2.0,78.565,165.767,34.7358,31.4101,3,7,-32.6384,50.0,255.5947,-7.1132,29,45.45,26.9495,250.0701,-10.6881,315,1.3,27.2578,153.1517,-32.6384,174,2.3,49.0011,128.8503,-27.4261,154,0.0,17.4319,189.879,-28.0385,226,15.93,27.8816,212.5762,-25.225,178,13.48,21.3487,199.0414,-25.2621,194,9.28
0.15,0.2,0.08,7,14,0.05,0,2.0,87.3708,165.6814,37.2773,30.2953,3,7,-27.997,50.0,255.3167,-2.6001,66,43.33,23.7632,261.2458,-10.5181,477,10.17,38.0689,178.047,-25.6544,226,11.5,48.9997,128.8503,-27.4264,154,0.0,14.0761,176.6471,-27.997,758,12.14,25.9084,178.047,-25.3852,398,11.56,11.2509,223.3386,-22.6953,825,19.07
0.15,0.2,0.08,7,21,0.05,0,2.0,87.3708,165.6814,37.2773,30.2953,3,7,-27.997,50.0,255.3167,-2.6001,66,43.33,23.7632,261.2458,-10.5181,477,10.17,38.0689,178.047,-25.6544,226,11.5,48.9997,128.8503,-27.4264,154,0.0,14.0761,176.6471,-27.997,758,12.14,25.9084,178.047,-25.3852,398,11.56,11.2509,223.3386,-22.6953,825,19.07
0.15,0.15,0.05,7,7,0.03,0,2.0,87.2422,165.6789,37.5053,30.5251,3,7,-28.9697,50.0,249.6669,-2.3679,73,41.18,20.7873,249.6669,-11.7692,489,12.81,41.7286,176.7216,-25.9226,234,12.82,48.9977,128.8503,-27.4268,154,0.0,18.6988,190.5358,-25.2316,494,26.72,21.6195,176.7216,-28.9697,430,14.42,11.8436,226.9126,-18.3848,951,19.92
0.15,0.15,0.05,7,14,0.03,0,2.0,87.2422,165.6789,37.5053,30.5251,3,7,-28.9697,50.0,249.6669,-2.3679,73,41.18,20.7873,249.6669,-11.7692,489,12.81,41.7286,176.7216,-25.9226,234,12.82,48.9977,128.8503,-27.4268,154,0.0,18.6988,190.5358,-25.2316,494,26.72,21.6195,176.7216,-28.9697,430,14.42,11.8436,226.9126,-18.3848,951,19.92
0.15,0.15,0.05,7,21,0.03,0,2.0,87.2422,165.6789,37.5053,30.5251,3,7,-28.9697,50.0,249.6669,-2.3679,73,41.18,20.7873,249.6669,-11.7692,489,12.81,41.7286,176.7216,-25.9226,234,12.82,48.9977,128.8503,-27.4268,154,0.0,18.6988,190.5358,-25.2316,494,26.72,21.6195,176.7216,-28.9697,430,14.42,11.8436,226.9126,-18.3848,951,19.92
0.15,0.2,0.08,7,7,0.05,0,2.0,87.3708,165.6616,37.2773,30.2917,3,7,-27.997,50.0,255.3167,-2.6001,66,43.33,23.7632,261.2458,-10.5181,477,10.17,38.0689,178.047,-25.6544,226,11.5,48.9997,128.8503,-27.4264,154,0.0,14.0761,176.6471,-27.997,758,12.14,25.9084,178.047,-25.3852,398,11.56,11.2256,223.3386,-22.6953,827,19.02
0.15,0.2,0.1,7,21,0.03,0,2.0,84.5272,165.6264,36.1534,30.3603,3,7,-28.3139,50.0,276.3797,-4.1553,71,54.55,23.1106,255.4237,-11.4636,481,18.07,35.3496,176.7216,-28.3139,232,17.24,49.0011,128.8503,-27.4261,154,0.0,18.8741,190.5358,-27.3212,490,34.69,21.5836,194.3404,-25.962,408,16.67,14.6028,215.3989,-26.3696,692,30.64
0.15,0.2,0.1,7,7,0.03,0,2.0,84.5272,165.6264,36.1534,30.3603,3,7,-28.3139,50.0,276.3797,-4.1553,71,54.55,23.1106,255.4237,-11.4636,481,18.07,35.3496,176.7216,-28.3139,232,17.24,49.0011,128.8503,-27.4261,154,0.0,18.8741,190.5358,-27.3212,490,34.69,21.5836,194.3404,-25.962,408,16.67,14.6028,215.3989,-26.3696,692,30.64
0.15,0.2,0.1,7,14,0.03,0,2.0,84.5272,165.6264,36.1534,30.3603,3,7,-28.3139,50.0,276.3797,-4.1553,71,54.55,23.1106,255.4237,-11.4636,481,18.07,35.3496,176.7216,-28.3139,232,17.24,49.0011,128.8503,-27.4261,154,0.0,18.8741,190.5358,-27.3212,490,34.69,21.5836,194.3404,-25.962,408,16.67,14.6028,215.3989,-26.3696,692,30.64
0.15,0.15,0.1,5,7,0.03,0,3.0,88.9551,165.5862,38.142,30.4285,3,7,-28.6335,50.0,298.6779,-4.3023,61,46.43,20.1102,299.9747,-13.618,355,12.0,44.3158,207.8941,-25.5903,168,19.05,40.1288,142.2437,-25.1153,110,0.0,19.0798,208.6972,-28.6335,368,25.54,23.2927,218.9132,-25.3934,268,18.66,16.072,234.388,-25.2254,522,28.35
0.15,0.15,0.1,5,21,0.03,0,3.0,88.9551,165.5862,38.142,30.4285,3,7,-28.6335,50.0,298.6779,-4.3023,61,46.43,20.1102,299.9747,-13.618,355,12.0,44.3158,207.8941,-25.5903,168,19.05,40.1288,142.2437,-25.1153,110,0.0,19.0798,208.6972,-28.6335,368,25.54,23.2927,218.9132,-25.3934,268,18.66,16.072,234.388,-25.2254,522,28.35
0.15,0.15,0.1,5,14,0.03,0,3.0,88.9551,165.5862,38.142,30.4285,3,7,-28.6335,50.0,298.6779,-4.3023,61,46.43,20.1102,299.9747,-13.618,355,12.0,44.3158,207.8941,-25.5903,168,19.05,40.1288,142.2437,-25.1153,110,0.0,19.0798,208.6972,-28.6335,368,25.54,23.2927,218.9132,-25.3934,268,18.66,16.072,234.388,-25.2254,522,28.35
0.12,0.15,0.08,5,21,0.0,0,3.0,80.0085,165.545,34.9408,30.9839,3,7,-31.0142,50.0,272.6755,-8.1609,29,8.33,16.8164,272.6755,-14.2283,313,0.65,38.006,187.7221,-25.6636,138,0.0,37.8838,133.9854,-25.1156,110,0.0,15.3846,192.1234,-31.0142,294,4.76,35.0946,223.1536,-25.2914,174,5.75,23.7019,278.9793,-26.4642,206,12.62
0.15,0.1,0.08,5,21,0.03,0,3.0,90.4382,165.5225,38.876,30.4936,3,7,-28.9586,50.0,285.4783,-5.6723,65,46.67,20.0854,284.8077,-13.6179,357,11.93,46.5424,191.298,-28.9586,178,17.98,40.1282,142.2437,-25.1156,110,0.0,19.9308,208.6972,-26.5348,368,22.83,25.0648,207.8941,-26.0642,308,16.23,11.7038,220.4044,-25.7751,664,24.7
0.15,0.1,0.08,5,7,0.03,0,3.0,90.4382,165.5225,38.876,30.4936,3,7,-28.9586,50.0,285.4783,-5.6723,65,46.67,20.0854,284.8077,-13.6179,357,11.93,46.5424,191.298,-28.9586,178,17.98,40.1282,142.2437,-25.1156,110,0.0,19.9308,208.6972,-26.5348,368,22.83,25.0648,207.8941,-26.0642,308,16.23,11.7038,220.4044,-25.7751,664,24.7
0.15,0.1,0.08,5,14,0.03,0,3.0,90.4382,165.5225,38.876,30.4936,3,7,-28.9586,50.0,285.4783,-5.6723,65,46.67,20.0854,284.8077,-13.6179,357,11.93,46.5424,191.298,-28.9586,178,17.98,40.1282,142.2437,-25.1156,110,0.0,19.9308,208.6972,-26.5348,368,22.83,25.0648,207.8941,-26.0642,308,16.23,11.7038,220.4044,-25.7751,664,24.7
0.18,0.12,0.08,5,14,0.0,0,3.0,69.0055,165.4933,29.7688,30.5972,3,7,-29.4194,50.0,313.8936,-2.7354,25,50.0,21.8053,313.8936,-11.3298,241,5.93,17.5012,174.7403,-26.5859,120,3.33,42.5368,151.1063,-25.1157,110,0.0,23.0821,217.244,-25.2512,192,15.62,36.7108,218.3589,-29.4194,156,11.54,22.5442,226.2656,-25.5894,128,10.94
0.18,0.2,0.1,7,7,0.0,0,2.0,71.3913,165.4834,30.3237,30.1242,3,7,-27.4262,50.0,237.8766,-9.5303,24,33.33,27.132,256.28,-9.8696,276,6.67,13.8392,156.4208,-25.5768,174,0.0,50.0,137.2228,-27.4262,154,0.0,16.7109,194.6638,-26.4823,254,14.17,34.295,202.2043,-25.5244,140,14.29,18.8922,206.4114,-25.108,140,10.0
0.2,0.12,0.05,5,14,0.0,0,3.0,76.6234,165.4798,31.9741,29.5941,3,7,-25.1865,50.0,306.777,-2.1241,25,50.0,23.9427,313.903,-13.4045,246,9.09,21.9795,178.0614,-25.1865,136,2.94,44.2421,157.3839,-25.1161,110,0.0,14.958,209.9309,-25.0987,388,7.22,34.6321,222.1236,-25.1565,196,7.14,17.4039,257.866,-22.2155,311,11.76
0.18,0.15,0.05,5,21,0.0,0,3.0,74.4648,165.4711,31.6889,30.1787,3,7,-27.6665,50.0,281.8107,-8.4082,25,10.0,23.9916,312.3966,-12.2951,267,3.05,21.075,176.9201,-26.3469,146,1.37,42.536,151.1063,-25.1161,110,0.0,19.7094,218.7629,-26.7981,214,8.41,31.2007,219.5804,-27.6665,200,5.0,22.7383,221.2302,-26.1442,200,6.0
0.15,0.15,0.05,7,21,0.0,0,2.0,81.4332,165.4207,35.6296,31.0186,3,7,-31.2596,50.0,251.4461,-6.8124,39,12.5,21.7722,249.6503,-11.7692,399,1.53,35.1167,156.6275,-31.2596,218,1.83,48.9977,128.8503,-27.4268,154,0.0,15.0782,191.3714,-25.2039,424,5.19,25.7044,190.078,-25.8066,304,5.26,20.4614,193.1856,-26.8438,298,4.7
0.12,0.2,0.1,5,21,0.0,0,3.0,84.1055,165.3987,36.6204,30.8641,3,7,-30.623,50.0,289.4456,-6.1051,17,16.67,17.2581,272.6791,-14.2283,283,0.72,42.6029,188.9025,-25.3538,136,0.0,37.8843,133.9854,-25.1153,110,0.0,22.7531,248.4811,-25.2932,154,7.79,24.5323,222.606,-29.2275,154,6.49,21.0179,257.8583,-30.623,182,10.99
0.18,0.2,0.05,5,14,0.03,20,3.0,67.7755,165.3723,29.5349,30.8851,3,7,-30.7327,50.0,133.499,-2.4748,21,70.0,23.5325,133.499,-10.099,75,67.57,15.0723,133.499,-10.9749,97,64.58,27.9631,157.6358,-28.4134,50,8.0,11.7416,233.0875,-30.7327,368,48.91,50.0,153.3681,-5.2793,42,71.43,37.8862,369.771,-7.7847,128,62.5
0.18,0.2,0.05,5,21,0.03,20,3.0,67.7755,165.3723,29.5349,30.8851,3,7,-30.7327,50.0,133.499,-2.4748,21,70.0,23.5325,133.499,-10.099,75,67.57,15.0723,133.499,-10.9749,97,64.58,27.9631,157.6358,-28.4134,50,8.0,11.7416,233.0875,-30.7327,368,48.91,50.0,153.3681,-5.2793,42,71.43,37.8862,369.771,-7.7847,128,62.5
0.18,0.2,0.05,5,7,0.03,20,3.0,67.7755,165.3723,29.5349,30.8851,3,7,-30.7327,50.0,133.499,-2.4748,21,70.0,23.5325,133.499,-10.099,75,67.57,15.0723,133.499,-10.9749,97,64.58,27.9631,157.6358,-28.4134,50,8.0,11.7416,233.0875,-30.7327,368,48.91,50.0,153.3681,-5.2793,42,71.43,37.8862,369.771,-7.7847,128,62.5
0.15,0.15,0.1,7,14,0.0,0,2.0,75.7958,165.3711,33.5064,31.3304,3,7,-32.6184,50.0,254.6605,-7.8316,21,28.57,27.0896,257.0355,-10.6881,299,2.05,23.4296,152.8789,-32.6184,168,2.38,49.0011,128.8503,-27.4261,154,0.0,20.6894,188.4789,-25.622,236,12.71,27.5699,196.381,-27.9272,210,7.62,21.533,200.2018,-25.575,182,8.79
0.15,0.12,0.08,7,14,0.05,0,2.0,87.065,165.3404,37.1182,30.2096,3,7,-27.8983,50.0,251.3247,-2.6289,66,43.33,23.6327,257.2538,-10.5181,477,11.02,37.7219,178.047,-25.7433,226,11.5,48.9997,128.8503,-27.4264,154,0.0,14.0952,176.6471,-27.8983,758,12.14,25.767,178.047,-25.4747,398,11.56,11.2509,223.3386,-22.6953,825,19.07
0.15,0.12,0.08,7,21,0.05,0,2.0,87.065,165.3404,37.1182,30.2096,3,7,-27.8983,50.0,251.3247,-2.6289,66,43.33,23.6327,257.2538,-10.5181,477,11.02,37.7219,178.047,-25.7433,226,11.5,48.9997,128.8503,-27.4264,154,0.0,14.0952,176.6471,-27.8983,758,12.14,25.767,178.047,-25.4747,398,11.56,11.2509,223.3386,-22.6953,825,19.07
