config_name,window_count,mean_return_pct,worst_return_pct,mean_sortino,worst_sortino,worst_max_drawdown_pct,mean_max_drawdown_pct,mean_trade_count
sweep60_lowdd,3,-17.70693785722583,-25.199800199800194,-5.655870068873649,-11.119695847819658,-25.199800199800194,-18.964172435647153,8.666666666666666
default_live_daily,3,-4.521309077359311,-25.3155383183396,-0.45375411720302933,-3.9772697188948025,-27.985630860586618,-18.651467430767564,35.666666666666664
sweep60_aggressive,3,1.6143656549187273,-28.76310005401028,2.6805124534419185,-3.4163672996202505,-28.76310005401028,-15.646863986579277,82.66666666666667
sweep60_balanced,3,-5.5608001600887205,-31.8248922938425,0.4891032138051259,-1.8202520910717654,-35.16570536846323,-23.776400907141607,104.66666666666667
