trial,window,start_date,end_date,n_trades,dip_pct,proximity_pct,profit_target_pct,stop_loss_pct,max_positions,max_hold_days,lookback_days,ref_price_method,sma_filter_period,market_breadth_filter,trailing_stop_pct,total_return,total_return_pct,sortino,sharpe,max_drawdown,max_drawdown_pct,n_days,final_equity,mean_daily_return,win_rate
11,w1,2026-01-13,2026-03-14,2,0.25,0.01,0.15,0.08,3,14,10,sma,0,0.6,0.03,0.008903291969561905,0.8903291969561905,285676.4823648837,1.5051031515079611,-0.004928220076440266,-0.4928220076440266,61,10089.032919695619,0.00014952990499120144,100.0
11,w2,2025-11-14,2026-01-13,0,0.25,0.01,0.15,0.08,3,14,10,sma,0,0.6,0.03,0.0,0.0,0.0,0.0,0.0,0.0,61,10000.0,0.0,0.0
11,w3,2025-09-15,2025-11-14,6,0.25,0.01,0.15,0.08,3,14,10,sma,0,0.6,0.03,-0.06137862137862121,-6.137862137862121,-1941306.6075493894,-2.247333424281507,-0.06709394715841373,-6.7093947158413725,61,9386.213786213788,-0.001016126319473802,0.0
12,w1,2026-01-13,2026-03-14,6,0.25,0.03,0.07,0.08,5,14,10,high,50,0.6,0.0,-0.06137862137862139,-6.13786213786214,-2.807805777682599,-5.317054445805883,-0.06137862137862139,-6.13786213786214,61,9386.213786213786,-0.0010479859907193887,0.0
12,w2,2025-11-14,2026-01-13,12,0.25,0.03,0.07,0.08,5,14,10,high,50,0.6,0.0,-0.12275724275724278,-12.27572427572428,-1.2877965569082472,-1.0407215031093169,-0.16778067694567836,-16.778067694567834,61,8772.427572427572,-0.0016796816537333642,0.0
12,w3,2025-09-15,2025-11-14,4,0.25,0.03,0.07,0.08,5,14,10,high,50,0.6,0.0,-0.04091908091908081,-4.091908091908081,-1.4058337969811836,-3.222153776277599,-0.04091908091908081,-4.091908091908081,61,9590.809190809192,-0.0006876216675532031,0.0
13,w1,2026-01-13,2026-03-14,10,0.12,0.02,0.15,0.2,3,21,30,high,20,0.6,0.0,-0.2572871635457916,-25.728716354579163,-23.564995353376652,-19.610240382890996,-0.2572871635457916,-25.728716354579163,19,7480.019980019981,-0.016260857428712104,0.0
13,w2,2025-11-14,2026-01-13,12,0.12,0.02,0.15,0.2,3,21,30,high,20,0.6,0.0,-0.2528238136609072,-25.28238136609072,-4.240198464947938,-4.402270391619609,-0.2528238136609072,-25.28238136609072,15,7471.761863390928,-0.01740133548522223,0.0
13,w3,2025-09-15,2025-11-14,20,0.12,0.02,0.15,0.2,3,21,30,high,20,0.6,0.0,-0.2482776915784243,-24.82776915784243,-5.630354165423739,-4.977104529665679,-0.25107572936940503,-25.107572936940503,41,7517.223084215757,-0.006762423655393554,20.0
14,w1,2026-01-13,2026-03-14,26,0.2,0.01,0.07,0.15,5,21,20,high,0,0.0,0.0,-0.35383499328413537,-35.383499328413535,-8.190551121749513,-9.135510673494785,-0.35597755450916996,-35.597755450917,17,6461.650067158646,-0.025372148561219665,7.6923076923076925
14,w2,2025-11-14,2026-01-13,24,0.2,0.01,0.07,0.15,5,21,20,high,0,0.0,0.0,-0.3461353399357595,-34.61353399357595,-328325058.82200515,-18.36469863125417,-0.35063372200473364,-35.06337220047337,3,4789.29001798603,-0.1718531901732766,0.0
