trial,window,start_date,end_date,n_trades,dip_pct,proximity_pct,profit_target_pct,stop_loss_pct,max_positions,max_hold_days,lookback_days,ref_price_method,sma_filter_period,market_breadth_filter,trailing_stop_pct,total_return,total_return_pct,sortino,sharpe,max_drawdown,max_drawdown_pct,n_days,final_equity,mean_daily_return,win_rate
14,w3,2025-09-15,2025-11-14,20,0.2,0.01,0.07,0.15,5,21,20,high,0,0.0,0.0,-0.33208292250904786,-33.20829225090478,-3.3679708908887864,-4.046182063916133,-0.34701529408179294,-34.70152940817929,26,6679.170774909521,-0.013561519934609958,10.0
15,w1,2026-01-13,2026-03-14,24,0.2,0.01,0.07,0.1,3,7,30,high,0,0.6,0.05,-0.255796990859568,-25.579699085956797,-10.766233245857782,-11.705197122563627,-0.2582646275999764,-25.826462759997643,16,7442.03009140432,-0.018996141299393046,0.0
15,w2,2025-11-14,2026-01-13,12,0.2,0.01,0.07,0.1,3,7,30,high,0,0.6,0.05,-0.3177244940077599,-31.772449400775987,-68.25087836043596,-7.930971613191089,-0.3177244940077599,-31.772449400775987,5,6822.755059922401,-0.07432655708472904,0.0
15,w3,2025-09-15,2025-11-14,32,0.2,0.01,0.07,0.1,3,7,30,high,0,0.6,0.05,-0.29401876132018095,-29.401876132018096,-21.763428573511387,-20.910142491044105,-0.29401876132018095,-29.401876132018096,14,7059.81238679819,-0.02613050102278017,0.0
16,w1,2026-01-13,2026-03-14,11,0.1,0.02,0.07,0.1,3,14,30,sma,20,0.0,0.05,0.04245398770509528,4.245398770509528,2.628561096541073,2.4444528902355227,-0.015070246991225802,-1.5070246991225802,61,10424.539877050953,0.0007082062357844874,60.0
16,w2,2025-11-14,2026-01-13,2,0.1,0.02,0.07,0.1,3,14,30,sma,20,0.0,0.05,-0.0037290894707410187,-0.3729089470741019,-118682.54600561988,-2.2111386976350236,-0.0041626802382625,-0.41626802382625,61,9962.70910529259,-6.212128377325507e-05,0.0
16,w3,2025-09-15,2025-11-14,4,0.1,0.02,0.07,0.1,3,14,30,sma,20,0.0,0.05,-0.05089910089910081,-5.089910089910081,-1.4778960713492717,-3.810284931520264,-0.05089910089910081,-5.089910089910081,61,9491.008991008992,-0.0008608266769126511,0.0
17,w1,2026-01-13,2026-03-14,0,0.25,0.02,0.15,0.08,5,7,30,sma,50,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,61,10000.0,0.0,0.0
17,w2,2025-11-14,2026-01-13,0,0.25,0.02,0.15,0.08,5,7,30,sma,50,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,61,10000.0,0.0,0.0
17,w3,2025-09-15,2025-11-14,0,0.25,0.02,0.15,0.08,5,7,30,sma,50,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,61,10000.0,0.0,0.0
18,w1,2026-01-13,2026-03-14,2,0.1,0.02,0.15,0.2,5,21,30,sma,50,0.0,0.0,-0.050399600399600425,-5.039960039960042,-1.40637315926234,-2.926026723084332,-0.05380795396654217,-5.380795396654217,61,9496.003996003996,-0.0008460312362663609,0.0
18,w2,2025-11-14,2026-01-13,0,0.1,0.02,0.15,0.2,5,21,30,sma,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,10000.0,0.0,0.0
18,w3,2025-09-15,2025-11-14,0,0.1,0.02,0.15,0.2,5,21,30,sma,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,10000.0,0.0,0.0
19,w1,2026-01-13,2026-03-14,46,0.1,0.02,0.1,0.2,3,21,10,high,0,0.0,0.03,-0.31837625096693134,-31.837625096693134,-18.560008012233965,-16.706975163875544,-0.31837625096693134,-31.837625096693134,8,6764.267402893693,-0.05142531831466579,21.73913043478261
19,w2,2025-11-14,2026-01-13,18,0.1,0.02,0.1,0.2,3,21,10,high,0,0.0,0.03,-0.41870615187447147,-41.87061518744714,-20.37309637063025,-20.37309637063025,-0.41870615187447147,-41.87061518744714,3,4242.345078145283,-0.21206521628222272,0.0
19,w3,2025-09-15,2025-11-14,52,0.1,0.02,0.1,0.2,3,21,10,high,0,0.0,0.03,-0.2554527950375374,-25.545279503753736,-16.713121065611922,-14.0075355447995,-0.27468890534431034,-27.468890534431033,10,7227.000271601424,-0.03128948905994039,19.230769230769234
20,w1,2026-01-13,2026-03-14,0,0.25,0.02,0.1,0.2,3,21,30,sma,50,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,10000.0,0.0,0.0
20,w2,2025-11-14,2026-01-13,0,0.25,0.02,0.1,0.2,3,21,30,sma,50,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,10000.0,0.0,0.0
20,w3,2025-09-15,2025-11-14,0,0.25,0.02,0.1,0.2,3,21,30,sma,50,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,10000.0,0.0,0.0
