dip_pct,profit_target_pct,stop_loss_pct,max_positions,max_hold_days,lookback_days,sma_filter_period,trailing_stop_pct,total_return,total_return_pct,sortino,sharpe,max_drawdown,max_drawdown_pct,n_days,final_equity,mean_daily_return,win_rate,n_trades
0.12,0.07,0.06,3,7,10,20,0.03,-0.1500065644059736,-15.00065644059736,-7.66365906726591,-5.5617027201940346,-0.2147981300117381,-21.47981300117381,30,8499.934355940264,-0.005414545247176567,50.0,68
0.15,0.07,0.06,5,14,10,10,0.0,-0.07008049448715185,-7.008049448715186,-7.936984769427564,-4.526772993050897,-0.11501079240179356,-11.501079240179356,30,9286.363636363636,-0.0024489362071060446,30.76923076923077,26
0.2,0.15,0.06,3,14,20,20,0.0,-0.09281718281718294,-9.281718281718295,-8.516031358317449,-8.42877209834235,-0.09281718281718294,-9.281718281718295,30,9071.82817182817,-0.0033247342485194556,0.0,12
0.2,0.1,0.08,5,14,10,10,0.0,-0.04091908091908081,-4.091908091908081,-8.897948534570421,-5.782726452116759,-0.04091908091908081,-4.091908091908081,30,9590.809190809192,-0.0014284758411200118,0.0,4
0.2,0.1,0.15,7,14,20,20,0.05,-0.045070736593662515,-4.5070736593662515,-8.911077326260502,-9.13589041809671,-0.04581037440804576,-4.581037440804576,30,9549.292634063375,-0.0015834974146241006,16.666666666666664,12
0.12,0.07,0.06,5,14,10,10,0.05,-0.20774954344129795,-20.774954344129796,-8.927480211285658,-7.132448175197694,-0.23616286092671424,-23.616286092671423,30,7756.235166312394,-0.007778221317930669,32.55813953488372,86
0.15,0.1,0.06,7,14,10,20,0.0,-0.07889109841842874,-7.889109841842874,-8.977604834444264,-5.565034514890698,-0.10010270062714317,-10.010270062714318,30,9211.089015815713,-0.002783957394453001,22.22222222222222,20
0.15,0.1,0.15,3,7,10,10,0.0,-0.12947853818033497,-12.947853818033497,-9.001785885985166,-5.39017060645976,-0.16516894787030198,-16.516894787030196,30,8693.202798513146,-0.004634364178011915,30.0,20
0.12,0.15,0.06,3,14,10,20,0.0,-0.18076943240384535,-18.076943240384537,-9.464109566546675,-5.492361959265226,-0.24948389560881243,-24.948389560881242,30,8192.305675961547,-0.006589675807810104,5.88235294117647,37
0.15,0.15,0.06,7,7,20,10,0.03,-0.31657009010637294,-31.657009010637292,-9.855243910812936,-7.657941726293143,-0.31657009010637294,-31.657009010637292,18,5440.259317849057,-0.020753215304447927,13.636363636363635,88
0.15,0.15,0.08,5,14,10,10,0.0,-0.11179126684566124,-11.179126684566123,-9.912752929695632,-5.2299169933702405,-0.16076262252241896,-16.076262252241897,30,8869.831455483007,-0.00397414638042992,18.181818181818183,24
0.2,0.07,0.06,5,7,10,0,0.05,-0.2669895300565035,-26.69895300565035,-10.092306383523063,-8.050263816497184,-0.2776126416683774,-27.76126416683774,19,7060.859371430844,-0.016332310832413106,23.52941176470588,68
0.2,0.15,0.08,7,7,20,20,0.0,-0.10229770229770202,-10.229770229770201,-10.994431155242875,-9.143132475285796,-0.10229770229770202,-10.229770229770201,30,8977.02297702298,-0.0036845123085330026,0.0,10
0.1,0.1,0.06,7,14,20,10,0.03,-0.2737412063140628,-27.374120631406278,-11.05647572597844,-8.074874237852015,-0.2737412063140628,-27.374120631406278,13,5460.010026021204,-0.024556966086007926,0.0,72
0.2,0.1,0.1,3,14,10,0,0.05,-0.2657077113799844,-26.570771137998438,-11.253597078460954,-9.382619103965151,-0.28042374055465674,-28.042374055465675,19,7073.20672769067,-0.016433577237763994,25.0,64
0.2,0.07,0.08,5,14,20,10,0.05,-0.25370965812556767,-25.37096581255677,-12.305643213120202,-11.64675481990782,-0.25370965812556767,-25.37096581255677,10,6311.932994726926,-0.03063193554143752,0.0,46
0.12,0.15,0.08,7,7,10,20,0.0,-0.20859681578009331,-20.859681578009333,-12.579020750714955,-7.795575379154306,-0.23350542474414743,-23.35054247441474,30,7914.031842199067,-0.0078496439688126,21.052631578947366,40
0.2,0.15,0.08,7,14,20,10,0.0,-0.25518046128548777,-25.518046128548775,-13.022683870865627,-11.569183311329379,-0.25518046128548777,-25.518046128548775,10,6299.493317468701,-0.030812937573398584,0.0,46
0.12,0.07,0.06,3,14,10,10,0.0,-0.22881803796544223,-22.881803796544222,-13.280833308060453,-10.516329627911857,-0.2553684019449228,-25.536840194492278,16,7573.526155271792,-0.01670096178934174,10.0,40
