trial,description,rank_metric,rank_score,val_return,val_sortino,val_wr,val_profitable_pct,train_return,train_sortino,train_wr,train_steps,elapsed_s,error,holdout_error,market_validation_error,replay_eval_error,holdout_robust_score,holdout_return_mean_pct,holdout_return_p25_pct,holdout_return_worst_pct,holdout_sortino_p25,holdout_max_drawdown_worst_pct,holdout_negative_return_rate,holdout_median_return_pct,holdout_p10_return_pct,holdout_median_sortino,holdout_p90_max_drawdown_pct,market_return_pct,market_sortino,market_max_drawdown_pct,market_trade_count,market_goodness_score,replay_daily_return_pct,replay_daily_sortino,replay_daily_max_drawdown_pct,replay_daily_trade_count,replay_hourly_return_pct,replay_hourly_sortino,replay_hourly_max_drawdown_pct,replay_hourly_trade_count,replay_hourly_order_count,replay_hourly_policy_return_pct,replay_hourly_policy_sortino,replay_hourly_policy_max_drawdown_pct,replay_hourly_policy_trade_count,replay_hourly_policy_order_count,hidden_size,lr,ent_coef,weight_decay,fill_slippage_bps,obs_norm,anneal_lr,anneal_ent,anneal_clip,lr_schedule,arch,fee_rate,trade_penalty,drawdown_penalty,downside_penalty,smooth_downside_penalty,smooth_downside_temperature,smoothness_penalty,gamma
20,robust_reg_wd02,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.02,8.0,True,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
21,robust_reg_tp005,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.05,8.0,True,True,False,False,none,mlp,0.001,0.005,0.0,0.0,0.0,0.02,0.0,0.99
22,robust_reg_tp01,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.05,8.0,True,True,False,False,none,mlp,0.001,0.01,0.0,0.0,0.0,0.02,0.0,0.99
23,robust_reg_tp005_sds02,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.05,8.0,True,True,False,False,none,mlp,0.001,0.005,0.0,0.0,0.2,0.02,0.0,0.99
24,robust_reg_tp005_sds02_t01,none,,,,,,850.7855,67.64,0.95,5734400,300.5675530433655,"Traceback (most recent call last): File ""<frozen runpy>"", line 198, in _run_module_as_main File ""<frozen runpy>"", line 88, in _run_code File ""/nvme0n1-disk/code/stock-prediction/pufferlib_market/evaluate.py"", line 452, in <module> main() ~~~~^^ File ""/nvme0n1-disk/code/stock-prediction/pufferlib_market/evaluate.py"", line 335, in main ckpt = torch.load(args.checkpoint, map_location=device, weigh...","Traceback (most recent call last): File ""<frozen runpy>"", line 198, in _run_module_as_main File ""<frozen runpy>"", line 88, in _run_code File ""/nvme0n1-disk/code/stock-prediction/pufferlib_market/evaluate_holdout.py"", line 453, in <module> main() ~~~~^^ File ""/nvme0n1-disk/code/stock-prediction/pufferlib_market/evaluate_holdout.py"", line 288, in main payload = torch.load(str(Path(args.checkpoint...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.05,8.0,True,True,False,False,none,mlp,0.001,0.005,0.0,0.0,0.2,0.01,0.0,0.99
25,robust_reg_tp005_sds02_t05,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.05,8.0,True,True,False,False,none,mlp,0.001,0.005,0.0,0.0,0.2,0.05,0.0,0.99
26,robust_reg_tp005_dd002,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.05,8.0,True,True,False,False,none,mlp,0.001,0.005,0.02,0.0,0.0,0.02,0.0,0.99
27,robust_reg_tp005_sm001,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.05,8.0,True,True,False,False,none,mlp,0.001,0.005,0.0,0.0,0.0,0.02,0.01,0.99
28,robust_reg_tp005_ent,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.08,0.05,8.0,True,True,True,False,none,mlp,0.001,0.005,0.0,0.0,0.0,0.02,0.0,0.99
29,robust_reg_h512_tp005,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,0.0003,0.05,0.05,8.0,True,True,False,False,none,mlp,0.001,0.005,0.0,0.0,0.0,0.02,0.0,0.99
30,kitchen_sink,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.01,8.0,True,True,True,True,cosine,mlp,0.001,0.01,0.0,0.2,0.0,0.02,0.0,0.99
31,h512,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
32,h256,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
33,h512_wd01,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,0.0003,0.05,0.01,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
34,ent_001,,,,,,,,,,0,,no checkpoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.01,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
