trial,description,rank_metric,rank_score,val_return,val_sortino,val_wr,val_profitable_pct,train_return,train_sortino,train_wr,train_steps,elapsed_s,error,holdout_error,market_validation_error,replay_eval_error,holdout_robust_score,holdout_return_mean_pct,holdout_return_p25_pct,holdout_return_worst_pct,holdout_sortino_p25,holdout_max_drawdown_worst_pct,holdout_negative_return_rate,holdout_median_return_pct,holdout_p10_return_pct,holdout_median_sortino,holdout_p90_max_drawdown_pct,market_return_pct,market_sortino,market_max_drawdown_pct,market_trade_count,market_goodness_score,replay_daily_return_pct,replay_daily_sortino,replay_daily_max_drawdown_pct,replay_daily_trade_count,replay_hourly_return_pct,replay_hourly_sortino,replay_hourly_max_drawdown_pct,replay_hourly_trade_count,replay_hourly_order_count,replay_hourly_policy_return_pct,replay_hourly_policy_sortino,replay_hourly_policy_max_drawdown_pct,replay_hourly_policy_trade_count,replay_hourly_policy_order_count,hidden_size,lr,ent_coef,weight_decay,fill_slippage_bps,obs_norm,anneal_lr,anneal_ent,anneal_clip,lr_schedule,arch,fee_rate,trade_penalty,drawdown_penalty,downside_penalty,smooth_downside_penalty,smooth_downside_temperature,smoothness_penalty,gamma
0,stock_ent_03,holdout_robust_score,-161.46694036797052,-0.3904,-2.17,0.4576,0.0,8.867,7.07,0.62,4325376,90.79085683822632,,,,,-161.46694036797052,-19.04499968794753,-23.32128794598045,-29.559197604575594,-3.6346162060428333,33.67931677997976,1.0,-19.704595427214237,-25.576551157035947,-3.1808335842510456,33.6793167799797,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.03,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
1,stock_ent_05,holdout_robust_score,19.19308599452309,-0.1422,-0.44,0.3333,0.0,4.5561,5.71,0.58,4358144,90.77640628814697,,,,,19.19308599452309,34.3384695300308,14.431242239344643,4.08618807818244,2.8484832976765064,15.679925439775424,0.0,41.974826789618966,8.430588915312761,5.0620570292053415,15.24048739630009,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
2,stock_ent_08,holdout_robust_score,-24.790771382967897,-0.3025,-2.01,0.42,0.0,3.7575,4.9,0.57,4456448,90.90813088417053,,,,,-24.790771382967897,3.3621227164552594,0.6712295497578952,-4.117290596552812,0.48251349902052,7.989881532061912,0.25,4.239657325422478,-0.7411766635753702,1.776656558757311,7.989881532061909,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.08,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
3,stock_h512,holdout_robust_score,-96.68699502484442,0.1065,0.51,0.5714,100.0,6.5038,6.72,0.6,4947968,90.75183033943176,,,,,-96.68699502484442,-3.8449620689506907,-10.960757343077994,-20.18016036576487,-1.857672063332053,21.60753238022586,0.6,-3.049077801858084,-12.453118798864026,-0.40815059431496986,20.760073030148405,,,,,,,,,,,,,,,,,,,,512,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
4,stock_h1024,holdout_robust_score,-141.21716472582773,0.006,0.35,0.5676,100.0,7.2844,6.84,0.59,4390912,90.75338387489319,,,,,-141.21716472582773,-13.294135907251135,-18.787905480177358,-24.086546886686374,-4.146192139383515,25.0777959697145,1.0,-13.65787516856616,-20.544556801848035,-3.0476633857370583,23.516936949586757,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
5,stock_slip_5bps,holdout_robust_score,-123.1925052427065,-0.1697,-0.67,0.4182,0.0,5.248,6.13,0.59,4292608,90.35010075569153,,,,,-123.1925052427065,-9.69293332156776,-17.063267864451845,-21.983414245244848,-2.3123500125782255,29.02126374679436,0.8,-13.393932516859886,-20.15482327130052,-1.6837087651175726,25.93239912645681,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,5.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
6,stock_slip_10bps,holdout_robust_score,-158.44222421688312,-0.133,-0.82,0.5652,0.0,7.4744,6.71,0.59,4587520,90.80708384513855,,,,,-158.44222421688312,-15.701493431404813,-22.299757725676034,-30.250038294071846,-4.530416984037869,31.36194553839623,0.95,-15.486981067396446,-26.518135260906977,-3.2802836624221055,29.704088467273632,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,10.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
7,stock_slip_15bps,holdout_robust_score,-136.62219292975644,-0.0374,0.1,0.5,0.0,4.5498,5.63,0.59,4292608,90.6182951927185,,,,,-136.62219292975644,-9.7974435192994,-13.364647287147426,-29.600163773838993,-2.3559887270389366,29.98214945874268,0.85,-8.367448058024065,-21.35652149961907,-1.49876617420655,26.45633774420148,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,15.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
8,stock_cosine_lr,holdout_robust_score,-192.17876766420392,-0.373,-2.55,0.3704,0.0,0.0334,0.43,0.51,4554752,90.62678241729736,,,,,-192.17876766420392,-24.65557451993842,-33.73889240953503,-38.35000242476426,-4.983932562491315,38.5658580790738,1.0,-26.303049734599803,-36.67880324514445,-4.460289608551216,36.61340062879192,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,cosine,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
9,stock_no_anneal,holdout_robust_score,-230.30216203683125,-0.0666,-0.05,0.4483,0.0,4.8705,5.47,0.58,4292608,90.58453416824341,,,,,-230.30216203683125,-29.6908709088165,-43.14515909164786,-48.41870406139396,-7.183276517763616,50.23391765619289,0.95,-29.763216088545306,-46.12250121970982,-4.970421927415425,47.264401594696444,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,False,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
10,stock_high_gamma_999,holdout_robust_score,-186.0984195835026,0.1242,0.59,0.55,100.0,3.2915,4.47,0.57,4587520,90.8586847782135,,,,,-186.0984195835026,-19.206915715084044,-31.33514631463987,-38.569006227438294,-4.542236862946799,39.591990835218844,0.95,-22.694766219708217,-32.04075806959118,-3.2110269043636617,36.53509943437751,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.999
11,stock_gamma_995,holdout_robust_score,-161.1033974539891,-0.324,-2.41,0.42,0.0,4.4473,5.64,0.58,4521984,90.77791690826416,,,,,-161.1033974539891,-13.755805220472473,-25.70859999075075,-30.30717406283031,-5.36119405880523,31.67892440917619,0.95,-10.2640042840379,-27.539946038142265,-2.336242495339918,30.796506460450345,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.995
