trial,description,gpu_type,rank_metric,rank_score,val_return,val_sortino,val_wr,val_profitable_pct,train_return,train_sortino,train_wr,train_steps,elapsed_s,error,holdout_error,market_validation_error,replay_eval_error,holdout_robust_score,holdout_return_mean_pct,holdout_return_p25_pct,holdout_return_worst_pct,holdout_sortino_p25,holdout_max_drawdown_worst_pct,holdout_negative_return_rate,holdout_median_return_pct,holdout_p10_return_pct,holdout_median_sortino,holdout_p90_max_drawdown_pct,market_return_pct,market_sortino,market_max_drawdown_pct,market_trade_count,market_goodness_score,replay_daily_return_pct,replay_daily_sortino,replay_daily_max_drawdown_pct,replay_daily_trade_count,replay_daily_pnl_smoothness,replay_daily_ulcer_index,replay_daily_goodness_score,replay_hourly_return_pct,replay_hourly_sortino,replay_hourly_max_drawdown_pct,replay_hourly_trade_count,replay_hourly_order_count,replay_hourly_pnl_smoothness,replay_hourly_ulcer_index,replay_hourly_goodness_score,replay_hourly_policy_return_pct,replay_hourly_policy_sortino,replay_hourly_policy_max_drawdown_pct,replay_hourly_policy_trade_count,replay_hourly_policy_order_count,replay_hourly_policy_pnl_smoothness,replay_hourly_policy_ulcer_index,replay_hourly_policy_goodness_score,replay_daily_robust_median_return_pct,replay_daily_robust_worst_return_pct,replay_daily_robust_worst_sortino,replay_daily_robust_worst_max_drawdown_pct,replay_hourly_robust_median_return_pct,replay_hourly_robust_worst_return_pct,replay_hourly_robust_worst_sortino,replay_hourly_robust_worst_max_drawdown_pct,replay_hourly_policy_robust_median_return_pct,replay_hourly_policy_robust_worst_return_pct,replay_hourly_policy_robust_worst_sortino,replay_hourly_policy_robust_worst_max_drawdown_pct,replay_combo_score,replay_combo_return_mean_pct,replay_combo_return_worst_pct,replay_combo_sortino_p25,replay_combo_max_drawdown_worst_pct,replay_combo_negative_return_rate,replay_combo_scenario_count,smooth_score,smooth_error,smooth_5d_p10_sortino,smooth_15d_p10_sortino,smooth_30d_p10_sortino,smooth_60d_p10_sortino,smooth_90d_p10_sortino,hidden_size,lr,ent_coef,weight_decay,fill_slippage_bps,obs_norm,anneal_lr,anneal_ent,anneal_clip,lr_schedule,arch,fee_rate,trade_penalty,drawdown_penalty,downside_penalty,smooth_downside_penalty,smooth_downside_temperature,smoothness_penalty,gamma
0,stock_ent_05,a40,holdout_robust_score,-135.6427618381262,0.1957,0.99,1.0,100.0,-0.1771,-0.41,0.51,10059776,500.29492378234863,,,,,-135.6427618381262,-7.6592768996872405,-16.865691890919155,-29.94759309457942,-1.2613474229648474,33.645775581772284,0.75,-6.021238852323031,-20.453305894404807,-0.2773147790677202,33.64577558177228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
