checkpoint,universe,period,return_pct,annualized_pct,sortino,max_dd_pct,num_trades,win_rate,avg_hold
autoresearch_daily/envs_256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-10.44,-28.48,-0.139,35.53,92,54.3,1.3
autoresearch_daily/envs_256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-32.3,-54.67,-0.655,53.46,135,53.3,1.3
autoresearch_daily/ep_360h,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,8.72,176.39,2.464,18.16,19,63.2,1.6
autoresearch_daily/ep_360h,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,1.08,6.77,0.744,20.02,37,54.1,1.6
autoresearch_daily/ep_360h,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,1.3,5.37,0.65,27.73,62,50.0,1.5
autoresearch_daily/ep_360h,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-25.8,-59.65,-1.102,41.62,86,51.2,1.4
autoresearch_daily/ep_360h,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-50.64,-76.11,-1.597,58.87,139,48.9,1.3
autoresearch_daily/fee_2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-19.61,-92.97,-4.409,29.64,23,34.8,1.3
autoresearch_daily/fee_2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-26.9,-85.14,-2.433,43.33,32,46.9,1.9
autoresearch_daily/fee_2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-23.84,-66.86,-1.522,43.19,54,53.7,1.7
autoresearch_daily/fee_2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-47.09,-85.57,-2.935,51.11,79,48.1,1.5
autoresearch_daily/fee_2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-46.63,-72.01,-1.697,52.5,128,49.2,1.4
autoresearch_daily/gamma_999,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-0.79,-9.21,0.388,26.14,21,71.4,1.4
autoresearch_daily/gamma_999,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,30.08,395.13,3.546,22.29,40,65.0,1.5
autoresearch_daily/gamma_999,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,17.76,94.05,1.917,21.74,61,60.7,1.5
autoresearch_daily/gamma_999,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-23.0,-54.84,-0.916,34.51,90,55.6,1.3
autoresearch_daily/gamma_999,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-41.62,-66.42,-1.404,53.02,146,56.8,1.2
autoresearch_daily/h256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-18.4,-91.57,-3.945,29.32,23,39.1,1.3
autoresearch_daily/h256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-11.91,-53.76,-0.655,26.52,44,52.3,1.4
autoresearch_daily/h256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-3.26,-12.58,0.322,31.65,73,50.7,1.2
autoresearch_daily/h256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-9.47,-26.1,0.006,27.67,97,50.5,1.2
autoresearch_daily/h256,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-21.54,-38.85,-0.403,28.44,139,46.0,1.3
autoresearch_daily/h512,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,6.58,117.18,2.041,23.05,19,63.2,1.6
autoresearch_daily/h512,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,8.13,60.85,1.371,22.78,37,59.5,1.6
autoresearch_daily/h512,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,54.01,476.3,4.102,22.78,62,66.1,1.5
autoresearch_daily/h512,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,4.17,13.23,0.751,33.07,82,61.0,1.5
autoresearch_daily/h512,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-25.88,-45.52,-0.505,56.96,120,55.0,1.5
autoresearch_daily/h512_wd01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,0.48,5.97,0.605,24.48,24,62.5,1.2
autoresearch_daily/h512_wd01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-15.63,-64.43,-1.046,29.29,45,57.8,1.3
autoresearch_daily/h512_wd01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-5.22,-19.55,0.105,34.74,65,56.9,1.4
autoresearch_daily/h512_wd01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-39.27,-78.06,-2.104,48.72,94,53.2,1.3
autoresearch_daily/h512_wd01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-66.04,-88.81,-2.489,71.55,144,54.2,1.2
autoresearch_daily/kitchen_sink,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-2.06,-22.34,-0.003,14.57,16,43.8,1.9
autoresearch_daily/kitchen_sink,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,0.16,0.96,0.681,18.71,35,45.7,1.7
autoresearch_daily/kitchen_sink,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,9.61,45.1,1.506,27.88,59,44.1,1.5
autoresearch_daily/kitchen_sink,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,20.63,76.9,1.85,27.8,77,46.8,1.6
autoresearch_daily/kitchen_sink,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-0.91,-1.84,0.598,49.12,117,51.3,1.5
autoresearch_daily/lr_1e4,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-0.18,-2.15,0.456,23.82,25,52.0,1.2
autoresearch_daily/lr_1e4,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-9.01,-43.69,-0.309,28.21,41,53.7,1.5
autoresearch_daily/lr_1e4,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-8.05,-28.86,-0.051,32.52,61,54.1,1.5
autoresearch_daily/lr_1e4,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-41.74,-80.67,-2.137,49.93,84,48.8,1.4
autoresearch_daily/lr_1e4,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-59.56,-84.05,-1.944,66.6,129,50.4,1.4
autoresearch_daily/obs_norm,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-6.35,-54.99,-1.36,15.84,20,35.0,1.5
autoresearch_daily/obs_norm,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-2.28,-13.08,0.412,17.0,41,48.8,1.5
autoresearch_daily/obs_norm,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,45.65,359.5,4.166,15.52,60,55.0,1.5
autoresearch_daily/obs_norm,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,15.95,56.84,1.545,30.31,88,47.7,1.4
autoresearch_daily/obs_norm,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-26.41,-46.31,-0.483,46.48,141,50.4,1.3
autoresearch_daily/random_mut_1807,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,1.11,14.35,0.779,23.78,12,58.3,2.5
autoresearch_daily/random_mut_1807,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-7.11,-36.14,-0.012,33.5,29,51.7,2.1
autoresearch_daily/random_mut_1807,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-2.48,-9.69,0.383,34.6,53,49.1,1.7
autoresearch_daily/random_mut_1807,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-8.99,-24.92,0.061,32.11,81,50.6,1.5
autoresearch_daily/random_mut_1807,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-39.84,-64.32,-1.225,50.47,116,49.1,1.6
autoresearch_daily/reg_combo_1,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-2.4,-25.55,-0.029,22.43,16,43.8,1.9
autoresearch_daily/reg_combo_1,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,26.1,309.87,3.181,22.53,36,55.6,1.7
autoresearch_daily/reg_combo_1,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,35.82,246.13,3.154,22.53,58,56.9,1.6
autoresearch_daily/reg_combo_1,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-11.13,-30.16,-0.158,35.48,78,51.3,1.5
autoresearch_daily/reg_combo_1,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-32.07,-54.35,-0.705,51.18,123,46.3,1.5
autoresearch_daily/reg_combo_2,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,18.53,690.8,6.514,9.52,26,65.4,1.2
autoresearch_daily/reg_combo_2,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,17.83,171.29,2.448,16.14,47,59.6,1.3
autoresearch_daily/reg_combo_2,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,19.73,107.58,2.142,23.46,70,54.3,1.3
autoresearch_daily/reg_combo_2,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-1.55,-4.64,0.457,28.95,97,50.5,1.2
autoresearch_daily/reg_combo_2,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-60.84,-85.06,-2.228,67.06,149,47.7,1.2
autoresearch_daily/reg_combo_3,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-14.81,-85.77,-3.33,22.79,24,41.7,1.2
autoresearch_daily/reg_combo_3,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-11.01,-50.81,-0.605,32.64,40,52.5,1.5
autoresearch_daily/reg_combo_3,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,0.72,2.94,0.569,32.64,60,55.0,1.5
autoresearch_daily/reg_combo_3,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-5.26,-15.17,0.151,32.64,81,50.6,1.5
autoresearch_daily/reg_combo_3,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-1.87,-3.75,0.507,34.17,124,50.8,1.5
autoresearch_daily/resmlp,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-24.55,-96.75,-4.689,30.27,24,41.7,1.2
autoresearch_daily/resmlp,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,2.85,18.63,0.961,28.55,39,53.8,1.5
autoresearch_daily/resmlp,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,47.99,390.2,5.246,17.27,68,60.3,1.3
autoresearch_daily/resmlp,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,40.53,181.49,3.098,27.9,95,57.9,1.3
autoresearch_daily/resmlp,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,16.12,35.4,1.136,48.31,144,52.1,1.2
autoresearch_daily/resmlp_wd,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-32.14,-99.11,-6.573,37.42,22,40.9,1.4
autoresearch_daily/resmlp_wd,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-14.52,-61.51,-0.831,44.43,44,56.8,1.4
autoresearch_daily/resmlp_wd,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,40.63,298.56,3.694,19.95,65,58.5,1.4
autoresearch_daily/resmlp_wd,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,2.2,6.84,0.711,26.54,95,54.7,1.3
autoresearch_daily/resmlp_wd,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-53.27,-78.62,-2.387,58.39,146,46.6,1.2
autoresearch_daily/seed_123,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-1.53,-17.14,0.208,22.27,28,60.7,1.1
autoresearch_daily/seed_123,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,41.08,711.36,4.591,20.09,43,60.5,1.4
autoresearch_daily/seed_123,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,6.41,28.64,1.044,23.18,65,53.8,1.4
autoresearch_daily/seed_123,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-21.16,-51.48,-0.854,33.67,94,55.3,1.3
autoresearch_daily/seed_123,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-53.06,-78.43,-2.158,70.05,146,50.0,1.2
autoresearch_daily/seed_7,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-14.34,-84.78,-3.083,22.7,22,45.5,1.4
autoresearch_daily/seed_7,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-11.49,-52.4,-0.663,28.99,43,51.2,1.4
autoresearch_daily/seed_7,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-28.7,-74.63,-2.126,31.15,68,45.6,1.3
autoresearch_daily/seed_7,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-51.75,-89.1,-3.584,51.7,94,43.6,1.3
autoresearch_daily/seed_7,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-74.04,-93.51,-3.617,74.04,131,41.2,1.4
autoresearch_daily/slip_10bps,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-19.86,-93.23,-4.301,29.54,24,37.5,1.2
autoresearch_daily/slip_10bps,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,5.24,36.46,1.15,29.48,46,52.2,1.3
autoresearch_daily/slip_10bps,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,30.12,190.9,2.774,28.83,71,54.9,1.3
autoresearch_daily/slip_10bps,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,16.55,59.32,1.492,28.56,96,54.2,1.2
autoresearch_daily/slip_10bps,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-42.91,-67.91,-1.134,60.9,141,53.9,1.3
autoresearch_daily/slip_5bps,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-17.47,-90.33,-3.865,25.72,27,51.9,1.1
autoresearch_daily/slip_5bps,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-7.95,-39.6,-0.22,27.47,41,56.1,1.5
autoresearch_daily/slip_5bps,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,18.09,96.3,1.876,29.2,68,58.8,1.3
autoresearch_daily/slip_5bps,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-34.71,-72.66,-1.67,37.97,98,53.1,1.2
autoresearch_daily/slip_5bps,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-51.45,-76.89,-1.617,53.12,139,51.8,1.3
autoresearch_daily/smooth_ds,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-11.21,-76.45,-1.779,24.02,21,47.6,1.4
autoresearch_daily/smooth_ds,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,8.44,63.73,1.441,28.51,38,52.6,1.6
autoresearch_daily/smooth_ds,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-1.86,-7.33,0.321,27.18,63,50.8,1.4
autoresearch_daily/smooth_ds,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-34.77,-72.73,-1.986,38.31,85,51.8,1.4
autoresearch_daily/smooth_ds,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-59.93,-84.35,-2.24,63.45,135,49.6,1.3
autoresearch_daily/trade_pen_01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,4.68,74.37,1.438,22.32,23,65.2,1.3
autoresearch_daily/trade_pen_01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,10.3,81.53,1.654,19.87,46,60.9,1.3
autoresearch_daily/trade_pen_01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,6.4,28.63,1.029,25.05,66,56.1,1.4
autoresearch_daily/trade_pen_01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-30.81,-67.38,-1.547,42.85,98,53.1,1.2
autoresearch_daily/trade_pen_01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-51.21,-76.66,-1.674,60.41,148,48.0,1.2
autoresearch_daily/trade_pen_05,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-12.91,-81.39,-2.175,25.82,18,55.6,1.7
autoresearch_daily/trade_pen_05,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,24.11,272.01,3.017,16.42,30,60.0,2.0
autoresearch_daily/trade_pen_05,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,58.74,551.51,4.546,17.03,51,60.8,1.8
autoresearch_daily/trade_pen_05,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,31.91,132.2,2.337,28.97,67,59.7,1.8
autoresearch_daily/trade_pen_05,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,14.84,32.4,1.112,38.93,113,54.9,1.6
autoresearch_daily/wd_005,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-11.03,-75.87,-2.266,21.93,21,57.1,1.4
autoresearch_daily/wd_005,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-6.9,-35.29,-0.134,22.54,45,55.6,1.3
autoresearch_daily/wd_005,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,7.56,34.38,1.11,23.8,67,59.7,1.3
autoresearch_daily/wd_005,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-15.7,-40.52,-0.495,36.78,92,58.7,1.3
autoresearch_daily/wd_005,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-48.09,-73.54,-1.513,58.24,144,53.5,1.2
autoresearch_daily/wd_01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,1.09,14.06,0.715,17.74,21,66.7,1.4
autoresearch_daily/wd_01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-14.45,-61.32,-1.081,36.0,46,56.5,1.3
autoresearch_daily/wd_01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-11.99,-40.44,-0.567,36.87,74,54.1,1.2
autoresearch_daily/wd_01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-21.3,-51.74,-0.905,36.75,94,52.1,1.3
autoresearch_daily/wd_01,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-50.82,-76.29,-1.692,55.21,135,51.1,1.3
autoresearch_daily/wd_05,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-4.38,-42.03,-0.613,18.79,28,53.6,1.1
autoresearch_daily/wd_05,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,13.55,116.66,2.141,19.2,48,54.2,1.2
autoresearch_daily/wd_05,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,31.28,201.52,3.097,19.2,68,58.8,1.3
autoresearch_daily/wd_05,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-7.35,-20.73,0.063,30.28,91,53.8,1.3
autoresearch_daily/wd_05,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-27.06,-47.26,-0.603,50.41,127,52.8,1.4
autoresearch_daily/wd_1,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-0.3,-3.58,0.431,23.09,26,61.5,1.2
autoresearch_daily/wd_1,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,12.26,102.1,1.835,18.6,38,60.5,1.6
autoresearch_daily/wd_1,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,3.0,12.75,0.764,24.51,63,58.7,1.4
autoresearch_daily/wd_1,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-18.65,-46.63,-0.665,26.7,90,56.7,1.3
autoresearch_daily/wd_1,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-56.89,-81.84,-2.1,59.54,140,51.4,1.3
autoresearch_daily_combos/tp04_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-5.37,-48.92,-0.919,21.19,8,50.0,3.8
autoresearch_daily_combos/tp04_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-23.12,-79.79,-1.757,25.56,21,47.6,2.9
autoresearch_daily_combos/tp04_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,3.93,16.94,0.918,25.56,32,62.5,2.8
autoresearch_daily_combos/tp04_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-17.73,-44.78,-0.498,25.56,42,54.8,2.9
autoresearch_daily_combos/tp04_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-36.4,-60.06,-0.72,40.68,66,53.0,2.7
autoresearch_daily_combos/tp05_cos_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,24.88,1392.42,8.315,11.54,5,80.0,6.0
autoresearch_daily_combos/tp05_cos_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,36.13,552.97,4.119,15.41,17,64.7,3.5
autoresearch_daily_combos/tp05_cos_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,42.89,325.2,3.665,15.42,29,69.0,3.1
autoresearch_daily_combos/tp05_cos_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,35.01,149.18,2.546,16.14,36,55.6,3.3
autoresearch_daily_combos/tp05_cos_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,30.24,70.87,1.559,38.75,62,58.1,2.9
autoresearch_daily_combos/tp05_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-6.02,-53.01,-1.118,21.05,8,50.0,3.8
autoresearch_daily_combos/tp05_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,9.62,74.82,1.778,21.05,23,60.9,2.6
autoresearch_daily_combos/tp05_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-6.56,-24.06,0.103,24.72,33,51.5,2.7
autoresearch_daily_combos/tp05_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-18.21,-45.74,-0.524,24.51,44,47.7,2.7
autoresearch_daily_combos/tp05_cosine,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-27.37,-47.72,-0.489,31.09,71,54.9,2.5
autoresearch_daily_combos/tp05_ent001,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-19.27,-92.6,-3.451,28.28,18,33.3,1.7
autoresearch_daily_combos/tp05_ent001,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-2.78,-15.76,0.337,25.15,36,50.0,1.7
autoresearch_daily_combos/tp05_ent001,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,52.07,447.38,4.444,18.8,55,56.4,1.6
autoresearch_daily_combos/tp05_ent001,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,4.98,15.93,0.828,26.66,76,50.0,1.6
autoresearch_daily_combos/tp05_ent001,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-34.62,-57.76,-0.965,53.79,105,48.6,1.7
autoresearch_daily_combos/tp05_ent003,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-28.19,-98.22,-5.376,36.06,11,45.5,2.7
autoresearch_daily_combos/tp05_ent003,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-18.92,-72.08,-1.362,29.51,28,53.6,2.1
autoresearch_daily_combos/tp05_ent003,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,6.51,29.13,1.05,24.12,44,52.3,2.0
autoresearch_daily_combos/tp05_ent003,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-15.97,-41.09,-0.359,29.48,66,45.5,1.8
autoresearch_daily_combos/tp05_ent003,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-38.79,-63.04,-0.914,52.09,103,49.5,1.7
autoresearch_daily_combos/tp05_ep120,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-11.02,-75.85,-1.663,24.6,12,50.0,2.5
autoresearch_daily_combos/tp05_ep120,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,41.26,717.62,4.715,24.6,30,60.0,2.0
autoresearch_daily_combos/tp05_ep120,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,12.77,62.79,1.646,28.36,55,50.9,1.6
autoresearch_daily_combos/tp05_ep120,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-29.21,-65.03,-1.44,47.69,76,46.1,1.6
autoresearch_daily_combos/tp05_ep120,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-50.19,-75.66,-1.54,65.88,112,50.9,1.6
autoresearch_daily_combos/tp05_ep60,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,-22.76,-95.68,-4.267,33.67,17,52.9,1.8
autoresearch_daily_combos/tp05_ep60,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,-20.4,-75.04,-1.41,37.72,33,51.5,1.8
autoresearch_daily_combos/tp05_ep60,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,90,-15.61,-49.77,-0.701,35.36,53,56.6,1.7
autoresearch_daily_combos/tp05_ep60,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,120,-35.96,-74.23,-1.986,37.96,73,53.4,1.6
autoresearch_daily_combos/tp05_ep60,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,180,-51.81,-77.25,-1.939,55.0,112,51.8,1.6
autoresearch_daily_combos/tp05_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,30,19.33,758.55,6.174,14.05,20,65.0,1.5
autoresearch_daily_combos/tp05_fee2x,BTCUSD+ETHUSD+SOLUSD+LTCUSD+AVAXUSD,60,21.97,234.7,3.54,18.04,35,51.4,1.7
