trial,description,rank_metric,rank_score,val_return,val_sortino,val_wr,val_profitable_pct,train_return,train_sortino,train_wr,train_steps,elapsed_s,error,holdout_error,market_validation_error,replay_eval_error,holdout_robust_score,holdout_return_mean_pct,holdout_return_p25_pct,holdout_return_worst_pct,holdout_sortino_p25,holdout_max_drawdown_worst_pct,holdout_negative_return_rate,holdout_median_return_pct,holdout_p10_return_pct,holdout_median_sortino,holdout_p90_max_drawdown_pct,market_return_pct,market_sortino,market_max_drawdown_pct,market_trade_count,market_goodness_score,replay_daily_return_pct,replay_daily_sortino,replay_daily_max_drawdown_pct,replay_daily_trade_count,replay_hourly_return_pct,replay_hourly_sortino,replay_hourly_max_drawdown_pct,replay_hourly_trade_count,replay_hourly_order_count,replay_hourly_policy_return_pct,replay_hourly_policy_sortino,replay_hourly_policy_max_drawdown_pct,replay_hourly_policy_trade_count,replay_hourly_policy_order_count,hidden_size,lr,ent_coef,weight_decay,fill_slippage_bps,obs_norm,anneal_lr,anneal_ent,anneal_clip,lr_schedule,arch,fee_rate,trade_penalty,drawdown_penalty,downside_penalty,smooth_downside_penalty,smooth_downside_temperature,smoothness_penalty,gamma
0,stock_ent_03,holdout_robust_score,-118.24950532533374,0.0807,0.87,0.5091,100.0,30.7157,9.84,0.64,4358144,90.84366106987,,,,,-118.24950532533374,-8.203703589145618,-15.069076929309492,-23.36686578082028,-3.287045477917249,25.21204819062668,0.7,-6.114399525663675,-21.228906898795206,-1.3701720471004086,24.152905406562468,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.03,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
1,stock_ent_05,holdout_robust_score,-88.9343862546891,-0.1451,0.46,0.5128,0.0,20.3565,8.92,0.61,4325376,90.90516114234924,,,,,-88.9343862546891,-4.112628206455622,-8.828638224984015,-12.617577548278621,-2.429685631675869,15.271037759547546,0.8,-7.02712178344147,-10.636798402153214,-1.5439451525359478,14.444086154289092,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
2,stock_ent_08,holdout_robust_score,-32.1410466941698,0.167,1.14,0.6379,100.0,17.1403,8.45,0.62,4423680,90.49138927459717,,,,,-32.1410466941698,6.179789116842198,2.629040291895285,-7.260735075924712,1.1814547679645557,19.586107510154587,0.15,6.300653928553074,-1.3170160868139447,2.205451021069811,19.586107510154516,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.08,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
3,stock_h512,holdout_robust_score,-156.12054233433435,-0.3767,-2.95,0.3953,0.0,21.6259,8.95,0.62,5046272,90.65882730484009,,,,,-156.12054233433435,-17.737154941954124,-24.9066602713195,-26.490014311834887,-4.99505186896132,28.911335277971205,1.0,-22.37849110983455,-25.855459317964787,-4.581518085390773,28.169477485527754,,,,,,,,,,,,,,,,,,,,512,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
4,stock_h1024,holdout_robust_score,-80.91567562954405,0.2066,1.21,0.5484,100.0,23.7753,9.57,0.64,4554752,90.34040951728821,,,,,-80.91567562954405,-1.2375687978010994,-9.051321623877033,-16.059046173230254,-2.079097180815145,18.851966234766458,0.5,0.32903372406404735,-11.69564770853967,0.3489088752251869,17.782828091859926,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
5,stock_slip_5bps,holdout_robust_score,-116.86747137623607,-0.0829,0.06,0.5714,0.0,19.4129,9.59,0.64,4456448,90.33753228187561,,,,,-116.86747137623607,-5.791272505244999,-16.989781340966307,-22.919713775027788,-3.5824669119563666,26.280154886075536,0.65,-6.749379700870477,-19.194468372360866,-1.2670772120087999,24.113069002521737,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,5.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
6,stock_slip_10bps,holdout_robust_score,-79.58790436766186,0.2011,0.86,0.5714,100.0,22.6479,9.53,0.64,4554752,90.34510278701782,,,,,-79.58790436766186,1.1714575610804192,-10.01295091385326,-17.2672710046851,-1.4842526138354954,22.9183232143821,0.4,4.877941151162495,-15.444064861631029,1.272461377721247,22.66401218379276,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,10.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
7,stock_slip_15bps,holdout_robust_score,-148.97065631755356,-0.2133,-0.77,0.4821,0.0,21.5835,9.55,0.63,4358144,90.37133169174194,,,,,-148.97065631755356,-13.311573160602805,-19.03647813887041,-28.397879910211433,-4.2506669593292,29.12710232530425,0.95,-12.669182194044371,-21.819981632238218,-2.8745516840159673,28.39445328615949,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,15.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
8,stock_cosine_lr,holdout_robust_score,-111.05569756883139,0.0721,0.89,0.463,100.0,0.258,0.81,0.52,4292608,90.4035050868988,,,,,-111.05569756883139,-8.42089141129749,-11.715745404338882,-16.25130418458759,-3.566381093048027,18.225971209852503,0.95,-8.648323845991698,-15.028563753268726,-2.429390771401314,17.85183520169516,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,cosine,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
9,stock_no_anneal,holdout_robust_score,-31.365800331081427,0.0708,0.27,0.5106,100.0,19.1727,9.15,0.62,4259840,90.70322942733765,,,,,-31.365800331081427,6.003258325982297,2.903971652555233,-9.171361027013864,1.1122255166903483,15.377421900971727,0.15,7.1690703506454705,-5.158805853243418,2.2395707135344303,14.946402458790494,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,False,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
