trial,description,gpu_type,rank_metric,rank_score,val_return,val_sortino,val_wr,val_profitable_pct,train_return,train_sortino,train_wr,train_steps,elapsed_s,error,holdout_error,market_validation_error,replay_eval_error,holdout_robust_score,holdout_return_mean_pct,holdout_return_p25_pct,holdout_return_worst_pct,holdout_sortino_p25,holdout_max_drawdown_worst_pct,holdout_negative_return_rate,holdout_median_return_pct,holdout_p10_return_pct,holdout_median_sortino,holdout_p90_max_drawdown_pct,market_return_pct,market_sortino,market_max_drawdown_pct,market_trade_count,market_goodness_score,replay_daily_return_pct,replay_daily_sortino,replay_daily_max_drawdown_pct,replay_daily_trade_count,replay_hourly_return_pct,replay_hourly_sortino,replay_hourly_max_drawdown_pct,replay_hourly_trade_count,replay_hourly_order_count,replay_hourly_policy_return_pct,replay_hourly_policy_sortino,replay_hourly_policy_max_drawdown_pct,replay_hourly_policy_trade_count,replay_hourly_policy_order_count,hidden_size,lr,ent_coef,weight_decay,fill_slippage_bps,obs_norm,anneal_lr,anneal_ent,anneal_clip,lr_schedule,arch,fee_rate,trade_penalty,drawdown_penalty,downside_penalty,smooth_downside_penalty,smooth_downside_temperature,smoothness_penalty,gamma
0,stock_trade_pen_10,a100,holdout_robust_score,-55.81949614641694,-0.0376,-0.75,0.4286,0.0,2.7953,6.79,0.65,6619136,90.44973039627075,,,,,-55.81949614641694,5.061336679577662,-2.7337067807603668,-4.322089140007465,-3.6360058103170343,4.799816311871745,0.7,-1.5714363569376202,-4.275333226605712,-1.3700340657708852,4.322089140007465,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.1,0.0,0.0,0.0,0.02,0.0,0.99
1,stock_slip_5bps,a100,holdout_robust_score,-99.54604406523343,0.0352,0.17,0.4783,100.0,13.0641,8.59,0.62,5996544,90.5457546710968,,,,,-99.54604406523343,-1.930783816315164,-10.86900096898783,-23.016640707118412,-2.2223297521264156,26.19111302714266,0.5,-1.8061482942304523,-13.792541833937626,-0.15208064317661274,22.827612516190726,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,5.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
2,stock_slip_10bps,a100,holdout_robust_score,-35.134101039258994,0.2412,1.05,0.5625,100.0,8.6661,6.83,0.6,4915200,90.4801595211029,,,,,-35.134101039258994,12.082988361728866,4.749597507085568,-13.477747661351986,1.5530904438555415,17.27353166877258,0.15,9.172730908892982,-1.8192133288057637,1.8599581166522237,14.42757566387985,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,10.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
3,stock_slip_15bps,a100,holdout_robust_score,-15.896249379907786,0.1975,1.0,0.4545,100.0,8.4573,7.25,0.61,5046272,90.80995464324951,,,,,-15.896249379907786,8.282998909413262,3.657101376190562,-2.8773526125062197,1.0792863992937796,16.93070943120786,0.05,9.176051321716033,2.031752779340897,2.189800540587536,15.223015453528143,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,15.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
4,stock_reward_scale_20,a100,holdout_robust_score,-111.9832680029835,0.0616,0.34,0.4615,100.0,14.3793,10.01,0.63,7438336,90.32448172569275,,,,,-111.9832680029835,-5.54025266405981,-12.532634912345374,-24.821490661163306,-2.3840081528100363,24.741893551032724,0.65,-6.448827467135016,-18.473179749012623,-1.2062206709833398,22.100467640390036,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.03,0.0,0.0,0.0,0.02,0.0,0.99
5,stock_wd_05,a100,holdout_robust_score,-93.57112193118496,0.1797,1.28,0.5556,100.0,19.2132,10.46,0.64,7569408,90.2799129486084,,,,,-93.57112193118496,-0.9765023181511415,-8.0566565032359,-16.873867581290504,-1.2738565385142504,23.168754858796405,0.7,-2.928793898232907,-10.21099055565777,-0.3266120137623296,19.477881265875936,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.05,0.0,False,True,False,False,none,mlp,0.001,0.0,0.0,0.0,0.0,0.02,0.0,0.99
6,stock_robust_champion,a100,,,,,,,,,,0,,"train failed (exit 1): rollout_len=256, num_envs=128, batch_size=32768 PPO epochs=4, minibatch_size=2048 Traceback (most recent call last): File ""<frozen runpy>"", line 198, in _run_module_as_main File ""<frozen runpy>"", line 88, in _run_code File ""/nvme0n1-disk/code/stock-prediction/pufferlib_market/train.py"", line 1685, in <module> File ""/nvme0n1-disk/code/stock-prediction/pufferlib_market/train.py"", line 1681, in ma...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.005,5.0,True,True,False,False,cosine,mlp,0.001,0.05,0.0,0.0,0.0,0.02,0.0,0.99
