trial,description,gpu_type,rank_metric,rank_score,val_return,val_sortino,val_wr,val_profitable_pct,train_return,train_sortino,train_wr,train_steps,elapsed_s,error,holdout_error,market_validation_error,replay_eval_error,generalization_score,overfit_gap_score,train_val_gap_pct,val_replay_gap_pct,holdout_robust_score,holdout_return_mean_pct,holdout_return_p25_pct,holdout_return_worst_pct,holdout_sortino_p25,holdout_max_drawdown_worst_pct,holdout_negative_return_rate,holdout_median_return_pct,holdout_p10_return_pct,holdout_median_sortino,holdout_p90_max_drawdown_pct,market_return_pct,market_sortino,market_max_drawdown_pct,market_trade_count,market_goodness_score,replay_daily_return_pct,replay_daily_annualized_return_pct,replay_daily_sortino,replay_daily_max_drawdown_pct,replay_daily_trade_count,replay_daily_pnl_smoothness,replay_daily_ulcer_index,replay_daily_goodness_score,replay_hourly_return_pct,replay_hourly_annualized_return_pct,replay_hourly_sortino,replay_hourly_max_drawdown_pct,replay_hourly_trade_count,replay_hourly_order_count,replay_hourly_pnl_smoothness,replay_hourly_ulcer_index,replay_hourly_goodness_score,replay_hourly_policy_return_pct,replay_hourly_policy_annualized_return_pct,replay_hourly_policy_sortino,replay_hourly_policy_max_drawdown_pct,replay_hourly_policy_trade_count,replay_hourly_policy_order_count,replay_hourly_policy_pnl_smoothness,replay_hourly_policy_ulcer_index,replay_hourly_policy_goodness_score,replay_daily_robust_median_return_pct,replay_daily_robust_median_annualized_return_pct,replay_daily_robust_worst_return_pct,replay_daily_robust_worst_annualized_return_pct,replay_daily_robust_worst_sortino,replay_daily_robust_worst_max_drawdown_pct,replay_hourly_robust_median_return_pct,replay_hourly_robust_median_annualized_return_pct,replay_hourly_robust_worst_return_pct,replay_hourly_robust_worst_annualized_return_pct,replay_hourly_robust_worst_sortino,replay_hourly_robust_worst_max_drawdown_pct,replay_hourly_policy_robust_median_return_pct,replay_hourly_policy_robust_median_annualized_return_pct,replay_hourly_policy_robust_worst_return_pct,replay_hourly_policy_robust_worst_annualized_return_pct,replay_hourly_policy_robust_worst_sortino,replay_hourly_policy_robust_worst_max_drawdown_pct,replay_combo_score,replay_combo_return_mean_pct,replay_combo_return_worst_pct,replay_combo_annualized_return_mean_pct,replay_combo_annualized_return_worst_pct,replay_combo_sortino_p25,replay_combo_max_drawdown_worst_pct,replay_combo_negative_return_rate,replay_combo_scenario_count,smooth_score,smooth_error,smooth_5d_p10_sortino,smooth_15d_p10_sortino,smooth_30d_p10_sortino,smooth_60d_p10_sortino,smooth_90d_p10_sortino,hidden_size,lr,ent_coef,weight_decay,fill_slippage_bps,obs_norm,anneal_lr,anneal_ent,anneal_clip,lr_schedule,arch,fee_rate,trade_penalty,drawdown_penalty,downside_penalty,smooth_downside_penalty,smooth_downside_temperature,smoothness_penalty,gamma
0,stock_ent05_tp03_a40_neighbor,a40,holdout_robust_score,-82.32241769643116,-0.202,-0.14,0.0,0.0,205.0895,9.9,0.51,7045120,70.8210711479187,,,,,-10358.355751029763,20529.149999999998,20529.149999999998,,-82.32241769643116,5.922646468690222,-5.706904119012379,-16.637972781487477,-0.14193996851537602,33.569252330667176,0.4583333333333333,5.192339588151162,-7.853561183545299,0.8822508169111689,21.7877775569973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.03,0.0,0.0,0.0,0.02,0.0,0.99
1,stock_ent05_tp05_s123_a40_neighbor,a40,holdout_robust_score,-138.1666354177121,0.0525,1.54,0.4286,100.0,0.4452,8.75,0.65,5505024,69.3766679763794,,,,,-171.34330208437873,39.269999999999996,39.269999999999996,,-138.1666354177121,-7.9372309705205915,-23.4543156757309,-33.276399720788994,-3.158438284958548,33.885123194253275,0.5416666666666666,-0.25616350525512643,-28.8452039183792,0.2262645762238324,31.30393045667751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.05,0.0,0.0,0.0,0.02,0.0,0.99
2,stock_h512_reg_a40_neighbor,a40,holdout_robust_score,-113.5029194332977,0.2501,1.65,0.4722,100.0,106043.9688,14.01,0.51,8028160,99.09484577178955,,,,,-5302311.937919433,10604371.87,10604371.87,,-113.5029194332977,2.6603320813139923,-15.952447116987372,-29.119947595049062,-1.6915182025076898,29.831040624021103,0.5,0.2169424300692481,-22.541991911584635,0.2779780563741499,29.026126360150062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,0.0003,0.05,0.05,10.0,True,True,False,False,none,mlp,0.001,0.05,0.0,0.0,0.0,0.02,0.0,0.99
3,stock_obsnorm_ent05_tp03_a40_neighbor,a40,holdout_robust_score,-40.89198563922147,0.0415,1.11,0.4773,100.0,140824240.0,25.33,0.55,4423680,70.04336643218994,,,,,-7041212045.066986,14082423995.85,14082423995.85,,-40.89198563922147,9.314759643667742,1.8761000913284125,-9.725007793323295,0.524438305614601,19.09701307507216,0.25,9.232003598538894,-5.731827062822825,1.9018561977018718,18.240871788782545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.005,0.0,True,True,False,False,none,mlp,0.001,0.03,0.0,0.0,0.0,0.02,0.0,0.99
4,stock_tp05_seed55_a40_neighbor,a40,holdout_robust_score,-36.56685565176855,0.1357,1.41,0.5714,100.0,85.2497,10.66,0.5,6586368,71.58683466911316,,,,,-4297.475188985101,8511.4,8511.4,,-36.56685565176855,13.987453181564225,3.080058302652124,-13.479961770074498,0.841033922590592,13.645932793482935,0.20833333333333334,21.842472913693346,-10.470384087088517,4.641854404415475,13.376689123118494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.05,0.0,0.0,0.0,0.02,0.0,0.99
5,stock_tp05_seed111_a40_neighbor,a40,holdout_robust_score,-94.5883518353981,-0.042,-0.55,0.4444,0.0,0.5064,1.21,0.56,11468800,121.28053140640259,,,,,-141.80001850206477,54.84,54.84,,-94.5883518353981,-6.9938512445915135,-10.954279828403655,-15.027142357123521,-2.3097622027359446,16.078621891341495,0.7916666666666666,-7.47622414729747,-12.708362820974825,-1.8246196778400452,15.529746222651521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0.0003,0.05,0.0,0.0,False,True,False,False,none,mlp,0.001,0.05,0.0,0.0,0.0,0.02,0.0,0.99
